created_by,geometry,name,natural,source,note,barrier,wikidata,access,material,traffic_calming,operator,wheelchair,nodes,leisure,wikipedia,arivac:typetxt,landuse,website,source:access,designation,old_name,disused,description,layer,fixme,leaf_cycle,leaf_type,landcover,operator:wikidata,island,area,disused:leisure,place,verge,fence_type,height,start_date,wall,kerb,kerb:height,shrubbery:density,level,ways,type
,"POLYGON ((0.1146041 51.5234675, 0.114824 51.5235868, 0.1155871 51.5234933, 0.1161426 51.5231171, 0.1162021 51.5230769, 0.1163416 51.52311, 0.1163844 51.5231639, 0.1165307 51.5242974, 0.116465 51.5246013, 0.1163806 51.5247072, 0.1130703 51.5248017, 0.1131771 51.5237877, 0.1131818 51.5237425, 0.1131945 51.5236221, 0.1131964 51.5224998, 0.1131168 51.5222713, 0.113094 51.5222713, 0.1130061 51.522092, 0.1127814 51.5218823, 0.1123523 51.5217792, 0.1117802 51.5217547, 0.1117697 51.5216502, 0.11169 51.521648, 0.1116798 51.521624, 0.1112768 51.5216242, 0.1110357 51.5216136, 0.1110381 51.521151, 0.1113443 51.5211563, 0.1113417 51.521245, 0.1115204 51.5212474, 0.1115291 51.5211595, 0.111714 51.5211627, 0.1117185 51.5210107, 0.1117449 51.5206584, 0.1114605 51.5197741, 0.1113909 51.5197286, 0.1109944 51.5195958, 0.1109428 51.5195589, 0.1110847 51.5193366, 0.1113227 51.5189637, 0.112178 51.5191399, 0.1121592 51.519744, 0.1121187 51.5204857, 0.1121186 51.5204983, 0.1121535 51.5205214, 0.1133113 51.5205502, 0.1135044 51.5207938, 0.1139495 51.5222649, 0.1142871 51.5223591, 0.1143069 51.5224438, 0.1146041 51.5234675))",Ripple Nature Reserve,scrub,,Temporarily closed due to safety concerns (as of Sep 2020),,Q16899331,no,,,,,"[5253601828, 5253601826, 5253601827, 9902407899, 4052178889, 4052178890, 2780436958, 4052025035, 4052025054, 355351848, 355351844, 7866257325, 7866257328, 4052150361, 355351843, 9910468742, 9910468741, 4052150336, 4052150330, 4052150328, 4052150326, 7866257353, 7866257352, 5253604750, 9910470112, 5253604747, 5253604746, 7866257354, 7866257356, 7866257357, 7866257355, 5253604751, 4052201945, 6331692196, 4052201938, 6331692193, 6331692194, 4052201936, 6331692195, 6170664608, 6170664604, 1184308581, 9467057163, 1184308540, 9467038705, 1184308544, 1184308536, 5253601829, 1184308550, 6170664612, 5253601828]",nature_reserve,en:Ripple Nature Reserve,,,https://www.lbbd.gov.uk/services/ripple-nature-reserve,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0621471 51.5178831, 0.0625334 51.5190914, 0.0626299 51.5200328, 0.0626482 51.5201667, 0.0607863 51.520421, 0.0598441 51.5200584, 0.0597315 51.5199826, 0.059683 51.5199084, 0.0596812 51.5198293, 0.0597862 51.5195604, 0.0598079 51.5194337, 0.0598235 51.5192987, 0.0598184 51.5191439, 0.0600795 51.5181075, 0.0604087 51.5179755, 0.0609348 51.5180099, 0.0613639 51.5180032, 0.0621471 51.5178831))",,scrub,,,,,,,,,,"[667096330, 667096333, 667096334, 667096335, 1331186817, 7077892968, 7077892969, 7077892970, 667096343, 667096349, 1456842529, 667096352, 6209237134, 667096354, 6209237144, 667096357, 667096359, 667096330]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.1166477 51.525509, 0.1163021 51.5255235, 0.1163021 51.5255727, 0.1144239 51.5256022, 0.114408 51.5248838, 0.1141326 51.5248884, 0.1141785 51.5257182, 0.1137605 51.5257335, 0.1136935 51.5256927, 0.1119249 51.525748, 0.1083824 51.5258634, 0.1068151 51.5259222, 0.1066268 51.5259279, 0.1035992 51.5260184, 0.1018583 51.5260704, 0.101283 51.5260876, 0.0985659 51.5261688, 0.098544 51.526272, 0.1013893 51.5262139, 0.1069636 51.5260494, 0.1096147 51.5259628, 0.1115812 51.5259199, 0.1121686 51.5258858, 0.112665 51.5258647, 0.1130038 51.5258543, 0.1134948 51.5258353, 0.114257 51.525816, 0.1150751 51.5257938, 0.1154486 51.5257846, 0.115715 51.5257784, 0.1166569 51.525734, 0.1166477 51.525509))",,scrub,,,,,,,,,,"[195879374, 7878471785, 7878471786, 195879375, 195878772, 280530667, 280530668, 195878771, 670288819, 195878768, 4052025141, 4052025142, 195878767, 4052069291, 6937288886, 6937288887, 195878765, 7878471815, 7878471813, 7878471812, 7878471794, 7878471793, 7878471792, 7878471791, 7878471790, 7878471789, 7878471788, 7878471787, 5717893354, 195888770, 5717893358, 195879374]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0621862 51.602244, 0.0616558 51.6023549, 0.0612251 51.6025615, 0.0608641 51.6026293, 0.0607402 51.6028385, 0.0604039 51.6028451, 0.0600543 51.6027902, 0.059048 51.6024084, 0.0585267 51.6023042, 0.0576915 51.6022036, 0.0576267 51.6020712, 0.0575066 51.6019161, 0.0574631 51.6018044, 0.0574182 51.6017312, 0.0574071 51.6014479, 0.0570184 51.6014596, 0.0571845 51.6012464, 0.0573133 51.6010532, 0.0585214 51.600744, 0.0639391 51.5994196, 0.0652522 51.5991107, 0.0656001 51.5990851, 0.0659576 51.599611, 0.0662387 51.5999099, 0.066297 51.600044, 0.0659243 51.6001021, 0.0650016 51.6003154, 0.0634775 51.6009087, 0.0631343 51.6011523, 0.0627632 51.6014631, 0.0621862 51.602244))",,scrub,,,,,,,,,,"[739559774, 739559777, 585345278, 585345248, 585345259, 585345253, 7966695761, 585345256, 7966695760, 585345258, 585345275, 585345277, 585345265, 585345254, 585345261, 585345266, 738541699, 738541696, 7966665169, 738541693, 2129445789, 7966695748, 739559779, 7966695742, 25542749, 25542750, 25542754, 25542755, 7966695827, 2129445489, 739559774]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0569433 51.6037486, 0.0570209 51.6039508, 0.0573535 51.604727, 0.0575349 51.6047332, 0.0576558 51.6048647, 0.0586435 51.6047082, 0.0585326 51.6043577, 0.0590063 51.6041949, 0.0588652 51.6040635, 0.0592348 51.6039374, 0.0585741 51.6032488, 0.0577094 51.6034941, 0.0569433 51.6037486))",,scrub,,,,,,,,,,"[585345252, 322991800, 322991799, 322991798, 322991797, 322991796, 322991795, 322991794, 322991793, 747757650, 585345271, 747757667, 585345252]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0927762 51.5997069, 0.0932289 51.6006811, 0.0934545 51.6011667, 0.0945059 51.5996606, 0.0927762 51.5997069))",,scrub,,,,,,,,,,"[748139649, 4045490160, 25514091, 25514092, 748139649]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.3047407 51.3784388, -0.304622 51.3784642, -0.3056345 51.3786138, -0.3057185 51.3784904, -0.3060371 51.3784659, -0.306055 51.3783238, -0.3058681 51.378308, -0.3057412 51.3782602, -0.3055945 51.378337, -0.3055186 51.378456, -0.3052959 51.3784375, -0.3050814 51.3784544, -0.3050187 51.3784765, -0.3049186 51.3784564, -0.3047407 51.3784388))",,scrub,,,,,,,,,,"[748750447, 748750448, 311950027, 311950026, 748750449, 748750450, 2575046430, 748750451, 2575046431, 748750452, 2575046433, 748750453, 2575046435, 2575046434, 748750447]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0769211 51.600601, 0.0760359 51.6018854, 0.0755976 51.6023148, 0.074059 51.6023884, 0.0741178 51.6022342, 0.0744072 51.6014756, 0.0744302 51.601415, 0.0746237 51.6009247, 0.0746466 51.6008666, 0.0747956 51.6006559, 0.0749753 51.6005018, 0.07516 51.6003909, 0.0752306 51.6003486, 0.0755731 51.6001573, 0.0756062 51.6001682, 0.0762552 51.6003818, 0.0769211 51.600601))",,scrub,,,,,,,,,,"[767197733, 2129500122, 739559192, 854838476, 2129563371, 7966665121, 2129500084, 8025184801, 2129500109, 2129500128, 2129500129, 8080685773, 8080685774, 767197829, 8077523991, 8080685779, 767197733]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.072672 51.6042614, 0.0726858 51.6037148, 0.0720876 51.6029589, 0.0732867 51.6025285, 0.0725665 51.6023701, 0.0723401 51.6023146, 0.0711599 51.6017415, 0.0704733 51.6017015, 0.0700779 51.602032, 0.0706734 51.602219, 0.0714028 51.6028947, 0.0717119 51.60344, 0.072429 51.6041388, 0.0725176 51.6043111, 0.072672 51.6042614))",,scrub,,,,,private,,,,,"[767198392, 739559172, 7619506152, 739559179, 8080685762, 25542733, 25542735, 25542736, 25542737, 323226452, 323226451, 323226450, 323226449, 8080685780, 767198392]",,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.391529 51.4219561, -0.3926222 51.4225024, -0.3934241 51.4227471, -0.3943556 51.422841, -0.394894 51.4227023, -0.3951197 51.4224571, -0.395127 51.4216909, -0.3960683 51.4169575, -0.3899625 51.4151365, -0.3878073 51.4152399, -0.3870493 51.415025, -0.3868662 51.4148408, -0.3864987 51.414869, -0.3842095 51.4145308, -0.3819378 51.4141895, -0.3818503 51.4139199, -0.3817344 51.4138996, -0.3816226 51.4138578, -0.3817087 51.4143556, -0.3817776 51.4149256, -0.3817951 51.4150856, -0.3818676 51.4154772, -0.3821306 51.4158981, -0.3824122 51.4163392, -0.3824617 51.4164431, -0.3826185 51.4167873, -0.3828225 51.4172216, -0.3830673 51.4176892, -0.3833314 51.4178872, -0.3846946 51.4186175, -0.3864946 51.4194267, -0.3867077 51.4196694, -0.3875906 51.4200861, -0.3908548 51.4216266, -0.391529 51.4219561))",Kempton Nature Reserve,scrub,local_knowledge,,,,,,,,,"[783499183, 783499325, 3729558042, 783499170, 783499193, 17655415, 17655418, 16956791, 783499198, 783499171, 8006566118, 8006566119, 783499097, 3729557155, 783499105, 3730826686, 3883459531, 3883459528, 3883459526, 8791642826, 3892106166, 3892106168, 3892106170, 3892106172, 3892106174, 3892106176, 3892106177, 3892106178, 8791642670, 565054711, 565054710, 565054709, 8791642918, 565054707, 783499183]",nature_reserve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.3948434 51.4276599, -0.3948877 51.4276416, -0.3949063 51.4275693, -0.3949723 51.4274588, -0.3964555 51.4272162, -0.3964936 51.4271861, -0.3965299 51.4269617, -0.3963062 51.4262549, -0.3963371 51.425351, -0.3958831 51.4240463, -0.3956717 51.4240598, -0.3956516 51.4240447, -0.3956061 51.4240095, -0.394175 51.4237508, -0.3938962 51.4237032, -0.3925995 51.423482, -0.3915048 51.4233628, -0.3891583 51.4230465, -0.3887224 51.4229907, -0.3885536 51.4229834, -0.388301 51.4229914, -0.3880943 51.4230183, -0.3879363 51.4230632, -0.3877622 51.4231174, -0.3876275 51.423199, -0.3874971 51.4233009, -0.3873867 51.423489, -0.3873024 51.423678, -0.3874162 51.4238974, -0.3875765 51.4241462, -0.3887497 51.4259673, -0.3892614 51.4267615, -0.3894789 51.4269104, -0.3935816 51.4270709, -0.394706 51.4276917, -0.3948434 51.4276599))",Kempton Nature Reserve,scrub,,,fence,,appointment,,,,,"[801340176, 8006115727, 801339958, 801340322, 801340152, 801340203, 801339921, 801340269, 801340045, 801340340, 8006565844, 801340285, 801339862, 801340142, 7917612154, 801340326, 3730673096, 801340283, 7917612153, 801339955, 3730673087, 801340319, 3730673089, 801340087, 3730673094, 801339861, 3730673102, 801339912, 801340187, 8006565939, 8006565940, 801340090, 566772163, 566772157, 566772155, 801340176]",nature_reserve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.083387 51.448258, -0.083476 51.448109, -0.0835314 51.4478729, -0.0834444 51.4478282, -0.083252 51.447704, -0.083169 51.447709, -0.0826032 51.4485248, -0.08259 51.448544, -0.0825851 51.4486275, -0.0827877 51.4486785, -0.082872 51.4486485, -0.0830071 51.4485926, -0.0831604 51.4484517, -0.083291 51.448361, -0.083387 51.448258))",,scrub,,,,,,,,,,"[871767101, 871767095, 871767093, 871767085, 871767092, 871767089, 871767097, 871767088, 871767087, 871767094, 871767086, 871767096, 871767084, 871767091, 871767101]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1271318 51.5218781, -0.1270727 51.521882, -0.1269093 51.5218531, -0.1268754 51.5218312, -0.1268767 51.5218101, -0.1269081 51.5217991, -0.1269722 51.5218148, -0.1271242 51.5218367, -0.1271531 51.5218578, -0.1271318 51.5218781))",,scrub,photo,,,,,,,,,"[889392541, 889392966, 889392739, 889392498, 889392469, 889392207, 889393021, 889392817, 889392372, 889392541]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1255873 51.5223903, -0.1253265 51.5221753, -0.1253658 51.5221586, -0.1254113 51.5221938, -0.125504 51.5222153, -0.1254883 51.5222583, -0.1255025 51.5222926, -0.1256014 51.5223825, -0.1255873 51.5223903))",,scrub,photo,,,,,,,,,"[889392205, 889392627, 889392354, 889393131, 889393072, 889392887, 889392616, 889392193, 889392205]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1258227 51.5210953, -0.1258421 51.5210779, -0.1258324 51.5210666, -0.1258044 51.5210613, -0.1257254 51.521087, -0.1256696 51.5211104, -0.1256489 51.5211354, -0.1256513 51.5211611, -0.1256696 51.5211694, -0.1256975 51.5211694, -0.1257169 51.5211513, -0.1257254 51.5211316, -0.1257558 51.5211127, -0.1258227 51.5210953))",,scrub,photo,,,,,,,,,"[889392447, 889393042, 889392857, 889392571, 889392344, 889392957, 889392724, 889392480, 889392250, 889392438, 889392199, 889392994, 889392798, 889392447]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1262643 51.5217624, -0.1262204 51.5217866, -0.1261575 51.5218054, -0.1261211 51.5217952, -0.1261223 51.5217757, -0.1261864 51.5217397, -0.1262518 51.5217233, -0.1262807 51.521735, -0.1262643 51.5217624))",,scrub,photo,,,,,,,,,"[889392855, 889392196, 889392991, 889392770, 889392313, 889393086, 889392897, 889392633, 889392855]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.125116 51.5219583, -0.1251129 51.5219407, -0.1251302 51.5219338, -0.1251616 51.5219456, -0.1252323 51.5219944, -0.1252543 51.5220198, -0.1252543 51.5220384, -0.1252323 51.5220414, -0.1252024 51.5220286, -0.125116 51.5219583))",,scrub,photo,,,,,,,,,"[889392903, 889392256, 889393050, 889392623, 889392405, 889392188, 889392960, 889392929, 889392689, 889392903]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1268079 51.5221479, -0.1267466 51.5221498, -0.1266194 51.5222017, -0.1265754 51.5222339, -0.1265785 51.5222515, -0.1266068 51.5222544, -0.1266963 51.5222095, -0.1267906 51.5221733, -0.126811 51.5221606, -0.1268079 51.5221479))",,scrub,photo,,,,,,,,,"[889392274, 889392667, 889392892, 889392625, 889392408, 889392191, 889392794, 889392527, 889392303, 889392274]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1261831 51.520992, -0.1261649 51.5209973, -0.1260896 51.5209739, -0.1260556 51.5209519, -0.1260458 51.5209368, -0.1260556 51.5209308, -0.1261588 51.5209255, -0.1261771 51.520936, -0.1261831 51.520992))",,scrub,photo,,,,,,,,,"[889392927, 889392867, 889392614, 889392395, 889393158, 889392765, 889392510, 889392294, 889392927]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1272907 51.5219752, -0.1272705 51.521948, -0.1272469 51.5218835, -0.1272548 51.5218014, -0.1273035 51.521728, -0.12735 51.5216958, -0.1273748 51.5217281, -0.1273839 51.5217927, -0.1273635 51.5218981, -0.1272907 51.5219752))",,scrub,photo,,,,,,,,,"[889392464, 889393055, 889392862, 889392577, 889392368, 889392965, 889392733, 889392487, 889392271, 889392464]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1258703 51.5218702, -0.1259004 51.5218389, -0.1259004 51.5217959, -0.1258602 51.5217701, -0.1258263 51.5217748, -0.125815 51.5218021, -0.1258301 51.5218561, -0.1258703 51.5218702))",,scrub,photo,,,,,,,,,"[889392397, 889392809, 889392539, 889393125, 889392924, 889392673, 889392448, 889392397]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1260648 51.5223072, -0.1260319 51.5223209, -0.1260083 51.5223092, -0.1260083 51.5222769, -0.1260303 51.5222388, -0.1260256 51.5221977, -0.126024 51.5221645, -0.1260476 51.522142, -0.1260884 51.5221586, -0.1260978 51.5221977, -0.1260774 51.5222681, -0.1260648 51.5223072))",,scrub,photo,,,,,,,,,"[889392543, 889392969, 889392533, 889392309, 889393081, 889392895, 889392865, 889392583, 889392379, 889393150, 889392756, 889392543]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.124861 51.5214061, -0.1248852 51.5214027, -0.1248971 51.521424, -0.1249087 51.5214788, -0.1248951 51.5215764, -0.1248582 51.5216236, -0.12478 51.5216867, -0.1247585 51.5216621, -0.1247405 51.5216172, -0.1247427 51.5215389, -0.1247775 51.5214723, -0.1248284 51.5214341, -0.124861 51.5214061))",,scrub,photo,,,,,,,,,"[889392261, 889392659, 889392424, 889392620, 2307124991, 889392403, 889392182, 889392959, 2307124995, 889392511, 889392296, 889392450, 889392261]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1250689 51.5219065, -0.1249919 51.5218693, -0.1249212 51.5217999, -0.1248992 51.5217677, -0.1249165 51.5217511, -0.1249495 51.5217598, -0.1249652 51.5217853, -0.1250265 51.5218058, -0.1250673 51.5218586, -0.1250909 51.5218889, -0.1250689 51.5219065))",,scrub,photo,,,,,,,,,"[889392326, 889392753, 889392706, 889392473, 889392212, 889393028, 889392580, 889392375, 889393144, 889392932, 889392326]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1257949 51.5217154, -0.1257133 51.5217154, -0.1255989 51.5216873, -0.125575 51.5216614, -0.1255976 51.5216474, -0.1256793 51.5216474, -0.1257811 51.5216779, -0.125805 51.5216998, -0.1257949 51.5217154))",,scrub,photo,,,,,,,,,"[889392412, 889392821, 889392545, 889392331, 889392935, 889392711, 889392475, 889392214, 889392412]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1261836 51.5215901, -0.126194 51.5215648, -0.1261709 51.5215429, -0.1261623 51.5215098, -0.1261825 51.5214725, -0.1261825 51.5214431, -0.1261573 51.5214275, -0.1261277 51.5214413, -0.1261138 51.5214829, -0.1261109 51.5215271, -0.1261346 51.5215713, -0.1261497 51.5215878, -0.1261836 51.5215901))",,scrub,photo,,,,,,,,,"[889392996, 2307124989, 2307124985, 889392383, 889392985, 889392758, 889392507, 2307124975, 889392287, 889392244, 889393037, 889392853, 889392996]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1262387 51.5216241, -0.1262701 51.5216429, -0.1263732 51.5216578, -0.1263996 51.5216437, -0.1263958 51.5216327, -0.1263518 51.5216077, -0.1262802 51.5216007, -0.126245 51.5216085, -0.1262387 51.5216241))",,scrub,photo,,,,,,,,,"[889392802, 889393152, 889392943, 889392720, 889392478, 889392664, 889392430, 889392198, 889392802]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1255738 51.5212191, -0.1255422 51.5212516, -0.1255264 51.5212848, -0.1254936 51.5212909, -0.1254353 51.5213045, -0.1254049 51.5213045, -0.1253891 51.5212947, -0.1254001 51.5212833, -0.125473 51.5212576, -0.1255155 51.5212312, -0.1255459 51.5212108, -0.125569 51.52121, -0.1255738 51.5212191))",,scrub,photo,,,,,,,,,"[889393095, 889392505, 889392282, 889393059, 889393033, 889392844, 889392566, 889392338, 889392940, 889392716, 889392477, 889392239, 889393095]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1256863 51.5224265, -0.1258031 51.5224519, -0.1258415 51.5224414, -0.1258686 51.5224245, -0.1259219 51.5222554, -0.125914 51.5222036, -0.1258822 51.5221955, -0.1258618 51.5222159, -0.1258009 51.5223978, -0.1257647 51.5224154, -0.1256925 51.5224157, -0.1256863 51.5224265))",,scrub,photo,,,,,,,,,"[889392769, 889393099, 889393089, 889392899, 889392636, 889392422, 889393007, 2307125020, 889392806, 889392537, 889392322, 889392769]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1252562 51.5213438, -0.1252174 51.5213506, -0.1251554 51.5213453, -0.1250873 51.5213559, -0.1250314 51.5213854, -0.124984 51.5213877, -0.1249719 51.5213733, -0.1249998 51.5213446, -0.1250703 51.5213143, -0.1251432 51.5212977, -0.1252137 51.521306, -0.1252538 51.5213204, -0.1252562 51.5213438))",,scrub,photo,,,,,,,,,"[889392813, 889392190, 889392962, 889392524, 889392302, 889393076, 889392889, 889392859, 889392575, 889392360, 889393135, 889392727, 889392813]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1257818 51.5215395, -0.1257328 51.5215294, -0.1257177 51.5215106, -0.1257441 51.5214887, -0.1258383 51.5214543, -0.1258924 51.5214512, -0.125915 51.5214652, -0.1258848 51.5215059, -0.1258132 51.5215317, -0.1257818 51.5215395))",,scrub,photo,,,,,,,,,"[889393000, 889392392, 889393155, 889392760, 889392508, 889392290, 889393068, 889392671, 889392443, 889393000]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.126405 51.5209706, -0.1263803 51.5209517, -0.1263063 51.5209281, -0.1262854 51.5209364, -0.1262816 51.5209801, -0.1262949 51.5210002, -0.1263519 51.5209943, -0.126405 51.5209706))",,scrub,photo,,,,,,,,,"[889392300, 889392682, 889392460, 889392202, 889393013, 889392573, 889392352, 889392300]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1192049 51.5192746, -0.1191773 51.5192396, -0.1192098 51.5192364, -0.1192332 51.5192314, -0.1194069 51.5191771, -0.1194435 51.5191613, -0.1194862 51.5191322, -0.1195024 51.519107, -0.1195024 51.5190684, -0.1194963 51.5190387, -0.119473 51.5190084, -0.1195045 51.5189995, -0.1195884 51.5191024, -0.1195571 51.5191618, -0.1192049 51.5192746))",,scrub,photo,,,,,,,,,"[895178422, 895178430, 895178642, 895178511, 895178376, 895178518, 895178385, 895178597, 895178468, 895178672, 895178542, 895178406, 895113241, 895113447, 895178422]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1183517 51.519213, -0.1183827 51.5192513, -0.1183709 51.5192857, -0.1183799 51.5193333, -0.1184287 51.519362, -0.118482 51.519376, -0.1185167 51.519419, -0.1184682 51.5194163, -0.1184388 51.519411, -0.1183962 51.5193957, -0.1183755 51.5193802, -0.1183186 51.5193064, -0.1183125 51.5192903, -0.1183142 51.5192584, -0.1183251 51.519237, -0.1183517 51.519213))",,scrub,photo,,,,,,,,,"[895178402, 895178508, 895178608, 895178374, 895178474, 895178580, 895178339, 895178447, 895178621, 895178382, 895178487, 895178593, 895178353, 895178466, 895178559, 895178402]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1187494 51.5190218, -0.1182045 51.5191901, -0.1181712 51.5192502, -0.1182524 51.5193545, -0.1182836 51.5193441, -0.11826 51.5193107, -0.1182519 51.5192859, -0.1182511 51.5192505, -0.1182722 51.5192167, -0.1183144 51.5191878, -0.1183478 51.5191742, -0.1185818 51.5191034, -0.1186297 51.5190933, -0.1186996 51.5190999, -0.1187484 51.51911, -0.1187565 51.5191176, -0.1187703 51.5191014, -0.1187963 51.5190781, -0.1187494 51.5190218))",,scrub,photo,,,,,,,,,"[895178624, 895113379, 895113375, 895178647, 895178441, 895178573, 895178363, 895178494, 895178635, 895178421, 895178551, 895178612, 895178405, 895178537, 895178671, 895178467, 895178596, 895178516, 895178624]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1194092 51.5191413, -0.119379 51.5191028, -0.1193917 51.5190685, -0.1193838 51.5190208, -0.1193356 51.5189916, -0.1192826 51.5189772, -0.1192489 51.5189339, -0.1192974 51.518937, -0.1193267 51.5189426, -0.1193689 51.5189582, -0.1193892 51.5189739, -0.1194445 51.5190482, -0.1194502 51.5190644, -0.1194477 51.5190963, -0.1194364 51.5191175, -0.1194092 51.5191413))",,scrub,photo,,,,,,,,,"[895178463, 895178555, 895178584, 895178426, 895178523, 895178641, 895178509, 895178380, 895178433, 895178643, 895178513, 895178560, 895178357, 895178488, 895178345, 895178463]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
