created_by,geometry,source,access,barrier,leaf_cycle,leaf_type,natural,note,name,place,nodes,landuse,leisure,wikidata,website,wikipedia,description,is_in:district,designation,source:name,operator,addr:city,BROADHAB,CREATEDATE,CREATEDBY,HABDEFVER,INCID,INTERPQUAL,NBNPRIHAB,PHABFEANOT,PRIDET,PRIHAB,PRIHABTXT,S1BOUNDARY,S1CAPTDATE,S1HABCLASS,S1HABID,S1HABTYPE,SOURCE1TXT,fixme,landcover,layer,jungle,surface,operator:wikidata,produce,ways,type,alt_name,local_name
,"POLYGON ((-0.1850351 51.6037639, -0.1852496 51.6037372, -0.1853113 51.6037089, -0.1853677 51.6036189, -0.1854803 51.6035473, -0.185593 51.603489, -0.185593 51.603414, -0.18566 51.6033207, -0.1857888 51.6032758, -0.1858156 51.6031808, -0.1857217 51.6031025, -0.185593 51.6029426, -0.1854106 51.6029442, -0.1851075 51.6030558, -0.1851745 51.6032358, -0.1852711 51.6033807, -0.1852389 51.603509, -0.1851155 51.603529, -0.1848607 51.6036389, -0.1848849 51.6037339, -0.1850351 51.6037639))",,,,,,,,,,"[2131680444, 2131680541, 2131680483, 2131680566, 2131680552, 2131680485, 2131680479, 2131680443, 2131680460, 2131680480, 2131680520, 2131680441, 2131680523, 2131680522, 2131680451, 2131680521, 2131680505, 2131680481, 2131680500, 2131680440, 2131680444]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1838549 51.6061261, -0.1839246 51.6061261, -0.1840963 51.6059795, -0.1841017 51.6058928, -0.1838066 51.6058529, -0.1834633 51.6057196, -0.1833399 51.6055564, -0.1831897 51.6054531, -0.1831092 51.6052665, -0.1830985 51.6051399, -0.183002 51.60493, -0.1830556 51.6047834, -0.1830985 51.6046401, -0.1831092 51.6045035, -0.1830985 51.6043936, -0.1829644 51.6042903, -0.182841 51.6040104, -0.1828612 51.6039549, -0.1828786 51.6039071, -0.1826962 51.6036606, -0.1825996 51.6035373, -0.1824923 51.603434, -0.1823636 51.6033707, -0.1823582 51.6031841, -0.1824387 51.6030842, -0.1825835 51.6029742, -0.1827766 51.6028709, -0.1828947 51.6027776, -0.1831629 51.6026943, -0.1834526 51.6025877, -0.1836779 51.6024544, -0.1839997 51.6023278, -0.1840695 51.6021879, -0.1842143 51.6021379, -0.1842197 51.6020746, -0.1841285 51.6020446, -0.1838388 51.6021879, -0.1837315 51.6022878, -0.1836135 51.6023278, -0.1834418 51.6023978, -0.1821436 51.6029742, -0.1820417 51.6030575, -0.182208 51.6032807, -0.182267 51.6033541, -0.1824601 51.6036173, -0.1825996 51.6038472, -0.182841 51.6042636, -0.182959 51.6044269, -0.1829698 51.6045968, -0.1828571 51.6051166, -0.1827981 51.6054797, -0.1827981 51.605583, -0.1829966 51.6057296, -0.1838549 51.6061261))",,,,,,,,,,"[2131680551, 2131680519, 2131680560, 2131680564, 2131680477, 2131680546, 2131680478, 2131680549, 2131680430, 2131680555, 2131680548, 2131680436, 2131680536, 2131680542, 2131680464, 2131680528, 2131680454, 4980491680, 2131680531, 2131680455, 2131680532, 2131680437, 2131680456, 2131680557, 2131680561, 2131680439, 2131680463, 2131680547, 2131680428, 2131680487, 2131680503, 2131680462, 2131680472, 2131680554, 2131680538, 2131680573, 2131680496, 2131680535, 2131680475, 2131680469, 2131680553, 2131680461, 2131680465, 2131680429, 2131680457, 2131680494, 2131680442, 2131680447, 2131680563, 2131680576, 2131680543, 2131680450, 2131680571, 2131680551]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.182959 51.6039071, -0.1831092 51.6038871, -0.1831575 51.6038138, -0.1831092 51.6037672, -0.1829912 51.6037605, -0.1828786 51.6038138, -0.182959 51.6039071))",,,,,,,,,,"[2131680471, 2131680507, 2131680435, 2131680434, 2131680470, 2131680466, 2131680471]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1852738 51.6028609, -0.1853328 51.602786, -0.1852952 51.6026843, -0.185204 51.602611, -0.1849922 51.602676, -0.1848956 51.6027576, -0.1849358 51.6028559, -0.1851638 51.6028859, -0.1852738 51.6028609))",,,,,,,,,,"[2131680568, 2131680449, 2131680550, 2131680565, 2131680498, 2131680458, 2131680572, 2131680529, 2131680568]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1842143 51.6057796, -0.1842143 51.6056963, -0.1844047 51.605643, -0.1844852 51.605573, -0.1846891 51.605573, -0.1847212 51.6056163, -0.1848795 51.605633, -0.1851182 51.6057429, -0.1854696 51.6059128, -0.1854454 51.6059562, -0.1853918 51.6059645, -0.1852094 51.6059412, -0.1848634 51.6057629, -0.1846435 51.6057629, -0.1845013 51.6057696, -0.1843162 51.6058512, -0.1842143 51.6057796))",,,,,,,,,,"[2131680476, 2131680431, 2131680544, 2131680433, 2131680533, 2131680489, 2131680567, 2131680545, 2131680432, 2131680467, 2131680501, 2131680508, 2131680575, 2131680525, 2131680537, 2131680524, 2131680476]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2351979 51.5906764, -0.2353454 51.5906797, -0.2354929 51.590743, -0.2355519 51.5908097, -0.2354339 51.590823, -0.2353186 51.590833, -0.2352998 51.5909363, -0.2354017 51.591013, -0.2352837 51.5910563, -0.2352676 51.591123, -0.2352435 51.5912046, -0.2353293 51.5912396, -0.2353373 51.5912779, -0.2352891 51.5914362, -0.2352488 51.5916229, -0.2351871 51.5918812, -0.2350959 51.5921194, -0.2348841 51.5921511, -0.2348331 51.5922677, -0.2348277 51.5923194, -0.2349404 51.5923394, -0.2349618 51.5923811, -0.2349082 51.5923977, -0.2347124 51.5923744, -0.2346695 51.5924244, -0.2346319 51.592551, -0.2346185 51.592656, -0.2347017 51.5927077, -0.2348492 51.5927526, -0.2349055 51.592786, -0.2348572 51.592806, -0.2347419 51.5927876, -0.234581 51.5927327, -0.2344898 51.592771, -0.2344495 51.5928443, -0.2344039 51.592801, -0.2344254 51.592721, -0.2346507 51.5921861, -0.234935 51.5913613, -0.2351979 51.5906764))",,,,,,,,,,"[2131702123, 2131702194, 2131702192, 2131702107, 2131702187, 2131702189, 2131702173, 2131702115, 2131702160, 2131702125, 2131702100, 2131702098, 2131702183, 2131702163, 2131702174, 2131702135, 2131702145, 2131702141, 2131702093, 2131702186, 2131702106, 2131702119, 2131702153, 2131702148, 2131702167, 2131702083, 2131702126, 2131702196, 2131702190, 2131702139, 2131702176, 2131702155, 2131702124, 2131702102, 2131702143, 2131702171, 2131702114, 2131702158, 2131702172, 2131702123]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2374617 51.5879934, -0.2371934 51.5885883, -0.237113 51.5885533, -0.2369976 51.5885467, -0.2369413 51.588525, -0.2369494 51.5884617, -0.2370325 51.58841, -0.2370942 51.5883884, -0.2370352 51.5883384, -0.2370164 51.58825, -0.2370566 51.5881667, -0.2371076 51.5881151, -0.2371666 51.5881101, -0.2371639 51.5882084, -0.2371639 51.588255, -0.2372256 51.5882934, -0.2373195 51.5881784, -0.2373812 51.5879817, -0.2374617 51.5879934))",,,,,,,,,,"[2131703366, 2131703398, 2131703384, 2131703375, 2131703367, 2131703412, 2131703346, 2131703343, 2131703342, 2131703410, 2131703348, 2131703347, 2131703355, 2131703360, 2131703351, 2131703349, 2131703354, 2131703397, 2131703366]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2358631 51.5884867, -0.2358067 51.5883217, -0.2356941 51.5881467, -0.2356592 51.5880751, -0.2357075 51.5880367, -0.2358631 51.5880501, -0.2359301 51.5880134, -0.2360589 51.5880317, -0.2361789 51.588114, -0.2361558 51.5882126, -0.2360374 51.5882417, -0.2359087 51.5882667, -0.2359006 51.5883217, -0.2358979 51.5884134, -0.2359677 51.58848, -0.2359596 51.5884984, -0.2358631 51.5884867))",,,,,,,,,,"[2131703387, 2131703369, 2131703370, 2131703386, 2131703339, 2131703340, 2131703374, 2131703357, 2131703364, 2131703377, 2131703401, 2131703403, 2131703345, 2131703407, 2131703402, 2131703404, 2131703387]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2363727 51.5903814, -0.2363432 51.5903764, -0.2363003 51.5904797, -0.2362117 51.5905214, -0.2361232 51.5905497, -0.2361045 51.5906197, -0.2361849 51.5906947, -0.2361098 51.5908014, -0.2360428 51.5908863, -0.2359006 51.5913063, -0.2356619 51.5920295, -0.2353883 51.5928693, -0.2352971 51.5931426, -0.2355171 51.5931926, -0.2355868 51.5927743, -0.2356699 51.5923944, -0.2358094 51.5919178, -0.2360106 51.5912663, -0.2362252 51.5907714, -0.2363727 51.5903814))",,,,,,,,,,"[2131703368, 2131703344, 2131703378, 2131703385, 2131703393, 2131703396, 2131703373, 2131703371, 2131703361, 2131703388, 2131703408, 2131703392, 2131703376, 2131703359, 2131703394, 2131703409, 2131703352, 2131703391, 2131703406, 2131703368]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2340603 51.6008265, -0.2339182 51.6008698, -0.2339236 51.6008065, -0.2338377 51.6005183, -0.2340603 51.6008265))",,,,,,,,,,"[2131714290, 2131714300, 2131714274, 2131714291, 2131714290]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2343332 51.6011843, -0.2341965 51.6011493, -0.2341079 51.6011143, -0.2340865 51.6010443, -0.2341079 51.6010143, -0.2341484 51.6010014, -0.2342152 51.601001, -0.2342635 51.6010254, -0.2343013 51.6010931, -0.2343332 51.6011843))",,,,,,,,,,"[2131714287, 2131714278, 2131714308, 2131714289, 2131714306, 2131714272, 2131714285, 2131714282, 2131714288, 2131714287]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2334893 51.6008819, -0.2333066 51.6008565, -0.2328027 51.6006986, -0.2324996 51.6006053, -0.2325288 51.6005816, -0.2327166 51.6006099, -0.2328617 51.6005653, -0.2329931 51.6005337, -0.2331353 51.6005287, -0.2333042 51.6004887, -0.2334062 51.6004704, -0.2333817 51.60026, -0.233481 51.6002467, -0.2336687 51.6006632, -0.2336982 51.6007482, -0.2336553 51.6007882, -0.2335588 51.6008265, -0.2334893 51.6008819))",,,,,,,,,,"[2131714294, 2131714273, 2131714305, 2131714293, 2131714283, 2131714299, 2131714310, 2131714280, 2131714292, 2131714303, 2131714276, 2131714304, 2131714302, 2131714311, 2131714314, 2131714277, 2131714297, 2131714294]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2344013 51.5953587, -0.2345059 51.595342, -0.23453 51.5953087, -0.2345112 51.5949121, -0.2344576 51.5949471, -0.2344227 51.5949721, -0.2343262 51.5949521, -0.234302 51.5949705, -0.234302 51.5950488, -0.2343262 51.5950854, -0.2343718 51.5951238, -0.2343771 51.5952287, -0.234361 51.595277, -0.2343959 51.5952837, -0.23442 51.5953087, -0.2344013 51.5953587))",,,,,,,,,,"[2131722856, 2131722859, 2131722855, 2131722837, 2131722897, 2131722872, 2131722879, 2131722878, 2131722862, 2131722863, 2131722831, 2131722848, 2131722842, 2131722843, 2131722826, 2131722856]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2342457 51.5983611, -0.2343878 51.5983528, -0.2344603 51.5982678, -0.2345139 51.5981712, -0.234581 51.5980795, -0.2346427 51.5979546, -0.23464 51.5978496, -0.2347008 51.5977731, -0.2347848 51.5977297, -0.2348063 51.5976513, -0.2348331 51.5976164, -0.2347768 51.597588, -0.2346346 51.5976513, -0.2343262 51.5979862, -0.2342993 51.5981012, -0.2343101 51.5981745, -0.2342832 51.5982612, -0.2342537 51.5983245, -0.2342457 51.5983611))",,,,,,,,,,"[2131726146, 2131725962, 2131725931, 2131725867, 2131725898, 2131725904, 2131726012, 2131726008, 2131726079, 2131725872, 2131725932, 2131725922, 2131725860, 2131726142, 2131725876, 2131726140, 2131725856, 2131725846, 2131726146]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2348492 51.5984361, -0.2349538 51.5983211, -0.2349431 51.5982095, -0.2348385 51.5982112, -0.2347982 51.5983011, -0.2348492 51.5984361))",,,,,,,,,,"[2131725845, 2131726118, 2131725957, 2131725854, 2131726013, 2131725845]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2353829 51.5984361, -0.2353669 51.5983661, -0.2354312 51.5983661, -0.2354902 51.5984028, -0.2355083 51.5984423, -0.2354348 51.598452, -0.2353829 51.5984361))",,,,,,,,,,"[2131726048, 2131725850, 2131725855, 2131726103, 2131725995, 2131726061, 2131726048]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.234935 51.5984811, -0.2352032 51.5983628, -0.2351201 51.5983311, -0.2350048 51.5983495, -0.234935 51.5984811))",,,,,,,,,,"[2131726044, 2131725969, 2131726059, 2131725841, 2131726044]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.23372 51.5988393, -0.2338916 51.5987293, -0.2338112 51.598696, -0.2337012 51.5986727, -0.2336288 51.598676, -0.233602 51.598716, -0.2336046 51.598771, -0.2336851 51.5988326, -0.23372 51.5988393))",,,,,,,,,,"[2131725959, 2131725937, 2131725996, 2131725990, 2131725986, 2131725985, 2131725886, 2131726151, 2131725959]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2361125 51.6001488, -0.2360589 51.6001705, -0.2359489 51.6001838, -0.2358201 51.6001755, -0.2357799 51.6001605, -0.2357745 51.6001038, -0.2358014 51.6000455, -0.235855 51.6000189, -0.2359355 51.6000272, -0.2359811 51.6000905, -0.2360106 51.6001105, -0.2360589 51.6001238, -0.2361125 51.6001488))",,,,,,,,,,"[2131729180, 2131729061, 2131729116, 2131729126, 2131729087, 2131729088, 2131729167, 2131729178, 2131729220, 2131729084, 2131729104, 2131729205, 2131729180]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2354822 51.6003337, -0.2354554 51.6002305, -0.2353776 51.6000588, -0.2353347 51.6000255, -0.2352274 51.6001088, -0.235222 51.6002288, -0.2352783 51.6003471, -0.2353695 51.6003721, -0.2354822 51.6003737, -0.2354822 51.6003337))",,,,,,,,,,"[2131730285, 2131730248, 2131730265, 2131730106, 2131730222, 2131730298, 2131730288, 2131730140, 2131730122, 2131730285]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2329846 51.5991272, -0.2330007 51.5990506, -0.2330731 51.5990023, -0.2331429 51.5989923, -0.2332448 51.5990223, -0.2332636 51.5991289, -0.2332475 51.5992638, -0.2332555 51.5993688, -0.2332421 51.5994838, -0.2329551 51.5995204, -0.2328478 51.5995671, -0.2327512 51.599672, -0.2327137 51.5997687, -0.2326466 51.5997387, -0.2327003 51.5996204, -0.2327673 51.5995087, -0.2328639 51.5994554, -0.2330758 51.5994254, -0.233108 51.5993588, -0.2331429 51.5992905, -0.233167 51.5992405, -0.2331268 51.5991822, -0.2330731 51.5991422, -0.2329846 51.5991272))",,,,,,,,,,"[2133127757, 2133127774, 2133127772, 2133127805, 2133127763, 2133128037, 2133127979, 2133127761, 2133127802, 2133127817, 2133127967, 2133127815, 2133127896, 2133127932, 2133127950, 2133127855, 2133127928, 2133128039, 2133127879, 2133127923, 2133127980, 2133127954, 2133128006, 2133127757]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.2976039 51.5485075, 0.2978112 51.5484835, 0.2987015 51.5484773, 0.2988426 51.5484519, 0.2989359 51.5483946, 0.2990204 51.5483243, 0.2993208 51.5478627, 0.2991287 51.547858, 0.2989764 51.5478276, 0.2988092 51.5477629, 0.2985945 51.5480698, 0.2984764 51.5481065, 0.2980687 51.5480932, 0.2978327 51.5480365, 0.297752 51.5480436, 0.297704 51.5480798, 0.2976039 51.5485075))",,,,,,,,,,"[2137719714, 2137719721, 2137719734, 2137719657, 2137719740, 2137719665, 2137719752, 2137719746, 2137719739, 2137719672, 2137719703, 2137719690, 2137719649, 2137719653, 2137719674, 2137719652, 2137719714]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.3156101 51.5533603, 0.3157174 51.5533708, 0.3158515 51.5524863, 0.3160446 51.5513756, 0.3158837 51.5513622, 0.3156101 51.5533603))",,,,,,,,,,"[2137751896, 2137751898, 2137751875, 2137751889, 2137751881, 2137751896]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0700459 51.3140764, 0.0684718 51.3133468, 0.0689229 51.3112163, 0.0713261 51.3116991, 0.0711324 51.3120391, 0.0711431 51.3125823, 0.0713899 51.3132462, 0.0715801 51.313533, 0.0717491 51.3137879, 0.0706496 51.3140107, 0.0700459 51.3140764))",,,,,,,,,,"[2262669038, 2262669039, 34054176, 34054175, 2262668950, 2262669013, 2262669101, 5698764580, 453361687, 2262669066, 2262669038]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.245449 51.5409041, 0.2459952 51.5402555, 0.2463191 51.5398708, 0.2442042 51.5391886, 0.2453253 51.5377805, 0.2464647 51.5362633, 0.2475913 51.5348352, 0.2472386 51.5347924, 0.2438394 51.5392753, 0.2432415 51.540042, 0.2429089 51.5403976, 0.2418194 51.541133, 0.241555 51.5412314, 0.2423019 51.5416995, 0.2425647 51.5415471, 0.2426321 51.5412551, 0.2430924 51.5406658, 0.2434159 51.5402517, 0.24369 51.5401728, 0.24479 51.5406301, 0.245014 51.5407233, 0.245449 51.5409041))",,,,,,,,,,"[2284138274, 5066734136, 2284138272, 2284138288, 2284138262, 2284138286, 2284138268, 2284138266, 2284138281, 2284138260, 5066734494, 5066734495, 5066734498, 1931912614, 705682835, 5066734475, 10171995535, 5066734470, 5066734482, 10171995534, 10171995536, 2284138274]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0712855 51.5091698, 0.071269 51.5088966, 0.0712659 51.5088452, 0.0714684 51.5088404, 0.0714879 51.5091651, 0.0712855 51.5091698))",,,,,needleleaved,,,,,"[668079114, 668079113, 2466723789, 2466723790, 2466723791, 668079114]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0078885 51.5848066, 0.0074405 51.5846232, 0.0073225 51.5846649, 0.007293 51.5847649, 0.0073547 51.5850282, 0.0074861 51.5850715, 0.0083284 51.5850165, 0.0078885 51.5848066))",,,,,,wood,,,,"[2528424773, 2528424776, 2528424783, 2528424781, 2528424779, 2528424775, 2528424789, 2528424773]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.4640276 51.4955958, -0.4663665 51.4952918, -0.467868 51.4951028, -0.4689011 51.4949729, -0.4691311 51.4949502, -0.4695959 51.4949044, -0.4707868 51.4947875, -0.4723961 51.4946573, -0.4739732 51.4945638, -0.4758615 51.4944803, -0.4763557 51.4944426, -0.4767245 51.494432, -0.4771155 51.4944235, -0.4775153 51.494416, -0.4775181 51.4944688, -0.4771208 51.4944941, -0.4767312 51.4945212, -0.4763607 51.4945474, -0.4759146 51.4945885, -0.4746277 51.4947141, -0.4720206 51.4949579, -0.4695149 51.4951997, -0.4690971 51.4952344, -0.4688679 51.4952535, -0.4679651 51.4953286, -0.4659856 51.4954688, -0.4640276 51.4955958))",,,,,,,,,,"[2596413393, 2596413396, 2596413400, 6314667468, 6314667465, 2596413394, 2596413392, 2596413391, 2596413397, 2596413398, 6430790933, 6430790930, 6430790929, 6430790927, 2596413401, 6430790928, 6430790931, 6430790932, 2596413402, 2596413389, 2596413390, 2596413399, 6314667466, 6314667467, 2596413395, 2596413403, 2596413393]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0684639 51.3482249, 0.0683957 51.3484484, 0.0690473 51.3484271, 0.0692587 51.3483588, 0.0691945 51.3482151, 0.0691516 51.3480903, 0.0684639 51.3482249))",,,,,,,,,,"[2709826340, 2709826356, 2709826354, 2709826343, 266709289, 2709826333, 2709826340]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0730796 51.3663476, 0.0759725 51.3654328, 0.0786813 51.3645313, 0.0790433 51.364385, 0.0793414 51.3643345, 0.0798014 51.364276, 0.0796481 51.3639356, 0.0793372 51.3636644, 0.0781659 51.3641377, 0.0778743 51.3638807, 0.078342 51.3636698, 0.0786349 51.3635512, 0.0789919 51.3634138, 0.0789069 51.3633767, 0.0787026 51.3633453, 0.0781021 51.363683, 0.0778252 51.3637601, 0.0773931 51.3633781, 0.0767094 51.3627735, 0.0764751 51.3626193, 0.0768456 51.3625183, 0.0771235 51.3623916, 0.0772423 51.3623977, 0.0773066 51.3624119, 0.0777395 51.3625689, 0.0781193 51.3626883, 0.0782873 51.3627543, 0.0783363 51.3627124, 0.0780254 51.3625422, 0.0774632 51.3623294, 0.0771097 51.3622789, 0.0766625 51.3623029, 0.0761301 51.3624119, 0.0760918 51.3624164, 0.0760637 51.3624197, 0.0760349 51.3624231, 0.0755424 51.362481, 0.0754189 51.362731, 0.0752357 51.3629836, 0.074286 51.3634304, 0.07409 51.3631246, 0.0725738 51.3628906, 0.0725696 51.3630368, 0.0735875 51.3632974, 0.0737834 51.3636032, 0.0732691 51.3637501, 0.0727134 51.3639087, 0.0712558 51.3643249, 0.0713788 51.3644365, 0.0723198 51.3641039, 0.0739623 51.3636511, 0.0749248 51.3645313, 0.0751045 51.3647662, 0.0746991 51.364643, 0.0744648 51.3645047, 0.0743669 51.3644834, 0.0734427 51.3648132, 0.0733362 51.3646829, 0.0730892 51.364635, 0.0726675 51.3646324, 0.0722374 51.3646829, 0.0720926 51.3647467, 0.0719946 51.3649382, 0.0721735 51.3651349, 0.0725142 51.3649355, 0.0727825 51.3648212, 0.0730764 51.3647786, 0.0732382 51.3647786, 0.0733277 51.3648557, 0.0722416 51.3652253, 0.0723055 51.3653211, 0.0744393 51.3646191, 0.0752144 51.3654381, 0.0729693 51.3661712, 0.0729396 51.3661799, 0.0730796 51.3663476))",,,,,,,,,,"[2709826688, 2709826675, 2709826598, 2709826581, 2709826578, 2709826570, 2709826560, 2709826545, 2709826564, 2709826558, 7810706426, 7810706427, 2709826534, 7810706430, 2709826515, 2709826549, 2709826552, 2709826522, 2709826461, 2709826447, 2709826437, 2709826408, 7819184370, 7819184368, 2709826444, 7819184367, 2709826466, 2709826455, 2709826441, 2709826402, 2709826396, 2709826401, 2709826405, 2709945749, 2709945750, 2709945751, 2709826412, 2709826459, 2709826476, 2709826525, 2709826482, 2709826468, 2709826477, 2709826492, 2709826540, 5914427110, 5914427109, 2709826572, 2709826583, 2709826562, 2709826543, 2709826595, 2709826623, 2709826614, 2709826593, 2709826589, 2709826633, 2709826618, 2709826610, 2709826608, 2709826617, 2709826622, 2709826645, 2709826667, 2709826643, 2709826635, 2709826628, 2709826629, 2709826637, 2709826670, 2709826674, 2709826607, 2709826677, 2709826683, 2709826684, 2709826688]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0739652 51.3501876, 0.0739507 51.3502194, 0.0738816 51.350292, 0.0735908 51.3501966, 0.0735254 51.3504146, 0.0737362 51.3505803, 0.073987 51.3507006, 0.0737762 51.3507529, 0.0734818 51.3506462, 0.0730097 51.3509779, 0.0724033 51.3504902, 0.0725548 51.3504691, 0.0727075 51.3503964, 0.0727693 51.3502965, 0.0727657 51.3502262, 0.0726639 51.3501376, 0.0725476 51.3501058, 0.0724131 51.3501013, 0.0719914 51.3501671, 0.0717952 51.3495485, 0.0722758 51.3495217, 0.0722329 51.3492858, 0.0723531 51.3491464, 0.0725548 51.3492204, 0.0725848 51.3491688, 0.0727736 51.3490669, 0.0746173 51.34965, 0.0745141 51.3497676, 0.0743542 51.3497244, 0.0742468 51.3498255, 0.0740767 51.3500385, 0.074008 51.3498862, 0.07414 51.3497341, 0.074041 51.3496696, 0.074067 51.3496427, 0.0736017 51.3494611, 0.0733531 51.3497128, 0.0731982 51.3498697, 0.0737015 51.3500783, 0.0739652 51.3501876))",,,,,,,,,,"[2709945696, 2709945694, 2709945698, 2709945693, 2709945704, 2709945715, 2709945717, 2709945718, 2709945716, 2709945719, 2709945711, 2709945707, 2709945703, 2709945699, 2709945695, 2709945690, 2709945689, 2709945688, 2709945691, 512473884, 512473885, 512473886, 512473887, 2709945672, 267537899, 267537900, 2709945681, 2709945683, 2709945682, 3379737135, 2709945687, 3379737141, 3779835683, 3779835682, 3379737145, 2709945675, 3379737146, 2709945684, 3379737142, 2709945696]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0674251 51.3929222, 0.067526 51.39293, 0.0670846 51.3929982, 0.0670692 51.392923, 0.0672738 51.3929178, 0.0674251 51.3929222))",,,,,,,,,,"[2709945827, 2709945837, 2709945845, 2709945835, 2709945825, 2709945827]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.4776975 51.6182761, -0.4775797 51.6184097, -0.4772979 51.6185179, -0.4770519 51.618661, -0.4768726 51.6188073, -0.4766062 51.6188551, -0.4764166 51.6187692, -0.4762424 51.6185878, -0.4763603 51.6184606, -0.4766677 51.6183302, -0.4769546 51.6183047, -0.4772261 51.6183397, -0.4774259 51.6183302, -0.4776975 51.6182761))",,,,,,,,,,"[2849458705, 2849458712, 2849458718, 2849458722, 2849458726, 2849458727, 2849458725, 2849458720, 2849458715, 2849458707, 2849458706, 2849458709, 2849458708, 2849458705]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.479752 51.6168223, -0.4797264 51.6173026, -0.4797264 51.6176017, -0.4797162 51.6179389, -0.4791526 51.6181107, -0.4787734 51.6182729, -0.4784763 51.6183588, -0.4782611 51.6184765, -0.478092 51.6184351, -0.4779383 51.6184479, -0.4778024 51.6183509, -0.4776975 51.6182761, -0.4778256 51.6180566, -0.4780049 51.6179262, -0.4783123 51.6178403, -0.4786658 51.6176462, -0.4789271 51.6174458, -0.4791628 51.6172422, -0.4793985 51.6170354, -0.479752 51.6168223))",,,,,,,,,,"[2849458564, 2849458580, 2849458588, 2849458598, 2849458600, 2849458704, 2849458711, 2849458716, 2849458713, 2849458714, 2849934053, 2849458705, 2849458599, 2849458595, 2849458594, 2849458590, 2849458586, 2849458579, 2849458570, 2849458564]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
