created_by,geometry,source,access,barrier,leaf_cycle,leaf_type,natural,note,name,place,nodes,landuse,leisure,wikidata,website,wikipedia,description,is_in:district,designation,source:name,operator,addr:city,BROADHAB,CREATEDATE,CREATEDBY,HABDEFVER,INCID,INTERPQUAL,NBNPRIHAB,PHABFEANOT,PRIDET,PRIHAB,PRIHABTXT,S1BOUNDARY,S1CAPTDATE,S1HABCLASS,S1HABID,S1HABTYPE,SOURCE1TXT,fixme,landcover,layer,jungle,surface,operator:wikidata,produce,ways,type,alt_name,local_name
,"POLYGON ((-0.1549914 51.6170722, -0.1540294 51.6168972, -0.1538214 51.6167644, -0.1539153 51.6167095, -0.1540821 51.6168374, -0.1543691 51.6168774, -0.1550472 51.6169876, -0.1549914 51.6170722))",,,,,,,,,,"[1985885430, 1985885396, 1985885416, 1985885403, 1985885401, 1985885418, 1985885414, 1985885430]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.150361 51.6213056, -0.1495546 51.6204978, -0.1497745 51.6204595, -0.1497796 51.6204956, -0.1503887 51.6213159, -0.150361 51.6213056))",,,,,,,,,,"[1686105559, 1985707601, 1985707683, 587656509, 587656512, 1686105559]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1527991 51.6229029, -0.1526929 51.6228741, -0.152724 51.6228462, -0.1527991 51.6229029))",,,,,,,,,,"[1985989850, 1985989969, 1985989753, 1985989850]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1524139 51.6228009, -0.1523442 51.6227809, -0.15232 51.6227393, -0.152363 51.6227109, -0.1523994 51.6227363, -0.1524139 51.6228009))",,,,,,,,,,"[1985989681, 1985989860, 1985989747, 1985989789, 1985989761, 1985989681]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1544014 51.6237339, -0.1541478 51.6236106, -0.1542107 51.6235608, -0.1544642 51.6236841, -0.1544014 51.6237339))",,,,,,,,,,"[1986019822, 1986020020, 1986019907, 1986019917, 1986019822]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1595083 51.6168109, -0.1595352 51.6167559, -0.1594252 51.6163112, -0.159334 51.6162912, -0.1592715 51.6163106, -0.1592849 51.6165671, -0.1593064 51.616727, -0.1593788 51.6168019, -0.1595083 51.6168109))",,,,,,,,,,"[1989020700, 1989020684, 1989020564, 1989020565, 1989020457, 1989020645, 1989020732, 1989020449, 1989020700]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1592348 51.6158083, -0.1592053 51.6157167, -0.1592348 51.6156767, -0.1593286 51.6156634, -0.1593394 51.6158099, -0.1592348 51.6158083))",,,,,,,,,,"[1989020595, 1989020602, 1989020577, 1989020381, 1989020447, 1989020595]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1594145 51.6162613, -0.159275 51.6162646, -0.1592696 51.6160031, -0.1593769 51.6160031, -0.1593876 51.6161563, -0.1594145 51.6162613))",,,,,,,,,,"[1989020487, 1989020734, 1989020629, 1989020397, 1989020383, 1989020487]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1592723 51.6159798, -0.1592401 51.6158416, -0.1593447 51.6158349, -0.1593662 51.6159798, -0.1592723 51.6159798))",,,,,,,,,,"[1989020640, 1989020619, 1989020532, 1989020627, 1989020640]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1648111 51.6148673, -0.1647306 51.614709, -0.1647226 51.6145708, -0.1654379 51.6144525, -0.1656018 51.614815, -0.1650176 51.6148473, -0.1649256 51.6148217, -0.1648111 51.6148673))",,,,,,,,,,"[1989027721, 1989027766, 1989027630, 199113079, 199113078, 1989027719, 1989027706, 1989027721]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1693038 51.611701, -0.1692198 51.6116205, -0.1692582 51.6115178, -0.1693137 51.6114573, -0.1694854 51.6114673, -0.1696436 51.6115389, -0.1696981 51.6116394, -0.1696409 51.6117204, -0.1695049 51.6117293, -0.1694111 51.6116694, -0.1693038 51.611701))",,,,,,,,,,"[1989034552, 1989034586, 1989034606, 1989034589, 1989034567, 1989034613, 1989034543, 1989034540, 1989034547, 1989034544, 1989034552]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1694888 51.6134815, -0.1695122 51.6137558, -0.1695873 51.6137741, -0.1697222 51.613768, -0.1697992 51.6137291, -0.1699494 51.6137391, -0.1700272 51.6138357, -0.1699547 51.6139007, -0.1697348 51.6139173, -0.1695948 51.6138097, -0.1694835 51.613813, -0.1692193 51.6138179, -0.1691267 51.6138296, -0.1690007 51.6136073, -0.1688484 51.6133519, -0.1688953 51.6133427, -0.1689739 51.6133716, -0.1691053 51.61336, -0.1691858 51.6133883, -0.1692788 51.6134393, -0.1693977 51.6134166, -0.169462 51.6134416, -0.1694888 51.6134815))",,,,,,,,,,"[1989034546, 1989034602, 1989034555, 1989034598, 1989034573, 1989034608, 1989034615, 1989034617, 1989034564, 1989034541, 1989034587, 1989034612, 1989034566, 1989034581, 1989034580, 1989034583, 1989034609, 1989034533, 1989034577, 1989034591, 1989034592, 1989034611, 1989034546]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1699073 51.6118826, -0.1697973 51.6118343, -0.1696632 51.6118176, -0.1696686 51.611736, -0.1697724 51.6117121, -0.1699904 51.611806, -0.1704375 51.6119919, -0.1704992 51.6124933, -0.1705215 51.6128186, -0.1705421 51.6132295, -0.170518 51.6133744, -0.1704858 51.6133844, -0.1704518 51.6133257, -0.170433 51.6129669, -0.1704303 51.612812, -0.1701323 51.6127531, -0.1700645 51.6119732, -0.1699073 51.6118826))",,,,,,,,,,"[1989034534, 1989034569, 1989034616, 1989034614, 1989034594, 1989034584, 1989034542, 1989034588, 1989034607, 1989034539, 1989034605, 1989034601, 1989034553, 1989034562, 1989034538, 1989034603, 1989034548, 1989034534]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1665966 51.6133094, -0.1665544 51.6133849, -0.1664544 51.6134286, -0.1663766 51.6134036, -0.1663739 51.6133137, -0.1662586 51.613217, -0.1661915 51.6131354, -0.1661191 51.6129955, -0.1660574 51.6129306, -0.1660038 51.6128406, -0.1660118 51.612789, -0.1660968 51.6127658, -0.1661192 51.6128097, -0.166425 51.612883, -0.1665483 51.6129563, -0.1665859 51.6131129, -0.1665966 51.6133094))",,,,,,,,,,"[1989045301, 1989462499, 1989462485, 1989462528, 1989462490, 1989462504, 1989462502, 1989462496, 1989462484, 1989462492, 1989462486, 1989462507, 1989045295, 1989045289, 1989045292, 1989045296, 1989045301]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1618008 51.6143979, -0.1618168 51.6143646, -0.1617552 51.6142197, -0.1617149 51.6141997, -0.1614843 51.614243, -0.1614574 51.6142713, -0.1615111 51.6144212, -0.1615406 51.6144379, -0.1618008 51.6143979))",,,,,,,,,,"[1989494557, 1989494635, 1989494602, 1989494581, 1989494585, 1989494583, 1989494540, 1989494549, 1989494557]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1589737 51.6147294, -0.1589388 51.6145545, -0.1591078 51.6145128, -0.1591722 51.614741, -0.1589737 51.6147294))",,,,,,,,,,"[1989515694, 1989516351, 1989516088, 1989516103, 1989515694]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1589549 51.6145095, -0.1589496 51.6143846, -0.1590622 51.6143696, -0.1590944 51.6144795, -0.1589549 51.6145095))",,,,,,,,,,"[1989515879, 1989515924, 1989515905, 1989516292, 1989515879]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.159022 51.6150341, -0.1589657 51.6147627, -0.1591802 51.6147793, -0.1592339 51.6150025, -0.159022 51.6150341))",,,,,,,,,,"[1989515800, 1989516177, 1989516222, 1989516022, 1989515800]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1591963 51.6155538, -0.1591239 51.6154638, -0.1590783 51.6153156, -0.1590676 51.6152407, -0.1593251 51.615229, -0.1593465 51.6154439, -0.1593358 51.6155571, -0.1591963 51.6155538))",,,,,,,,,,"[1989515983, 1989516048, 1989515781, 1989516158, 1989516043, 1989516217, 1989515876, 1989515983]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1590569 51.6152207, -0.1590274 51.6150625, -0.15925 51.6150241, -0.1593009 51.6151641, -0.159309 51.615209, -0.1590569 51.6152207))",,,,,,,,,,"[1989515979, 1989516165, 1989515815, 1989515822, 1989515914, 1989515979]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.159258 51.6132337, -0.1592795 51.6130622, -0.1592795 51.6130055, -0.1592527 51.6129889, -0.1591266 51.6130338, -0.1591132 51.6132337, -0.159258 51.6132337))",,,,,,,,,,"[1989518015, 1989518029, 1989518032, 1989518023, 1989518012, 1989518031, 1989518015]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1448908 51.6239468, -0.1448103 51.6237769, -0.1446387 51.6236071, -0.1455721 51.6227712, -0.1458457 51.6228544, -0.1464036 51.6233806, -0.1465645 51.6236304, -0.1465484 51.62406, -0.1448908 51.6239468))",,,,,,,,,,"[1989581596, 1989581577, 1989581599, 1989581578, 1989581607, 1989581563, 1989581562, 1989581564, 1989581596]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1470153 51.6251132, -0.1469831 51.6250716, -0.1462616 51.6248834, -0.1456259 51.6252031, -0.145701 51.625318, -0.1458351 51.6252431, -0.1457627 51.6251948, -0.1460685 51.6250399, -0.1464359 51.6251132, -0.1460041 51.6257293, -0.1460899 51.6257376, -0.1465727 51.6253214, -0.1464413 51.6252181, -0.1465835 51.6251515, -0.1470153 51.6251132))",,,,,,,,,,"[1991023959, 1991023973, 1991023979, 1991023986, 1991023965, 1991023966, 1991023958, 1991023984, 1991023983, 1991023989, 1991023970, 1991023977, 1991023963, 1991023985, 1991023959]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1469777 51.6249917, -0.1462938 51.6248201, -0.1464708 51.6246403, -0.1468436 51.6247053, -0.1469777 51.6249917))",,,,,,,,,,"[1991031178, 1991031132, 1991031089, 1991031068, 1991031178]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1473291 51.6250866, -0.1474471 51.62497, -0.1473693 51.6247169, -0.1471709 51.6248301, -0.1469992 51.6248268, -0.1470743 51.6250266, -0.1473291 51.6250866))",,,,,,,,,,"[1991031136, 1991031169, 1991031095, 1991031118, 1991031175, 1991031124, 1991031136]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1444243 51.6241574, -0.1442526 51.624239, -0.143971 51.6242373, -0.1437591 51.6241574, -0.1436491 51.6240558, -0.1436143 51.6239842, -0.1435928 51.6238627, -0.1437162 51.6237245, -0.1438691 51.6236928, -0.1439898 51.6237145, -0.1439978 51.623866, -0.14392 51.623901, -0.1439683 51.6240359, -0.1441561 51.6240392, -0.1443197 51.6239909, -0.1443894 51.6239859, -0.1444484 51.6240675, -0.1444243 51.6241574))",,,,,,,,,,"[1991031157, 1991031181, 1991031146, 1991031180, 1991031114, 1991031091, 1991031093, 1991031128, 1991031120, 1991031186, 1991031183, 1991031189, 1991031173, 1991031087, 1991031067, 1991031083, 1991031134, 1991031157]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1481606 51.6263121, -0.1481445 51.6263737, -0.1480989 51.626402, -0.1480372 51.6263937, -0.1480131 51.6263687, -0.1478709 51.6260523, -0.1477636 51.6259791, -0.1476081 51.6259291, -0.1479407 51.6258775, -0.1481016 51.6261872, -0.1481606 51.6263121))",,,,,,,,,,"[1991037495, 1991037635, 1991037679, 1991037530, 1991037674, 1991037498, 1991037658, 1991037513, 1991037670, 1991037647, 1991037495]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1462991 51.6272462, -0.1463152 51.6272112, -0.146208 51.6269831, -0.1461704 51.6269748, -0.1461704 51.6269415, -0.1462133 51.6269232, -0.1462616 51.6269348, -0.1462831 51.6269665, -0.1462535 51.6269798, -0.1463501 51.6271813, -0.1463984 51.6272146, -0.1463742 51.6272412, -0.1463474 51.6272479, -0.1462991 51.6272462))",,,,,,,,,,"[1991051576, 1991052011, 1991051625, 1991051925, 1991051606, 1991052062, 1991051616, 1991051759, 1991051573, 1991051679, 1991051802, 1991051684, 1991052051, 1991051576]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1484261 51.6271946, -0.1483323 51.6270014, -0.1481901 51.6267766, -0.1481096 51.6266534, -0.1480721 51.6265419, -0.1481579 51.6264903, -0.1482303 51.6264853, -0.1485227 51.6271763, -0.1484261 51.6271946))",,,,,,,,,,"[1991052080, 1991052014, 1991051929, 1991051627, 1991051669, 1991051650, 1991051582, 1991052003, 1991052080]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1488853 51.628156, -0.1488177 51.6279721, -0.148689 51.6275709, -0.1486198 51.6274124, -0.148536 51.6274241, -0.1486166 51.6276458, -0.1487842 51.6281669, -0.1488853 51.628156))",,,,,,,,,,"[1991063107, 1991063064, 1991063263, 1991063193, 1991063260, 1991062926, 1991062864, 1991063107]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1487561 51.6286948, -0.148675 51.6285432, -0.1490377 51.6284683, -0.1490538 51.6285233, -0.149035 51.6286048, -0.1489465 51.6286581, -0.1487561 51.6286948))",,,,,,,,,,"[1991062998, 1991062899, 1991063060, 1991062873, 1991063196, 1991062966, 1991062998]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1489089 51.6283534, -0.1486246 51.6284184, -0.148579 51.6283584, -0.1488204 51.6283018, -0.1489089 51.6283534))",,,,,,,,,,"[1991063166, 1991063118, 1991062965, 1991062960, 1991063166]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1356837 51.6225032, -0.135839 51.622622, -0.1360618 51.6228172, -0.1361837 51.6229934, -0.1360485 51.6230965, -0.1359077 51.6247273, -0.1358856 51.6253744, -0.1361915 51.6254729, -0.1357409 51.6259528, -0.1353357 51.6265996, -0.1344237 51.6278184, -0.1341454 51.627723, -0.1338449 51.6275964, -0.1336009 51.6274566, -0.133271 51.6273184, -0.1333009 51.627246, -0.1333192 51.6272018, -0.1334775 51.6271921, -0.1335606 51.627107, -0.1337269 51.6269414, -0.1339201 51.6266141, -0.1340434 51.6264143, -0.1341629 51.6264108, -0.1344472 51.6264707, -0.1346886 51.626504, -0.1347891 51.6264143, -0.1348669 51.6262229, -0.1348454 51.6261529, -0.1349312 51.6259814, -0.1350983 51.6255855, -0.1351133 51.6255511, -0.1352477 51.6252404, -0.1353425 51.6249859, -0.1353819 51.6248758, -0.1355455 51.6245461, -0.1355911 51.6243313, -0.1356179 51.6240238, -0.1355911 51.6238414, -0.1355052 51.6235871, -0.1355657 51.6235386, -0.1356742 51.623547, -0.1356998 51.6240496, -0.1356501 51.624621, -0.1355455 51.6251156, -0.1354423 51.6254583, -0.1352612 51.6259365, -0.1349607 51.6263994, -0.1346872 51.6267823, -0.134289 51.6272183, -0.1340461 51.6274516, -0.1340247 51.6274965, -0.1342032 51.627573, -0.1342783 51.6275347, -0.134655 51.6271169, -0.1349822 51.6266957, -0.135268 51.6262909, -0.1354704 51.6258682, -0.1356286 51.6254802, -0.1357869 51.6249507, -0.1358566 51.6244662, -0.1358727 51.62386, -0.1358191 51.6233572, -0.1357493 51.6228992, -0.1356837 51.6225032))",,,,,,,,,,"[1991404042, 1991404008, 1991403983, 1991404001, 1991404026, 1991404028, 587645017, 587645016, 1991425358, 587645015, 587645014, 1991404024, 1991403992, 1991403991, 1991403999, 1995733450, 1991403994, 1991404021, 1991403966, 1991404036, 1991403980, 1991403971, 1991404048, 1991404050, 1991404032, 1991403978, 1991403998, 1991404015, 1991404000, 1996181464, 1996181593, 1991404010, 1996181497, 1991403982, 1991403995, 1991404035, 1991403968, 1991403993, 1991404030, 1991403985, 1991403970, 1991403973, 1991404052, 1991404034, 1991403989, 1991404018, 1991403974, 1991403984, 1991403981, 1991403988, 1991404003, 1991403990, 1991403967, 1991403975, 1991403972, 1991403969, 1991404038, 1991404002, 1991404040, 1991403977, 1991403997, 1991404005, 1991403987, 1991404042]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1354865 51.6223797, -0.1353309 51.6222964, -0.1352048 51.6223131, -0.1352186 51.6223459, -0.1352638 51.6224529, -0.1354209 51.6228424, -0.1355133 51.623149, -0.1355174 51.6233125, -0.1355365 51.6233602, -0.1356301 51.6233669, -0.1354865 51.6223797))",,,,,,,,,,"[1991404029, 1991404031, 1991403976, 1996163450, 1991404013, 1991404044, 1991403996, 1991404033, 1991403965, 1991403979, 1991404029]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0154013 51.493834, -0.0149936 51.493809, -0.015007 51.4936838, -0.0147576 51.4936687, -0.0147844 51.4934082, -0.0149936 51.4934199, -0.0149936 51.4934733, -0.0150009 51.4935336, -0.015025 51.493572, -0.0150607 51.4936186, -0.0151358 51.4936721, -0.0152109 51.4937105, -0.0152914 51.4937422, -0.0153665 51.4937639, -0.0154113 51.4937741, -0.0154013 51.493834))",,,,,broadleaved,,,,,"[1993134174, 1993134156, 1993134153, 1993134182, 1993134186, 1993134126, 1993134180, 1993134167, 1993134189, 1993134170, 1993134181, 1993134142, 1993134129, 1993134179, 1993134175, 1993134174]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0149963 51.4933822, -0.0147925 51.4933698, -0.0148247 51.493131, -0.0149749 51.493141, -0.0149802 51.4930976, -0.0150982 51.4931043, -0.0151049 51.49306, -0.015467 51.4930742, -0.0153201 51.4930944, -0.0152611 51.4931128, -0.0151967 51.4931495, -0.0151412 51.4931878, -0.0150902 51.4932295, -0.0150446 51.4932663, -0.0150143 51.4933249, -0.0149963 51.4933822))",,,,,broadleaved,,,,,"[1993134145, 1993134144, 1993134184, 1993134130, 1993134155, 1993134171, 1993134139, 1993134176, 1993134162, 1993134160, 1993134125, 1993134165, 1993134161, 1993134168, 1993134183, 1993134145]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1403508 51.630542, -0.1411152 51.6302652, -0.1411194 51.6302619, -0.1414448 51.6308543, -0.1416891 51.6312989, -0.1419117 51.631706, -0.1418499 51.6317052, -0.1403508 51.630542))",,,,,,,,,,"[587645029, 587645030, 587645005, 1994086430, 587645004, 875405765, 1994065120, 587645029]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1366 51.6345583, -0.1364793 51.6346266, -0.1363533 51.6346416, -0.136246 51.6346232, -0.1363104 51.6345117, -0.1365598 51.6343436, -0.1367207 51.6342087, -0.1368361 51.6342137, -0.1372035 51.6342903, -0.1380404 51.6347348, -0.1383435 51.6348347, -0.1386466 51.6350245, -0.1386197 51.635126, -0.1384239 51.6353541, -0.1383274 51.635429, -0.1382255 51.6354007, -0.138153 51.6353208, -0.1380002 51.6353125, -0.1377963 51.6353857, -0.13763 51.6354739, -0.137563 51.6354673, -0.1374986 51.6353541, -0.1373832 51.6352026, -0.1373216 51.6351343, -0.1373993 51.6350078, -0.1373161 51.6348919, -0.1373296 51.6348497, -0.1374047 51.6348214, -0.137579 51.6348214, -0.1376622 51.6347731, -0.137579 51.6346099, -0.1374369 51.6345001, -0.1372572 51.6344168, -0.1370399 51.6344018, -0.1368468 51.6344368, -0.1366 51.6345583))",,,,,,,,,,"[1994420146, 1994420154, 1994420085, 1994420116, 1994420198, 1994420150, 1994420097, 1994420204, 1994420167, 1994420210, 1994420136, 1994420216, 1994420145, 1994420225, 1994420173, 1994420100, 1994420134, 1994420099, 1994420087, 1994420113, 1994420123, 1994420196, 1994420179, 1994420096, 1994420185, 1994420125, 1994420183, 1994420152, 1994420207, 1994420093, 1994420205, 1994420186, 1994420158, 1994420135, 1994420184, 1994420146]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1366805 51.6354373, -0.1364793 51.6354839, -0.1362326 51.6356354, -0.1359778 51.6355106, -0.1359697 51.6354723, -0.1361119 51.6353557, -0.1362245 51.6352542, -0.1362916 51.6351809, -0.1362889 51.6351044, -0.1362433 51.6350161, -0.1362433 51.6349445, -0.1360582 51.6349212, -0.1358517 51.6348397, -0.135841 51.6347831, -0.1358973 51.6347598, -0.1359751 51.6347914, -0.1360609 51.6348463, -0.1362406 51.6348713, -0.1364123 51.6349029, -0.1365839 51.6349762, -0.1366456 51.6350561, -0.1366456 51.6351576, -0.1366269 51.6352775, -0.1366725 51.6353274, -0.1366805 51.6354373))",,,,,,,,,,"[1994420111, 1994420218, 1994420103, 1994420101, 1994420107, 1994420166, 1994420223, 1994420226, 1994420128, 1994420106, 1994420095, 1994420104, 1994420200, 1994420122, 1994420127, 1994420214, 1994420172, 1994420131, 1994420117, 1994420174, 1994420168, 1994420188, 1994420138, 1994420126, 1994420111]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1361731 51.6331422, -0.1361087 51.6331985, -0.1357118 51.6331852, -0.1355937 51.6332502, -0.1354704 51.6331688, -0.1357842 51.6329592, -0.1361731 51.6331422))",,,,,,,,,,"[1994560046, 1994560270, 1994560255, 1994560054, 1994560230, 1994559983, 1994560046]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1291538 51.6308527, -0.129186 51.6308244, -0.1291618 51.6307717, -0.1290679 51.63074, -0.1287702 51.6307151, -0.1288104 51.6305885, -0.1287943 51.6305352, -0.128772 51.6305171, -0.1287005 51.6305402, -0.1287488 51.6306052, -0.1287279 51.6307553, -0.1289687 51.6307778, -0.1291538 51.6308527))",,,,,,,,,,"[1994603231, 1994603157, 1994603283, 1994603209, 1994603117, 1994603149, 1994603154, 1994603114, 1994603206, 1994603162, 1994603246, 1994603181, 1994603231]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1340816 51.6300116, -0.1339311 51.6300342, -0.1336498 51.6300765, -0.13358 51.6300565, -0.1333574 51.6300282, -0.1332501 51.6299716, -0.1331509 51.6298784, -0.1331214 51.6298101, -0.133116 51.6297385, -0.1331455 51.6296736, -0.1332019 51.6296336, -0.1333065 51.6295853, -0.1333655 51.629577, -0.1333977 51.6295087, -0.133454 51.6294321, -0.133454 51.6293955, -0.1335505 51.6293539, -0.1335881 51.6293273, -0.1336144 51.6292892, -0.1336364 51.6292573, -0.1336846 51.6291941, -0.1336471 51.6291141, -0.1337115 51.6290642, -0.1338134 51.6290575, -0.1339904 51.6290875, -0.134197 51.629224, -0.1343767 51.6293422, -0.1345081 51.6294321, -0.1345778 51.629597, -0.1345456 51.6296919, -0.134441 51.6297551, -0.1343337 51.6298118, -0.1341943 51.6299583, -0.134087 51.629925, -0.1340253 51.6299899, -0.1340816 51.6300116))",,,,,,,,,,"[1995710047, 1995733433, 1995710058, 1995710063, 1995710044, 1995710068, 1995710043, 1995710064, 1995710039, 1995710069, 1995710062, 1995710041, 1995710066, 1995710042, 1995710049, 1995710061, 1995710038, 1995710052, 7773470847, 1995710050, 1995710037, 1995710067, 1995710046, 1995710054, 1995710056, 1995710055, 1995710065, 1995710051, 1995710040, 1995710048, 1995710059, 1995710057, 1995710053, 1995710060, 1995710045, 1995710047]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.13277 51.6303595, -0.1326547 51.6302796, -0.1325206 51.6302063, -0.1323865 51.6301081, -0.1321612 51.6300032, -0.1320831 51.6299842, -0.1319573 51.6300966, -0.1320217 51.6301414, -0.1321075 51.6301764, -0.1321612 51.6302297, -0.1322202 51.630263, -0.132416 51.6303612, -0.1325849 51.6304195, -0.13277 51.6303595))",,,,,,,,,,"[1995733493, 1995733612, 1995733553, 1995733498, 1995733607, 1995733647, 1995733606, 1995733535, 1995733476, 1995733609, 1995733494, 1995733589, 1995733396, 1995733493]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
