access,barrier,bicycle,opening_hours,wheelchair,geometry,highway,created_by,source,man_made,ref,survey:date,foot,name,place,access:conditional,horse,fixme,amenity,operator,height,name:ru,note,check_date,covered,description,source:name,leisure,natural,alt_name,addr:city,addr:postcode,addr:street,brand,fee,layer,operator:wikidata,species,leaf_cycle,leaf_type,species:en,wikidata,dogs,historic,start_date,dog,tourism,opening_hours:url,surface,designation,contact:phone,addr:housename,website,level,addr:housenumber,operator:type,nodes,name:alt,wikipedia,GBV,wikimedia_commons,barbecue,fire,litter,moped,source:designation,name:uk,heritage,heritage:operator,listed_status,ref:GB:nhle,landuse,wikipedia:es,name:ar,name:arz,name:cs,name:cy,name:da,name:de,name:en,name:es,name:eu,name:fa,name:fr,name:ga,name:he,name:id,name:is,name:it,name:ja,name:ko,name:lt,name:nl,name:nn,name:no,name:pl,name:scn,name:sh,name:sk,name:sv,name:tr,name:yue,name:zh,is_in,phone,not:name,fence_type,private,official_name,sport,he:inscription_date,heritage:website,type,owner,email,ref:he,loc_name,landuse_2,area,is_in:district,name:zh-Hans,golf,FIXME,boundary,building,landuse_1,grassland,url,old_name,smoking,fence:height,contact:website,smokefree,disused,postal_code,not:addr:postcode,wikipedia:en,fhrs:id,source:addr,previous_id,garden:type,wheelchair:description:en,protection_title,name:etymology:wikidata,park,incorrect_name,denomination,religion,landcover,name:ur,lit,light:colour,contact:fax,dog:conditional,level:ref,note:level,opening_hours:note,bbq,BROADHAB,CREATEDATE,CREATEDBY,HABDEFVER,INCID,INTERPQUAL,NBNPRIHAB,PHABFEANOT,PRIDET,PRIHAB,PRIHABTXT,S1BOUNDARY,S1CAPTDATE,S1HABCLASS,S1HABID,S1HABTYPE,SOURCE1TXT,construction,name:ast,name:az,name:be,name:bg,name:bn,name:br,name:ca,name:ceb,name:et,name:fi,name:hi,name:hr,name:hu,name:hy,name:ka,name:lv,name:mr,name:ms,name:nan,name:pt,name:ro,name:sr,name:th,name:vi,name:wuu,protect_class,addr:country,addr:suburb,toilets,ruins,leisure_1,maxspeed,architect,previously,note:history,not:designation,disused:leisure,bench,opening_hours:covid19,image,name:etymology,name:etymology:wikipedia,ways,contact:email,golf:course,golf:par,contact:twitter
,,,,,"POLYGON ((-0.3547 51.6096364, -0.353898 51.6097323, -0.3526427 51.6097789, -0.3521975 51.6089794, -0.3528359 51.6089061, -0.3526079 51.6081498, -0.3543426 51.6078532, -0.3544036 51.6078749, -0.3546149 51.6083046, -0.35481 51.6087528, -0.3549279 51.6092276, -0.3547 51.6096364))",,,,,,,,The Cedars,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6251908869, 6251908870, 6251908871, 6251908872, 6251908873, 6251908874, 6255512367, 6251908876, 6255512366, 6251908877, 6251908878, 6251908869]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.3634182 51.5703964, -0.3634219 51.5699303, -0.3631719 51.5699502, -0.3631101 51.570395, -0.3634182 51.5703964))",,,,,,,,Sandpiper Community Garden,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6264920969, 6264920970, 6264920971, 6264920972, 6264920969]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.1678288 51.5526768, -0.1676813 51.5527593, -0.1676129 51.552595, -0.1676531 51.5525742, -0.1678288 51.5526768))",,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6276155081, 6276155082, 6276155083, 6276155084, 6276155081]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.1540971 51.5533029, -0.1539528 51.5531588, -0.1538582 51.5531089, -0.1538416 51.5530963, -0.1537274 51.5529581, -0.1536421 51.5528818, -0.153593 51.5528378, -0.1535811 51.5528272, -0.1535458 51.552781, -0.1540391 51.5527563, -0.154044 51.5527318, -0.1540842 51.5526518, -0.1541211 51.5526114, -0.1541801 51.5525822, -0.154166 51.5525515, -0.1545974 51.5525334, -0.1546703 51.552533, -0.1552242 51.5525534, -0.1552832 51.5525534, -0.1553056 51.5525423, -0.1553613 51.5525631, -0.1553934 51.5526748, -0.1555558 51.5526572, -0.1563207 51.5525774, -0.1563274 51.5525964, -0.1568674 51.5525424, -0.1568527 51.5525192, -0.1573054 51.5524776, -0.1576271 51.552448, -0.1576536 51.5524928, -0.1573198 51.5525195, -0.1573342 51.5525476, -0.1559475 51.552869, -0.1558693 51.5528866, -0.1556975 51.5529266, -0.1549901 51.5530922, -0.1540971 51.5533029))",,,,,,,,Lismore Circus Open Space,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6279113045, 6279113046, 7799530001, 6279113047, 7799530004, 7821161544, 7824494623, 7821161547, 622958528, 6279113048, 6279113049, 6279113050, 8702311335, 8702311336, 6279113051, 3802169507, 3802169508, 8722809347, 8722809348, 622958620, 6279113052, 6279113053, 831425967, 1755093355, 1755093326, 1755093352, 1755093328, 6279113054, 831425920, 7833755981, 7833755983, 6279113055, 7824494593, 7824494592, 7824494595, 7824494596, 6279113045]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((0.1862745 51.5580004, 0.1861428 51.5582616, 0.1861574 51.558311, 0.1862223 51.5583032, 0.1862913 51.5585737, 0.1864168 51.5589262, 0.1865591 51.5590432, 0.1866846 51.5589626, 0.1868938 51.5589912, 0.1869231 51.5589093, 0.1870381 51.5589184, 0.1871658 51.5583851, 0.187126 51.5583799, 0.1871825 51.5581458, 0.1862745 51.5580004))",,,,,,,,Bancroft Chase,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,https://www.havering.gov.uk/directory_record/55/bancroft_chase,,,,"[6292170256, 6292170257, 6292170258, 6292170259, 6292170260, 6292170261, 6292170262, 6292170263, 6292170264, 6292170265, 6292170266, 6292170267, 6292170268, 6292170269, 6292170256]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.2123907 51.5269622, -0.2124102 51.5268971, -0.2119428 51.5268622, -0.2104916 51.5267535, -0.2100673 51.5267212, -0.210053 51.5267871, -0.2123907 51.5269622))",,,,,,,,Harrow Road Open Space,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[909513916, 2512182757, 2512182738, 2512182558, 6294439393, 6294439392, 909513916]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
private,,,,,"POLYGON ((-0.232007 51.4022777, -0.2313848 51.4023599, -0.2313083 51.4023482, -0.2312279 51.4020729, -0.2319011 51.4019759, -0.2319074 51.4019865, -0.232007 51.4022777))",,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3354028193, 6300236739, 6300236738, 6300236737, 6300236735, 3354024592, 3354028193]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((0.027727 51.592187, 0.0277487 51.5922857, 0.0277694 51.5923993, 0.0278233 51.5924188, 0.0278623 51.5923541, 0.0278775 51.5923255, 0.0278708 51.5922836, 0.0277969 51.592237, 0.027727 51.592187))",,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6310893939, 6310893940, 6310893941, 6310893942, 6310893943, 6310893944, 6310893945, 6310893946, 6310893939]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((0.0282645 51.5929663, 0.0283294 51.5929656, 0.0282025 51.5925669, 0.0281664 51.592535, 0.0281197 51.5925133, 0.0280497 51.5925234, 0.0280257 51.5925539, 0.0280257 51.592594, 0.0280611 51.5926582, 0.0281327 51.5927954, 0.0282645 51.5929663))",,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6310893948, 1100575605, 6310893949, 6310893950, 6310893951, 6310893952, 6310893953, 6310893954, 6310893955, 6310893956, 6310893948]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((0.0200628 51.5959444, 0.0200166 51.5959689, 0.0200382 51.5962383, 0.0206225 51.5962211, 0.0204193 51.5961307, 0.0203329 51.5960509, 0.0202231 51.59599, 0.0200628 51.5959444))",,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6311104040, 6311104041, 6311104042, 6311104043, 6311104044, 6311104045, 6311104046, 6311104040]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((0.0418361 51.6043531, 0.0420638 51.6042546, 0.0424622 51.6045753, 0.0422752 51.6046637, 0.0420272 51.6045349, 0.0418361 51.6043531))",,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6318897215, 6318897216, 6318897217, 6318897218, 6318897219, 6318897215]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((0.0417425 51.6050799, 0.0416978 51.6050572, 0.0417059 51.6050168, 0.0417465 51.604984, 0.0418279 51.6050219, 0.0418807 51.6050572, 0.0417425 51.6050799))",,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6318897220, 6318897221, 6318897222, 6318897223, 6318897224, 6318897225, 6318897220]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((0.0402057 51.6028242, 0.0401684 51.6027865, 0.0401987 51.6027619, 0.0405373 51.6026575, 0.0406074 51.6026662, 0.040591 51.6029084, 0.0405863 51.6029548, 0.0405583 51.6029664, 0.0405 51.602978, 0.0404392 51.6029736, 0.0403692 51.602933, 0.0402921 51.6028489, 0.0402057 51.6028242))",,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6318897227, 6318897228, 6318897229, 6318897230, 6318897231, 6318897232, 6318897233, 6318897234, 6318897235, 6318897236, 6318897237, 6318897238, 6318897227]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((0.0388904 51.6045327, 0.0397591 51.6050749, 0.0397682 51.6050452, 0.0397449 51.6049137, 0.0396676 51.6047896, 0.03963 51.6047391, 0.0393647 51.6045913, 0.0391736 51.6045434, 0.0390059 51.6045288, 0.0388904 51.6045327))",,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6318897252, 6318897253, 6318897254, 6318897255, 6318897256, 6318897257, 6318897258, 6318897259, 6318897260, 6318897252]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((0.1834652 51.5315653, 0.1840363 51.5311732, 0.184057 51.531149, 0.1840544 51.5311183, 0.1840337 51.5310908, 0.1836235 51.5308097, 0.1835644 51.5307875, 0.1834934 51.5307739, 0.1831901 51.5307679, 0.1831554 51.5307793, 0.1831382 51.5308034, 0.1831616 51.5309616, 0.1832657 51.5309587, 0.1833072 51.5315109, 0.183381 51.5315099, 0.1834652 51.5315653))",,,,,,,,Whybridge Close Playsite,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6322059671, 6322059672, 6322059673, 6322059674, 6322059675, 6322059676, 6322059677, 6322059678, 6322059679, 6322059680, 6322059681, 6322059682, 6322059683, 6322059684, 6322059685, 6322059671]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.3792813 51.4417379, -0.3793275 51.4417318, -0.379471 51.4415843, -0.3796661 51.4413838, -0.3796865 51.4413279, -0.3796729 51.4412826, -0.3797865 51.441178, -0.3796761 51.4411177, -0.3795467 51.4410178, -0.3795315 51.4409525, -0.3795576 51.4408932, -0.3798799 51.4405671, -0.3794184 51.4403842, -0.3786986 51.4400856, -0.3779221 51.4409013, -0.3777036 51.4411352, -0.3786883 51.4415086, -0.3792813 51.4417379))",,,,,,,,Butts Farm Estate Park,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6326855506, 8000328570, 8000328577, 8000328571, 9377297880, 6326855507, 6326855508, 9377297877, 249065499, 9377297878, 249065500, 249065497, 8000328476, 566769617, 8333794473, 6326855512, 7927803083, 6326855506]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((0.1021801 51.529636, 0.1024309 51.5296802, 0.1024269 51.5295993, 0.1021801 51.529636))",,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6329657762, 6329657761, 6329657760, 6329657762]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.0263917 51.4822842, -0.0263329 51.4820119, -0.026266 51.4820018, -0.0261312 51.4822966, -0.0261582 51.4823035, -0.0261453 51.4823266, -0.0263163 51.4823387, -0.0263295 51.4822776, -0.0263917 51.4822842))",,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6330339685, 6330339686, 6330339687, 6330339688, 6330339689, 6330339690, 6330339691, 6330339692, 6330339685]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((0.1076236 51.5200303, 0.1076383 51.5200257, 0.107786 51.5199791, 0.1081158 51.5198751, 0.107861 51.5195864, 0.107867 51.5189508, 0.1074675 51.5189179, 0.107507 51.5189484, 0.1075341 51.5189686, 0.1075662 51.5189857, 0.1076187 51.5189947, 0.1076196 51.5190523, 0.1075056 51.519054, 0.1074667 51.5190924, 0.107405 51.5197658, 0.1076236 51.5200303))",,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6331691348, 8355223317, 8355223321, 6331691347, 6331691346, 6331691345, 6331691344, 6331691335, 6331691336, 6331691337, 6331691338, 6331691343, 6331691342, 6331691341, 6331691340, 6331691348]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.3191115 51.4812654, -0.3184918 51.4812293, -0.3183728 51.4811048, -0.3182038 51.480908, -0.3188449 51.480647, -0.3191131 51.4808256, -0.3193497 51.4809831, -0.3194246 51.481033, -0.3192457 51.4811641, -0.3191115 51.4812654))",,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6337495228, 6337495229, 130569605, 130569600, 130569595, 130569624, 130569619, 130569593, 130569608, 6337495228]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.3206055 51.4795739, -0.3201347 51.4797149, -0.3202692 51.4798692, -0.3203259 51.4799133, -0.320425 51.4799221, -0.3204922 51.4798869, -0.3205842 51.4798384, -0.3206479 51.479737, -0.3206515 51.4796819, -0.3206055 51.4795739))",,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6337495232, 6337495233, 6337495234, 6337495235, 6337495236, 6337495237, 6337495238, 6337495239, 6337495240, 6337495232]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.3206114 51.4799597, -0.3205205 51.4800389, -0.3211363 51.4804842, -0.3215292 51.4807597, -0.3216283 51.4807575, -0.3218241 51.4808166, -0.3213911 51.4805425, -0.3206114 51.4799597))",,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6337495200, 6337495243, 6337495244, 6337495245, 6337495246, 6337495206, 6337495203, 6337495200]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.3217451 51.4810044, -0.3214301 51.4808589, -0.3203896 51.4801161, -0.3203223 51.4800566, -0.3202252 51.480119, -0.3215116 51.4810064, -0.3217957 51.4811336, -0.3217451 51.4810044))",,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6337495247, 6337495248, 6337495249, 6337495250, 566310346, 566310333, 6337495222, 6337495247]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.0158234 51.4928502, -0.0157869 51.4928843, -0.015775 51.4929273, -0.0157611 51.4929319, -0.0155985 51.4929302, -0.0155852 51.4930524, -0.0154281 51.4930451, -0.0154897 51.4926722, -0.0158531 51.4926929, -0.0158234 51.4928502))",,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6338718901, 6338718906, 6338718907, 9506677453, 6338718902, 6338718903, 663356535, 663356346, 663356344, 6338718901]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.0196773 51.4931427, -0.0192056 51.4931146, -0.0191282 51.4930857, -0.0190976 51.493021, -0.0191139 51.4928983, -0.0197065 51.4929337, -0.0196773 51.4931427))",,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6339112857, 6339112858, 6339112859, 6339112860, 663356284, 6318584449, 6339112857]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.3412029 51.4669402, -0.3411889 51.467042, -0.3410955 51.4672893, -0.3409274 51.4677082, -0.3407733 51.4681592, -0.3406052 51.4684879, -0.3403997 51.4687003, -0.3401662 51.4689039, -0.339998 51.4691279, -0.3398206 51.4694683, -0.3396945 51.4697912, -0.3396384 51.4701374, -0.3395964 51.4704167, -0.3394843 51.4706552, -0.3393582 51.470856, -0.3391014 51.4710887, -0.3389192 51.4711672, -0.3389072 51.4711483, -0.3393369 51.4707614, -0.3394957 51.4703803, -0.339505 51.4701607, -0.3395027 51.4699192, -0.339561 51.4697432, -0.3398599 51.469173, -0.3400397 51.4688981, -0.3403153 51.4686377, -0.3405418 51.4683759, -0.3407122 51.4679002, -0.3409901 51.4672718, -0.3410952 51.4669373, -0.3412029 51.4669402))",,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6339809064, 6339809065, 6339809066, 6339809067, 6339809068, 6339809069, 6339809070, 6339809071, 6339809072, 6339809073, 6339809074, 6339809075, 6339809076, 6339809077, 6339809078, 6339809079, 6339809080, 6339809081, 6339809082, 6339809083, 6339809084, 6339809185, 6339809186, 6339809187, 6339809188, 6339809189, 6339809190, 6339809191, 6339809192, 6339809193, 6339809064]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.3603728 51.4222178, -0.3598513 51.4220462, -0.3596417 51.421999, -0.3592991 51.4219282, -0.3592166 51.4219359, -0.3591216 51.4219578, -0.3590576 51.4219938, -0.3590143 51.4220286, -0.3589856 51.4221163, -0.3589183 51.4223628, -0.3603728 51.4222178))",,,,,,,,Pantile Bridge Open Space,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[565054340, 6343626371, 6343626372, 6343626373, 6343626374, 6343626375, 6343626376, 6343626377, 6343626378, 565054341, 565054340]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.3253611 51.468494, -0.3253961 51.4680381, -0.325202 51.4680323, -0.3251644 51.4685205, -0.3253611 51.468494))",,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6344638773, 6344638774, 6344638775, 6344638776, 6344638773]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
