created_by,geometry,source,barrier,nodes,natural,leisure,name,wikidata,wikipedia,designation,landuse,dominant_taxon,heath,description,note,area,ways,type
,"POLYGON ((-0.0534005 51.3627365, -0.053295 51.3627207, -0.0531503 51.3627611, -0.0529573 51.3629117, -0.0529841 51.3629711, -0.0529627 51.3630685, -0.0527912 51.3631914, -0.0527093 51.3633314, -0.0525156 51.3635951, -0.0524908 51.3637362, -0.0523557 51.3638326, -0.0521049 51.3638929, -0.0520002 51.3638626, -0.0520178 51.3637215, -0.0520376 51.3635545, -0.0521526 51.3633695, -0.0523163 51.3632052, -0.0525065 51.3631028, -0.0527188 51.3629996, -0.0529034 51.3628877, -0.0531129 51.3627079, -0.0531998 51.3626726, -0.0534018 51.3626659, -0.0540127 51.3624334, -0.0545901 51.3621513, -0.0550211 51.362018, -0.0547533 51.3623498, -0.0545609 51.3625693, -0.0544811 51.3626372, -0.0545352 51.3626871, -0.0546713 51.362711, -0.0554494 51.3626727, -0.0555684 51.3626295, -0.0556791 51.3625336, -0.055744 51.3624187, -0.0558414 51.3623377, -0.0560253 51.3623228, -0.0562226 51.3622774, -0.0563264 51.3622018, -0.0563502 51.3621005, -0.0563172 51.3619487, -0.05651 51.3618895, -0.0564764 51.3620022, -0.0565223 51.3620901, -0.0565896 51.3621111, -0.0567058 51.3620748, -0.0568307 51.3619609, -0.056877 51.3618774, -0.0569709 51.3619235, -0.0571251 51.3619147, -0.0572783 51.361878, -0.0573198 51.3618186, -0.0573072 51.3617304, -0.0574045 51.3617253, -0.0575238 51.3617329, -0.0577441 51.3618877, -0.0580685 51.3616641, -0.0577357 51.3614611, -0.0578806 51.3615032, -0.0580198 51.3615165, -0.0581158 51.3614992, -0.0581634 51.361456, -0.0582435 51.3613506, -0.0583144 51.3612814, -0.0583948 51.3611625, -0.0584797 51.361173, -0.0585674 51.3612817, -0.0585689 51.3614246, -0.0585405 51.3614404, -0.0584167 51.3614418, -0.0583917 51.3614522, -0.0583818 51.3614673, -0.0583925 51.3614896, -0.0584758 51.3615634, -0.0585075 51.3616051, -0.0585151 51.3616652, -0.058502 51.3617054, -0.0584585 51.3617614, -0.0584132 51.3618495, -0.0584275 51.3619366, -0.0584611 51.3620257, -0.0585226 51.3620907, -0.0586404 51.3620977, -0.0588039 51.362114, -0.0590131 51.3621752, -0.0590981 51.3622079, -0.0592289 51.3622773, -0.0593073 51.362363, -0.0592812 51.3624365, -0.0592223 51.3624814, -0.059085 51.3624814, -0.0589673 51.3624855, -0.058915 51.362559, -0.058915 51.3626529, -0.0589739 51.3627386, -0.0590719 51.3627998, -0.0591635 51.3628529, -0.0592877 51.3629264, -0.0594184 51.3629672, -0.05951 51.3629713, -0.0597453 51.3630366, -0.059778 51.363057, -0.0599219 51.3631427, -0.0599415 51.363257, -0.0598107 51.3633713, -0.0596146 51.3634897, -0.0594511 51.3635387, -0.0593676 51.3635473, -0.0592846 51.3635557, -0.0591774 51.363544, -0.0590837 51.3634587, -0.0590569 51.3633868, -0.0590944 51.3633116, -0.059156 51.3631962, -0.0591346 51.3630942, -0.0590944 51.3630039, -0.0589954 51.3629187, -0.0588615 51.362805, -0.058749 51.3627281, -0.0586927 51.3626896, -0.0584508 51.3625794, -0.0582939 51.3624977, -0.0582416 51.3624324, -0.0581956 51.3624073, -0.0581434 51.3623407, -0.0581616 51.3623303, -0.0582106 51.3623365, -0.0582326 51.362332, -0.0582423 51.3622847, -0.0580192 51.3621393, -0.0578952 51.3620962, -0.0577935 51.3620769, -0.0577513 51.3620769, -0.0575189 51.3621484, -0.0572893 51.3622506, -0.0570817 51.3624409, -0.0569714 51.3625922, -0.0569173 51.3626313, -0.0567832 51.3626584, -0.056623 51.3626476, -0.0564938 51.3626988, -0.0564234 51.3627886, -0.0562949 51.3628058, -0.0561725 51.362758, -0.0560501 51.3627523, -0.0557563 51.3627943, -0.0556462 51.3627905, -0.0554718 51.3628344, -0.0553402 51.3629166, -0.0551255 51.3630075, -0.0550725 51.3630474, -0.0551095 51.3630799, -0.0551969 51.3630949, -0.0554843 51.3630089, -0.0556613 51.3629847, -0.0557701 51.3630239, -0.0557324 51.3631022, -0.055519 51.3631937, -0.0553349 51.3633426, -0.0553056 51.3634889, -0.0553851 51.36363, -0.0554898 51.3638024, -0.0554312 51.3639069, -0.0553182 51.3640192, -0.0550671 51.3640872, -0.0550588 51.36421, -0.0549416 51.3643171, -0.0549249 51.3643928, -0.0550169 51.3644947, -0.0551466 51.3645861, -0.0552094 51.3646332, -0.0552052 51.3647429, -0.0550504 51.364816, -0.0549249 51.3648735, -0.0547784 51.3649232, -0.054678 51.3649101, -0.0545818 51.3648291, -0.0545634 51.3647142, -0.0545768 51.3645908, -0.0545868 51.3644717, -0.0545634 51.3642585, -0.0545768 51.36406, -0.0546437 51.3637402, -0.0546805 51.3636232, -0.0547362 51.3634185, -0.054776 51.3632184, -0.0547607 51.3631038, -0.0546933 51.3630045, -0.0545312 51.3629319, -0.0542981 51.3628905, -0.0539278 51.3628752, -0.0534005 51.3627365))",,,"[2661543199, 2661543196, 2661543208, 2661543251, 2661543262, 2661543319, 2661543340, 2661543412, 2661543473, 2661543511, 2661543530, 2661543537, 2661543532, 2661543505, 2661543467, 2661543424, 2661543345, 2661543330, 2661543269, 2661543243, 2661543187, 2661543176, 827427272, 827427170, 827427057, 827426796, 827427230, 827427119, 2661543168, 2661543182, 2661543190, 2661543178, 2661543157, 2661543145, 2661543128, 2661543113, 2661543104, 2661543096, 2661543086, 2661543067, 2661543029, 2661543016, 2661543038, 2661543058, 2661543070, 2661543050, 2661543031, 2661543008, 2661543021, 2661543018, 2661543009, 2661542999, 2661542988, 2661542987, 2661542990, 2661543015, 2661542979, 2661542946, 2661542955, 2661542956, 2661542953, 2661542942, 2661542929, 2661542924, 2661542913, 2661542917, 2661542926, 2661542936, 2661542937, 2661542939, 2661542941, 2661542948, 2661542951, 2661542963, 2661542968, 2661542981, 2661542986, 2661542991, 2661543006, 2661543022, 2661543046, 827427271, 827427072, 827426928, 827426791, 827427227, 827427209, 827427093, 827426969, 827426836, 827427157, 827427054, 827426744, 827427199, 827427085, 827426946, 827427253, 827427139, 827427018, 827426909, 827427259, 827427150, 827427030, 827426913, 827427223, 827427099, 827427189, 827426783, 827427222, 827427203, 827427089, 827426960, 827426827, 827427147, 827427026, 827426912, 827426755, 827427001, 827426872, 827427274, 827427179, 827426942, 827426821, 2661543126, 2661543114, 2661543106, 2661543109, 2661543108, 2661543098, 2661543073, 2661543065, 2661543052, 2661543051, 2661543075, 2661543091, 2661543136, 2661543151, 2661543165, 2661543174, 2661543172, 2661543184, 2661543211, 2661543220, 2661543205, 2661543202, 2661543216, 2661543214, 2661543224, 2661543254, 2661543275, 2661543314, 2661543320, 827426804, 827427183, 827427077, 827426931, 827427239, 827427128, 827427004, 827426875, 827426870, 827427273, 827427175, 827427063, 827426799, 827427233, 827427121, 827426997, 827426973, 827426843, 827427256, 827427145, 827426921, 827426779, 827427215, 827427096, 827427286, 827427192, 827427083, 827426938, 827427246, 827427137, 827427007, 827426880, 827426964, 2661543352, 2661543332, 2661543272, 2661543256, 2661543246, 2661543230, 2661543199]",heath,,,,,,,,,,,,,
,"POLYGON ((-0.2288766 51.4439384, -0.2275705 51.4440727, -0.2272608 51.4440223, -0.226864 51.4439111, -0.2268316 51.4436913, -0.2265068 51.4435439, -0.2263856 51.4426543, -0.2265606 51.4423941, -0.2271262 51.4417395, -0.2276109 51.4417311, -0.2277058 51.4414763, -0.2268691 51.4412509, -0.2268339 51.4412414, -0.2271127 51.4407827, -0.226978 51.4403546, -0.2276378 51.440447, -0.227961 51.4399518, -0.2284053 51.4394482, -0.2279745 51.4393894, -0.228187 51.4390901, -0.2285282 51.4389752, -0.2289437 51.4388352, -0.2298748 51.439096, -0.2302164 51.4390199, -0.2303632 51.4392815, -0.230506 51.4395317, -0.2305983 51.4396385, -0.2307562 51.4397807, -0.2308725 51.4398755, -0.2310305 51.4399907, -0.2312088 51.4401126, -0.2313587 51.4402612, -0.2314566 51.440371, -0.2310445 51.4405477, -0.2305059 51.4405225, -0.2301154 51.4408079, -0.2302231 51.4412443, -0.2300346 51.4416891, -0.2305725 51.442177, -0.2310743 51.4423005, -0.2312662 51.4423416, -0.2307886 51.4426291, -0.2300481 51.4428977, -0.2300211 51.4425284, -0.2294152 51.4427718, -0.2291998 51.4426627, -0.2288497 51.4422766, -0.2286612 51.4423438, -0.2282976 51.442604, -0.2283649 51.4428809, -0.2284053 51.443183, -0.2287554 51.443183, -0.2285131 51.4433677, -0.2285265 51.4436027, -0.2289439 51.4438461, -0.2288766 51.4439384))",,,"[1149498376, 1149498484, 1149498532, 9311289373, 309293675, 1149498939, 1149498380, 1149498604, 1149498681, 1149498846, 1149498877, 7245031477, 1149498535, 1149498730, 1149498776, 1149498909, 1149498955, 1149498548, 1149498611, 353888154, 2933250793, 1149498879, 1149498395, 5786573221, 5786573222, 5786573220, 5786573219, 5786573217, 5786573216, 5786573215, 5786573218, 27296564, 1149498750, 1149498960, 1149498411, 1149498640, 1149498694, 1149498853, 9311289032, 35133781, 1149498884, 1149498412, 1149498648, 1149498695, 1149498855, 1149498886, 1149498470, 1149498521, 1149498756, 1149498788, 1149498931, 1149498967, 1149498573, 1149498661, 1149498822, 1149498376]",heath,,,,,,,,,,,,,
,"POLYGON ((-0.0962513 51.5755709, -0.0962003 51.5756461, -0.0960595 51.5757499, -0.0956679 51.5758397, -0.0956583 51.5757189, -0.0954932 51.5756014, -0.0945405 51.5757667, -0.0943013 51.5758253, -0.0942429 51.5757211, -0.0940336 51.5757457, -0.0938134 51.5757746, -0.0937075 51.5757658, -0.0936078 51.5757985, -0.0934301 51.5757923, -0.0932688 51.5758342, -0.0932178 51.5757591, -0.0929683 51.575837, -0.0928823 51.5759548, -0.0928218 51.5761013, -0.0929425 51.5762829, -0.0929371 51.5763544, -0.0929318 51.5764103, -0.0929307 51.5764817, -0.0934529 51.5765118, -0.0934125 51.5765506, -0.0929224 51.5765421, -0.0927881 51.576557, -0.0927319 51.5766318, -0.0927453 51.5770617, -0.0928781 51.5770652, -0.0929145 51.5771536, -0.0928936 51.5771612, -0.0928969 51.5772928, -0.0928084 51.5773742, -0.0927601 51.5774706, -0.092754 51.5775651, -0.0927742 51.5776688, -0.0928087 51.577771, -0.0927982 51.577944, -0.0927835 51.5780453, -0.0927499 51.5781942, -0.0928487 51.5783336, -0.0927188 51.5783564, -0.0926377 51.5783028, -0.092501 51.5765302, -0.0926953 51.5764229, -0.0925789 51.5762725, -0.0923913 51.5758334, -0.0924212 51.5758261, -0.0930282 51.5757423, -0.0933148 51.5757245, -0.0932913 51.5755534, -0.0933976 51.5755963, -0.0941093 51.5755608, -0.094485 51.5755146, -0.0945478 51.5756459, -0.0950393 51.5756395, -0.0959052 51.5755, -0.0959481 51.5756067, -0.0962513 51.5755709))",,,"[1484085651, 1484085661, 1484085645, 1484085663, 9347539451, 242556218, 242556217, 1459409159, 1459409156, 1459409158, 1459409160, 1484081786, 242556216, 1484081783, 1459409151, 1459409152, 1459409148, 1459409154, 242556215, 242556214, 242556213, 1484081778, 1484081760, 1484081762, 1484081765, 242556212, 1484081789, 1484081770, 1484081790, 1484081779, 1484081782, 9347539338, 1484081788, 1484081774, 1484081791, 1484081787, 1484081769, 1484081767, 1484081785, 1484081772, 1484081766, 242556211, 1484085652, 242554742, 242554752, 1655904091, 242554750, 1484085659, 242556283, 1459408942, 242556282, 242556281, 2293566750, 242556280, 242556279, 1459408963, 242556278, 242556276, 242556275, 1484085651]",heath,,Harringay Stadium Slopes,,,,,,,,,,,
,"POLYGON ((-0.0827486 51.3538145, -0.0828329 51.3537581, -0.0827276 51.3537036, -0.0826583 51.3536058, -0.0827065 51.3535325, -0.0826192 51.3534592, -0.0824626 51.3534535, -0.0820893 51.3533407, -0.0819779 51.3533614, -0.081728 51.3533464, -0.0817852 51.3534517, -0.0819327 51.3535005, -0.0820201 51.3535682, -0.0821013 51.3536848, -0.0822368 51.3537675, -0.0824506 51.3538033, -0.0827486 51.3538145))",,,"[1764501466, 1764501463, 1764501462, 1764501460, 1764501457, 1764501455, 1764501454, 1764501448, 1764501450, 1764501449, 1764501452, 1764501456, 1764501458, 1764501461, 1764501464, 1764501465, 1764501466]",heath,,,,,,,,,,,,,
,"POLYGON ((-0.081165 51.3523831, -0.0810854 51.352437, -0.0811047 51.3524717, -0.0811327 51.3525035, -0.0811377 51.3525151, -0.0811374 51.3525263, -0.0811205 51.352533, -0.0808796 51.3524597, -0.0807164 51.3524225, -0.0806094 51.3523843, -0.0805345 51.3523863, -0.080511 51.3523921, -0.0803895 51.3523252, -0.0803531 51.3523083, -0.0803238 51.3523001, -0.080303 51.3523045, -0.0802964 51.3523214, -0.080295 51.3523359, -0.0802932 51.3523416, -0.0802859 51.352348, -0.0802715 51.352347, -0.0801966 51.352347, -0.0801344 51.3523413, -0.0800979 51.3523518, -0.0799823 51.3523452, -0.0797996 51.3524296, -0.0797511 51.3524232, -0.0797303 51.3524051, -0.0796866 51.3523846, -0.0796841 51.3523644, -0.0797043 51.3523381, -0.0797078 51.3523182, -0.0797001 51.3522888, -0.0796942 51.3522701, -0.0796883 51.3522348, -0.0796717 51.3521854, -0.0796692 51.3521634, -0.079706 51.3521654, -0.0797861 51.3521494, -0.0798224 51.3521408, -0.0798284 51.3521198, -0.0798368 51.3521001, -0.0798425 51.3520818, -0.0798038 51.3520319, -0.0797566 51.3519873, -0.0797581 51.3519632, -0.0798269 51.3519131, -0.0798299 51.3518981, -0.0798202 51.351881, -0.0798263 51.3518548, -0.0798264 51.351839, -0.0797955 51.3518138, -0.0797341 51.3517668, -0.0797141 51.3517289, -0.0797485 51.3517083, -0.0797426 51.3516896, -0.0797839 51.351648, -0.0798061 51.3516215, -0.079804 51.3515954, -0.0798242 51.3515927, -0.0798511 51.3515967, -0.0798725 51.351591, -0.079893 51.3515594, -0.0799389 51.3515554, -0.080001 51.3515423, -0.0800131 51.3515857, -0.0800754 51.3516857, -0.0801063 51.351774, -0.0800656 51.3518685, -0.0800911 51.3519677, -0.0802011 51.3520741, -0.0802227 51.3520549, -0.0802412 51.3520171, -0.0802465 51.351985, -0.0803363 51.3519747, -0.080347 51.351962, -0.0803496 51.3519398, -0.0803777 51.3518876, -0.0804077 51.3518754, -0.0804312 51.3518738, -0.0804543 51.3518858, -0.0804764 51.351915, -0.0805442 51.351952, -0.0805805 51.3519745, -0.080623 51.3519801, -0.0806641 51.3519676, -0.0806896 51.3519567, -0.0807264 51.3519763, -0.0807915 51.3519862, -0.0808525 51.3519813, -0.0808981 51.352015, -0.0809629 51.3520761, -0.0810129 51.3520839, -0.0810519 51.3520815, -0.0810953 51.3520637, -0.0811443 51.3520398, -0.0812172 51.3520363, -0.0812942 51.3521216, -0.0813476 51.3521639, -0.0814259 51.3521822, -0.0814428 51.3522334, -0.0814356 51.3523023, -0.0813446 51.3522987, -0.0812966 51.3523322, -0.0812558 51.3523909, -0.0812168 51.3523833, -0.081165 51.3523831))",,,"[1764501418, 1764501430, 9900569421, 9900569422, 9900569423, 9900569425, 9900569424, 1764501443, 1764501426, 1764501422, 9900569433, 1764501424, 1764501416, 9900569458, 9900569459, 9900569460, 9900569461, 9900569462, 9900569463, 9900569464, 9900569457, 9900569465, 9900569466, 9900569456, 9900569472, 9900569471, 9900569455, 9900569454, 9900569453, 9900569452, 1764501420, 1764501412, 9900569451, 9900569470, 9900569469, 9900569468, 9900569450, 9900569473, 9900569449, 1764501400, 9900569467, 9900569448, 1764501387, 9900569447, 1764501383, 1764501371, 9900569446, 9900569445, 9900569444, 9900569443, 9900569442, 1764501356, 1764501350, 1764501346, 9900569441, 1764501341, 9900569440, 1764501330, 9900569439, 9900569438, 9900569437, 9900569436, 9900569435, 9900569434, 1764501333, 1764501339, 1764501337, 1764501348, 1764501351, 9900569420, 9900569419, 9900569418, 9900569417, 1764501363, 9900560816, 9900560815, 1764501365, 9900560812, 1764501353, 9900560814, 9900560813, 1764501355, 9900560811, 9900560810, 9900560809, 9900560808, 9900560807, 1764501368, 9900560806, 9900560805, 1764501367, 1764501374, 9900560804, 9900560803, 9900560802, 9900560801, 1764501370, 1764501379, 1764501402, 9900569430, 9900569431, 9900569432, 9900569429, 9900569428, 9900569427, 9900569426, 1764501418]",heath,,,,,,,,,,,,,
,"POLYGON ((-0.4384268 51.4346295, -0.4324569 51.4357817, -0.4318997 51.435882, -0.4315158 51.4360776, -0.4312971 51.4362808, -0.4309669 51.4364095, -0.4289526 51.437027, -0.4280405 51.4371068, -0.4284049 51.4354574, -0.4285646 51.4347344, -0.4289996 51.4332791, -0.4281698 51.4331418, -0.4282696 51.4327175, -0.4293802 51.4317941, -0.4293927 51.4310579, -0.4277643 51.4309019, -0.4280941 51.4293305, -0.4285178 51.4293557, -0.428869 51.4293765, -0.4291335 51.4293971, -0.4294686 51.4294232, -0.4295913 51.4288556, -0.4295965 51.4288313, -0.4299861 51.4288587, -0.4306079 51.4289025, -0.4310577 51.4289342, -0.4331132 51.4278971, -0.4345407 51.4280614, -0.4342966 51.4287511, -0.4341083 51.42925, -0.4347896 51.4294064, -0.4361535 51.4296698, -0.4367685 51.4298313, -0.4390763 51.4303888, -0.440023 51.4306234, -0.4400018 51.4308252, -0.439967 51.4316792, -0.4399399 51.4316834, -0.4399549 51.4319655, -0.4399852 51.4323546, -0.4400118 51.4323577, -0.4399924 51.432431, -0.4400469 51.432839, -0.4400109 51.4329372, -0.4400352 51.4329463, -0.4400342 51.4331199, -0.4399664 51.4333438, -0.4398934 51.433909, -0.4382984 51.4338199, -0.4384268 51.4346295))",bing,,"[1832068561, 1832068564, 1832068565, 1832068566, 1832068567, 1832068568, 1832068569, 1832068570, 254338229, 1832068562, 254338217, 254338218, 254338219, 254338220, 254338221, 254338223, 4060602478, 7920559337, 7448819025, 7920559218, 1832068548, 1808872893, 1808872891, 1808872890, 1808872889, 1808872874, 1832068542, 1832068543, 2568290464, 1832068546, 1808872873, 1808872852, 1832068549, 1808872849, 6324352823, 1808872813, 1808872812, 9295613444, 1808872806, 9295613442, 9295613443, 1808872805, 9295613441, 1808872804, 1808872803, 9295613439, 9295613440, 4060602477, 1832068552, 1832068561]",heath,,,,,,,,,,,,,
,"POLYGON ((0.1225629 51.4785749, 0.1219217 51.4783084, 0.1217283 51.4782558, 0.1216984 51.4782049, 0.1224823 51.4778725, 0.1230226 51.4776148, 0.1233685 51.477435, 0.1236755 51.4772403, 0.123888 51.4771114, 0.1233514 51.4785113, 0.1229617 51.4784776, 0.122575 51.4784783, 0.1225629 51.4785749))",,,"[3173411035, 3173411010, 3173411009, 3173411008, 3173411001, 3173410994, 3173410993, 3173410991, 3173410988, 3173411030, 3173411026, 3173411027, 3173411035]",heath,,,,,,,,,,,,,
,"POLYGON ((0.112606 51.483189, 0.1125134 51.4832178, 0.1124262 51.4832178, 0.1123636 51.4831364, 0.1122928 51.4830804, 0.1122001 51.4830448, 0.1120721 51.4830363, 0.1119441 51.483038, 0.1118951 51.4830143, 0.1118787 51.4829566, 0.1119087 51.4829006, 0.111955 51.4828243, 0.1120204 51.4827632, 0.1121048 51.4827259, 0.1122819 51.4826987, 0.1124535 51.4827157, 0.1126578 51.4827513, 0.1128294 51.4828175, 0.1129656 51.4829091, 0.1130555 51.4829888, 0.1130691 51.4830584, 0.1129928 51.4831025, 0.1128893 51.4830974, 0.1127967 51.4830329, 0.1127095 51.483038, 0.1126714 51.483077, 0.1126659 51.483133, 0.112606 51.483189))",,,"[3173414260, 3173414263, 3173414262, 3173414252, 3173414241, 3173414236, 3173414232, 3173414233, 3173414227, 3173414213, 3173414203, 3173414179, 3173414164, 3173414043, 3173414019, 3173414034, 3173414059, 3173414177, 3173414204, 3173414220, 3173414238, 3173414247, 3173414246, 3173414230, 3173414234, 3173414240, 3173414251, 3173414260]",heath,,,,,,,,,,,,,
,"POLYGON ((0.1176797 51.4816774, 0.1176427 51.4817479, 0.1176132 51.4817803, 0.1175414 51.4818315, 0.1175212 51.4818616, 0.1175183 51.4821876, 0.1174904 51.4823172, 0.117444 51.4824026, 0.1171994 51.482688, 0.1171793 51.4827369, 0.1171472 51.4829142, 0.1171349 51.4831465, 0.1171551 51.4832707, 0.1172596 51.4834585, 0.1172944 51.4835411, 0.1172926 51.4835654, 0.1173219 51.4835766, 0.1173747 51.4835815, 0.1173758 51.4835141, 0.1174878 51.4831316, 0.1175505 51.4829985, 0.1175849 51.4829499, 0.1179706 51.4824094, 0.1180373 51.4823019, 0.1180496 51.4821991, 0.1180296 51.4820774, 0.1179358 51.4819484, 0.1177473 51.4818015, 0.1176797 51.4816774))",,,"[3173413776, 3173413788, 3173413793, 3173413800, 3173413803, 3173413842, 3173413968, 3173413980, 3173414012, 3173414047, 3173414206, 3173414254, 3173414269, 3173414302, 3173414312, 3173414316, 3173414317, 3173414319, 3173414309, 3173414249, 3173414223, 3173414210, 3173413981, 3173413965, 3173413843, 3173413822, 3173413807, 3173413794, 3173413776]",heath,,,,,,,,,,,,,
,"POLYGON ((0.1156242 51.4837889, 0.1155747 51.4837767, 0.115447 51.4836945, 0.1154308 51.4836626, 0.1153741 51.483551, 0.1153838 51.4835117, 0.1154763 51.483377, 0.1154913 51.4832984, 0.1155765 51.4831926, 0.1155885 51.4831263, 0.1155878 51.4830026, 0.115717 51.4828375, 0.1157236 51.4827452, 0.1157556 51.4826759, 0.1157972 51.4825155, 0.1158531 51.4824007, 0.1159021 51.4821368, 0.1158852 51.4820525, 0.1159592 51.4820094, 0.1160505 51.4820302, 0.1161369 51.4820601, 0.1161699 51.4820883, 0.116197 51.4821292, 0.1162222 51.4822083, 0.1162126 51.4823119, 0.11614 51.4824221, 0.1160675 51.4825686, 0.1160405 51.4827013, 0.116001 51.4827951, 0.1160057 51.4829137, 0.1158376 51.4831564, 0.1157781 51.4832861, 0.1157805 51.4833993, 0.1158013 51.4835069, 0.1159132 51.483606, 0.1159192 51.4836275, 0.1159104 51.4836547, 0.1158835 51.4836799, 0.1157296 51.4837775, 0.115704 51.4837852, 0.1156242 51.4837889))",,,"[3173414346, 3173414342, 3173414335, 10082714343, 3173414314, 3173414308, 3173414290, 3173414275, 3173414261, 3173414248, 3173414225, 3173414180, 3173414055, 3173414009, 3173413996, 3173413979, 3173413834, 3173413817, 3173413814, 3173413816, 3173413819, 3173413825, 3173413833, 3173413845, 3173413967, 3173413984, 3173413999, 3173414021, 3173414173, 3173414205, 3173414255, 3173414272, 3173414295, 3173414307, 3173414322, 3173414324, 3173414329, 3173414332, 3173414343, 3173414344, 3173414346]",heath,,,,,,,,,,,,,
,"POLYGON ((-0.2859013 51.4518799, -0.2856883 51.4519078, -0.2854248 51.4518729, -0.2852137 51.451888, -0.2849558 51.4518508, -0.284896 51.4517052, -0.2851202 51.4515212, -0.2853818 51.4513128, -0.2860545 51.4512697, -0.2861199 51.451449, -0.2859013 51.4518799))",,,"[3309040235, 3309040237, 3309040234, 3309040236, 3309040232, 3309040227, 3309040218, 3309040205, 3309040200, 3309040211, 3309040235]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2855006 51.4510823, -0.2853618 51.4510345, -0.2851901 51.4509917, -0.2850513 51.4509917, -0.2849839 51.4511037, -0.2850196 51.4512165, -0.2851227 51.4512816, -0.2853235 51.4512857, -0.2854913 51.4512272, -0.2855257 51.4511646, -0.2855006 51.4510823))",,fence,"[3309040177, 3309040173, 3309040168, 3309040167, 3309040179, 3309040193, 3309040202, 3309040203, 3309040195, 3309040187, 3309040177]",heath,,Gorse Enclosure,,,,,,bracken,"An area of gorse enclosed to protect it from being eaten by the deer. Purpose, to provide a habitat for wildlife.",,,,
,"POLYGON ((-0.287994 51.4492223, -0.2872832 51.4491943, -0.2867626 51.4492322, -0.2864904 51.4494298, -0.2863662 51.4497032, -0.28653 51.449914, -0.2869502 51.4499255, -0.2870401 51.4499865, -0.2875501 51.4499716, -0.2884565 51.4500836, -0.2889137 51.4497065, -0.287994 51.4492223))",,,"[3309039844, 3309039841, 3309039846, 3309039965, 3309039986, 3309040006, 3309040009, 3309040019, 3309040015, 3309040037, 3309039988, 3309039844]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2861201 51.4508904, -0.2861355 51.4508507, -0.2863191 51.4506959, -0.2864695 51.4506156, -0.2866555 51.4504584, -0.2868825 51.4504083, -0.287022 51.450371, -0.2870379 51.4504261, -0.2869206 51.450573, -0.2866205 51.4507093, -0.2864501 51.4507608, -0.2862775 51.4508451, -0.2861201 51.4508904))",,,"[3309040153, 3309040146, 3309040113, 3309040102, 3309040079, 3309040069, 3309040064, 3309040073, 3309040094, 3309040116, 3309040125, 3309040143, 3309040153]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2853745 51.4491046, -0.2853409 51.4493049, -0.2851802 51.4493958, -0.2854586 51.4494307, -0.2856585 51.4495634, -0.2856361 51.4497451, -0.285453 51.4499268, -0.2851727 51.4500083, -0.2848887 51.4499687, -0.2846831 51.4498592, -0.2845336 51.4496147, -0.2842122 51.4497265, -0.2839917 51.4497614, -0.283831 51.4497125, -0.2853745 51.4491046))",,,"[3309039835, 3309039852, 3309039859, 3309039966, 3309039978, 3309039995, 3309040011, 3309040025, 3309040014, 3309040002, 3309039980, 3309039993, 3309039996, 3309039990, 3309039835]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2905698 51.4497053, -0.2903822 51.4499985, -0.2902738 51.4500545, -0.2893925 51.4500932, -0.2887411 51.4499985, -0.2890186 51.4496905, -0.2892406 51.4491931, -0.2894282 51.4490021, -0.2899012 51.4490515, -0.290402 51.4492236, -0.290406 51.4493356, -0.2905077 51.4493784, -0.2904602 51.4494846, -0.2906015 51.4495447, -0.2905698 51.4497053))",,,"[3309039987, 3309040023, 3309040031, 3309040038, 3309040022, 3309039985, 3309039840, 3309039830, 3309039833, 3309039845, 3309039856, 3309039858, 3309039969, 3309039975, 3309039987]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2865607 51.4510171, -0.2864915 51.4510101, -0.2865476 51.4509065, -0.2866059 51.4508604, -0.2866195 51.4508267, -0.2866021 51.450797, -0.286567 51.4507789, -0.2865052 51.4507736, -0.2866317 51.4507386, -0.2869416 51.4505993, -0.2870873 51.4504293, -0.2870809 51.4503502, -0.2872006 51.4503503, -0.2872712 51.4504041, -0.2870073 51.4508, -0.2865607 51.4510171))",,,"[3309040171, 3309040170, 3309040157, 3309040150, 3309040140, 3309040134, 3309040129, 3309040126, 3309040124, 3309040100, 3309040074, 3309040060, 3309040061, 3309040068, 3309040135, 3309040171]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
