created_by,geometry,barrier,foot,source,access,description,landuse,highway,fixme,wheelchair,surface,name,operator,leaf_cycle,leaf_type,natural,opening_hours,note,nodes,sport,contact:website,wikidata,source:name,wikipedia,addr:city,addr:postcode,addr:street,leisure,old_name,alt_name,dog,private,landuse_2,operator:type,operator:wikidata,website,postal_code,lit,email,phone,public,not:name,area,golf:course,name:ga,addr:housenumber,source:alt_name,fhrs:id,source:addr,access:note,wheelchair:description,url,club,survey:date,owner,historic:leisure,name:en,name:zh,building,addr:housename,golf,pets_allowed,addr:country,addr:suburb,landcover,source:geometry,fence_type,level,mtb,amenity,community_centre,community_centre:for,facebook,ways,type,maxspeed,designation
,"POLYGON ((0.0177418 51.3744453, 0.0184651 51.3745526, 0.0186257 51.3747789, 0.0190296 51.3752608, 0.0189739 51.3753685, 0.0186824 51.3756967, 0.017034 51.3757652, 0.0164252 51.3749413, 0.0162435 51.374595, 0.0165069 51.3744366, 0.0170922 51.3744128, 0.0177418 51.3744453))",,,Bing,,,recreation_ground,,,,,,,,,,,,"[2038139763, 2038139764, 10054784947, 2038139768, 9733656547, 2038139769, 2035087093, 2038139766, 2038139765, 2038139762, 2038139761, 2038139763]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0382411 51.3736717, 0.0384554 51.3741057, 0.0385982 51.3745784, 0.0390173 51.3747211, 0.0387215 51.3747277, 0.03634 51.3745509, 0.0361836 51.3739989, 0.036456 51.3735172, 0.0382411 51.3736717))",,,,,,recreation_ground,,,,,,,,,,,,"[2038209630, 2038209632, 2038209638, 2038209640, 2038209643, 2038209636, 2038209631, 2038209619, 2038209630]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0378368 51.3764456, 0.0369141 51.3764256, 0.0358163 51.3765255, 0.035461 51.3767357, 0.0354132 51.3773482, 0.035727 51.3773642, 0.0357102 51.3774125, 0.0377292 51.3774728, 0.0378368 51.3764456))",,,,,,recreation_ground,,,,,,,,,,,,"[2038224135, 2038224130, 2038224143, 2038224153, 2038224174, 2038224175, 2038224176, 2038224179, 2038224135]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1385694 51.3716287, -0.1386039 51.3718331, -0.1388039 51.3718251, -0.1388933 51.3722635, -0.1388295 51.3723272, -0.138472 51.3723485, -0.1385182 51.3725872, -0.1374419 51.3726694, -0.1373436 51.3717111, -0.1381882 51.3716578, -0.1385694 51.3716287))",,,,,,recreation_ground,,,,,,,,,,,,"[2046796688, 2046796705, 2046796704, 2046796750, 2046796759, 2046796760, 2046796763, 1758998428, 262124363, 2046796691, 2046796688]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1458391 51.3676595, -0.1448407 51.3679032, -0.145113 51.3684957, -0.1461296 51.3682742, -0.1458391 51.3676595))",,,,,,recreation_ground,,,,,,,,,,,,"[33653938, 2046796439, 33650770, 33653939, 33653938]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1386954 51.3709524, -0.138778 51.3716127, -0.1385694 51.3716287, -0.1381882 51.3716578, -0.1373436 51.3717111, -0.1373819 51.370931, -0.1386954 51.3709524))",,,,,,recreation_ground,,,,,,,,,,,,"[2046796682, 2046796685, 2046796688, 2046796691, 262124363, 1758998164, 2046796682]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.3745128 51.5119476, -0.3742157 51.5119414, -0.3742348 51.5115864, -0.3745319 51.5115927, -0.3745128 51.5119476))",,,,,,recreation_ground,,,,,,,,,,,,"[2050280182, 2050280183, 2050280185, 2050280184, 2050280182]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.3903935 51.4986002, -0.3896023 51.4983985, -0.3892838 51.498283, -0.3890573 51.4982433, -0.3886637 51.4981233, -0.3876865 51.4978893, -0.3872175 51.4973788, -0.3883258 51.4956358, -0.3884288 51.4956141, -0.3885434 51.4954232, -0.3885675 51.4952252, -0.3887196 51.4952533, -0.3893151 51.4953568, -0.3917479 51.4959753, -0.3903935 51.4986002))",,,,,,recreation_ground,,,,,Southall Recreation Ground,,,,,,,"[2050591693, 2050591689, 5055944140, 5055944139, 2436943717, 2050591690, 2050591692, 3338002379, 8258649990, 8258649991, 567137141, 2435316346, 2050591688, 2050591687, 2050591693]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.1834042 51.5969306, 0.1835022 51.5965995, 0.183022 51.5965209, 0.1830561 51.5964338, 0.1835533 51.5965056, 0.1837824 51.5958352, 0.184255 51.5947877, 0.1857714 51.5951053, 0.186015 51.594666, 0.1862069 51.5947068, 0.1863352 51.5947341, 0.186409 51.5947512, 0.186177 51.595197, 0.1872251 51.5954413, 0.1870449 51.595852, 0.1875428 51.5959559, 0.1874891 51.5960757, 0.1869772 51.5959736, 0.1866717 51.5965226, 0.1864725 51.596955, 0.1861739 51.5976031, 0.1858879 51.5976208, 0.1851798 51.5988738, 0.1851578 51.5990515, 0.1851256 51.5996805, 0.1852437 51.6002802, 0.185469 51.6006734, 0.1856363 51.6010666, 0.1858445 51.6013465, 0.1862586 51.6015198, 0.1862522 51.601853, 0.1860805 51.6020929, 0.1860989 51.6023416, 0.185906 51.6023461, 0.1857744 51.6025867, 0.1856885 51.6028811, 0.1855525 51.6028771, 0.1855401 51.6024427, 0.1855242 51.6023211, 0.185517 51.6022045, 0.1854972 51.6019975, 0.1849733 51.6010142, 0.184813 51.6005267, 0.1845239 51.5996473, 0.1841042 51.5989156, 0.1839948 51.5987537, 0.1836172 51.5981246, 0.1834455 51.5974126, 0.1834042 51.5969306))",,,,,,recreation_ground,,,,,Rise Park,,,,,,,"[60090945, 4788960221, 4788960120, 4788960119, 4788960118, 60090946, 10114997767, 4788960112, 4788960113, 2079790011, 4788960117, 4788960114, 4788960111, 60090948, 4788960230, 4788960229, 4788960228, 4788960227, 298259654, 10117316386, 2079790016, 2079790030, 2079790029, 3568474617, 3568474604, 3568474594, 3568474600, 3568474602, 3568474598, 3568474607, 3568474613, 3568474624, 7769496477, 7769496475, 9569644128, 7769496478, 3568474606, 60090941, 7769496476, 7769496479, 7769496480, 60090942, 10117316367, 60090943, 3568474596, 245794825, 245794826, 60090944, 60090945]",,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.12872 51.3573302, 0.1284052 51.3572949, 0.1281022 51.3568711, 0.1282872 51.3567912, 0.1280431 51.3564704, 0.1279573 51.3562493, 0.1290248 51.3559445, 0.1295935 51.3565274, 0.129931 51.3572339, 0.1298975 51.3573149, 0.1297339 51.3573622, 0.1291948 51.3572983, 0.1291607 51.3573668, 0.12872 51.3573302))",,,Bing,,,recreation_ground,,,,,,,,,,,,"[2085132838, 2085132877, 2085132880, 2085132894, 2085132860, 2085132888, 2085132881, 2085132874, 2085132828, 2085132844, 2085132829, 2085132868, 2085132876, 2085132838]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2798564 51.6303999, -0.2798834 51.6301291, -0.2799015 51.6300251, -0.280024 51.6293558, -0.2800942 51.6289895, -0.280203 51.6286489, -0.2800885 51.6286416, -0.2777818 51.6286949, -0.2770845 51.6290745, -0.2770138 51.6290856, -0.2765484 51.6297208, -0.2762757 51.6307053, -0.2761641 51.6308438, -0.2767907 51.6306201, -0.2780781 51.6302045, -0.2783685 51.6303709, -0.2798564 51.6303999))",,,,,,recreation_ground,,,,,Sports Ground,,,,,,,"[106238316, 2086400624, 582516815, 2090523749, 2090523770, 2086436555, 582516824, 582516823, 582516822, 106236584, 106236586, 106236588, 106236589, 106238320, 106238317, 2086400614, 106238316]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1859393 51.6337763, -0.18496 51.6341147, -0.1844075 51.6342096, -0.1835933 51.6343198, -0.1826465 51.6337241, -0.1839518 51.63315, -0.1847034 51.6329112, -0.1859393 51.6337763))",,,,,,recreation_ground,,,,,Totteridge Tennis Club,,,,,,,"[586867018, 2087810425, 2087810427, 586867030, 199871, 586867025, 586867021, 586867018]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2272189 51.6082992, -0.225893 51.6084379, -0.2248914 51.6087027, -0.2251267 51.6077689, -0.2252672 51.6071112, -0.2257836 51.6069207, -0.2264005 51.6067242, -0.2270598 51.6065539, -0.2277577 51.6063744, -0.2281005 51.6063157, -0.2282151 51.6066718, -0.2282996 51.6068813, -0.2283352 51.6071087, -0.22838 51.6071939, -0.2271256 51.6073588, -0.2271187 51.6078432, -0.2272189 51.6082992))",,,,,,recreation_ground,,,,,Powerleague Mill Hill,,,,,,,"[10308687061, 10308687058, 10308687053, 260985180, 260985181, 2087941909, 2087941891, 2087941932, 2087941883, 2087941906, 2087941935, 2087941934, 2087941879, 2160184410, 10308687067, 10308687056, 10308687061]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2260838 51.6029038, -0.225472 51.6022558, -0.2253736 51.6020368, -0.2253012 51.6020094, -0.2252761 51.6020277, -0.2252405 51.602041, -0.2252038 51.602043, -0.2251741 51.6019835, -0.2229478 51.6024235, -0.2227815 51.602426, -0.2224879 51.6024209, -0.2223151 51.6024273, -0.2222574 51.6023714, -0.2223431 51.6023509, -0.2220706 51.6017591, -0.2219817 51.6014992, -0.2219443 51.6012264, -0.2219661 51.6007319, -0.2220332 51.5996106, -0.2218323 51.5985112, -0.2231573 51.5989211, -0.2242722 51.5992378, -0.2247504 51.5993521, -0.2247413 51.5995236, -0.2249089 51.5995637, -0.2249591 51.5995243, -0.2251647 51.5995794, -0.2247715 51.6002071, -0.2246457 51.6004025, -0.2247057 51.600615, -0.2253483 51.6016524, -0.2260838 51.6029038))",,,,,,recreation_ground,,,,,Copthall Sports Ground,,,,,,,"[199841430, 1020169320, 15426879, 4982161949, 8893274057, 8893274056, 8893274059, 8893274058, 199841432, 199841435, 8893274055, 2087966237, 8893274053, 8893274050, 8893274052, 2087966212, 199841439, 199841441, 199841446, 199841449, 2087966236, 199841451, 199841453, 199841456, 199841459, 199841462, 199841465, 15426881, 4982161952, 15426880, 2087968468, 199841430]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2413971 51.6024261, -0.2410869 51.602426, -0.2407414 51.6024275, -0.2404021 51.6024645, -0.2400688 51.6025611, -0.2399922 51.6025462, -0.2396434 51.6019681, -0.2395434 51.6015237, -0.2411165 51.6015171, -0.2413971 51.6024261))",,,,,,recreation_ground,,,,,,,,,,,,"[2091331312, 2091331351, 2091331364, 9455869041, 2091331341, 2091331299, 2091331311, 2091331309, 2091331382, 2091331312]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.239638 51.6000176, -0.2415418 51.6000438, -0.2415637 51.5998735, -0.2416093 51.5989688, -0.2412955 51.5989671, -0.241258 51.5989655, -0.2410836 51.5989155, -0.2408154 51.5988788, -0.240582 51.5988072, -0.2406357 51.5987222, -0.2404157 51.5986639, -0.2401207 51.5990021, -0.2398954 51.5993703, -0.2397479 51.5996702, -0.239638 51.6000176))",,,,,,recreation_ground,,,,,,,,,,,,"[2091346639, 960129481, 2091346627, 2091346645, 2091346611, 2091346615, 2091346617, 2091346587, 2091346643, 2091346604, 2091346613, 2091346606, 2091346585, 2091346609, 2091346639]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0942742 51.4253728, 0.0945913 51.4265921, 0.0934631 51.4269607, 0.0930382 51.4271128, 0.0924721 51.4266116, 0.0917233 51.4267903, 0.0911456 51.4259538, 0.0912162 51.4258349, 0.091169 51.4257564, 0.0915898 51.4256636, 0.0912137 51.4250348, 0.0912978 51.4249817, 0.0913563 51.4249199, 0.0913097 51.4247948, 0.0937441 51.4242156, 0.0940712 51.4247809, 0.0942742 51.4253728))",,,,,,recreation_ground,,,,,Sidcup Sports Club,,,,,,,"[2110480477, 2110480480, 9188174980, 9188174981, 2110480481, 2110480482, 9188174958, 2110480479, 9188174959, 2110480478, 2110480475, 9188174962, 9188174961, 9188174960, 2110480471, 9188174963, 2110480477]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1757415 51.6009533, -0.1755055 51.6009317, -0.175275 51.6006343, -0.1758864 51.6003102, -0.1761446 51.6001423, -0.176502 51.6003902, -0.1766052 51.6004002, -0.1766535 51.6004502, -0.1767447 51.6005218, -0.1766615 51.6005551, -0.1766991 51.6005918, -0.1757415 51.6009533))",,,,,,recreation_ground,,,,,,,,,,,,"[2121365453, 2121365574, 512268061, 1066193146, 2121365360, 2121365417, 2121365411, 2121365630, 2121365692, 2121365477, 2121365584, 2121365453]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0803579 51.5388239, -0.0802527 51.5388201, -0.0802259 51.5388126, -0.0802071 51.5387992, -0.0801991 51.5387817, -0.0802467 51.5384956, -0.0803004 51.5384981, -0.0805131 51.5385104, -0.0806041 51.5385153, -0.0805545 51.5388328, -0.0805101 51.5388308, -0.0805151 51.5387878, -0.080363 51.5387809, -0.0803579 51.5388239))",,,,,,recreation_ground,,,,,,,,,,,,"[2129607384, 2129607370, 2129607376, 2129607382, 2129607366, 2129607379, 9103725919, 9103725918, 2129607368, 2129607364, 2129607388, 2129607386, 2129607373, 2129607384]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0921519 51.3403407, -0.0920237 51.3405881, -0.0919735 51.3406439, -0.0917233 51.3409217, -0.0913561 51.3411219, -0.0911914 51.3411637, -0.0909289 51.3412303, -0.090773 51.3412356, -0.0906185 51.3412408, -0.0903314 51.3411761, -0.0901645 51.3410885, -0.0901244 51.3409676, -0.0902146 51.3408613, -0.0903481 51.3408029, -0.0904716 51.3408029, -0.0905534 51.3408248, -0.0906185 51.3408154, -0.0906315 51.3407779, -0.0906151 51.3407341, -0.0905383 51.3406757, -0.0905083 51.3406131, -0.0905584 51.3405036, -0.0906552 51.340415, -0.0907587 51.3403608, -0.0908354 51.3402711, -0.0908521 51.3401856, -0.0908621 51.3400897, -0.0908187 51.3400334, -0.0906462 51.3399633, -0.0907043 51.3397433, -0.0916557 51.3401359, -0.0921519 51.3403407))",,,,,,recreation_ground,,,,,,,,,,,,"[2156758969, 2156758996, 2156759003, 2156759039, 2156759048, 2156759050, 2156759055, 2156759056, 2156759057, 2156759052, 2156759046, 2156759042, 2156759034, 2156759027, 2156759028, 2156759033, 2156759029, 2156759025, 2156759019, 2156759009, 2156758998, 2156758985, 2156758976, 2156758971, 2156758961, 2156758956, 2156758947, 2156758942, 2156758934, 121757127, 2156758953, 2156758969]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0899564 51.3415684, -0.0897691 51.3417468, -0.0895752 51.3418907, -0.0896728 51.3419448, -0.0897943 51.3420122, -0.0901608 51.3416774, -0.089976 51.3415788, -0.0899564 51.3415684))",,,,,,recreation_ground,,,,,,,,,,,,"[2156759071, 2156759079, 2156759091, 2156759094, 2156759095, 2156759076, 2156759072, 2156759071]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.127531 51.4093032, -0.1244265 51.4094059, -0.1251025 51.4098911, -0.1251847 51.4098676, -0.1252402 51.4098353, -0.1252294 51.4098174, -0.1254994 51.4097572, -0.1259393 51.4096301, -0.126279 51.4096646, -0.1266812 51.4098944, -0.1270332 51.4100739, -0.1272986 51.4099139, -0.1276132 51.4100752, -0.1278674 51.4098776, -0.1272223 51.4095485, -0.127531 51.4093032))",,,,,,recreation_ground,,,,,Norbury Manor Primary School Playing Fields,,,,,,,"[2161902789, 2161902792, 2161902856, 2161902853, 2161902845, 2161902838, 2161902833, 2161902814, 2161902819, 2161902858, 2161902868, 2161902859, 2161902869, 2161902855, 2161902799, 2161902789]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1338367 51.4121099, -0.1339216 51.4120977, -0.1340503 51.4120793, -0.1350282 51.4122182, -0.1350957 51.4121174, -0.1356856 51.4122296, -0.1361008 51.4123226, -0.1363042 51.4123632, -0.1367547 51.4114743, -0.1354797 51.4112226, -0.1352064 51.4112161, -0.1350016 51.411207, -0.1347927 51.4111775, -0.1344243 51.411079, -0.134256 51.4110324, -0.1340722 51.4109815, -0.1339038 51.411819, -0.1338367 51.4121099))",,,survey,,,recreation_ground,,,,,Woodmansterne Primary School Playing Fields,,,,,,,"[427648756, 8818173287, 8818173286, 8818173266, 2161902888, 427648730, 9295756865, 2161902886, 427648731, 1810491989, 1810492791, 1810492771, 1810492675, 1810491990, 427648571, 1810493019, 1810493241, 427648756]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1340722 51.4109815, -0.1336731 51.4109213, -0.1324072 51.4108076, -0.1323424 51.4108127, -0.1309345 51.4108719, -0.1308459 51.4100515, -0.1307008 51.4100549, -0.1301355 51.410068, -0.1301335 51.4099989, -0.1293247 51.4100189, -0.1292265 51.4099844, -0.128925 51.4103726, -0.1287423 51.4106035, -0.1285915 51.4107806, -0.1286231 51.4108251, -0.1285251 51.4109146, -0.1284602 51.4110067, -0.1282922 51.4109813, -0.1281762 51.410927, -0.1280243 51.4112101, -0.1277867 51.411851, -0.1277099 51.41201, -0.1275953 51.4121993, -0.1275152 51.4123065, -0.1277322 51.4123122, -0.1278697 51.4119999, -0.1320784 51.4122861, -0.1323942 51.4123171, -0.132605 51.4120083, -0.1338367 51.4121099, -0.1339038 51.411819, -0.1340722 51.4109815))",,,,,,recreation_ground,,,,,,,,,,,,"[1810493019, 2161902881, 427648742, 2161902879, 427648744, 427648746, 2161902866, 2161902867, 2161902862, 2161902865, 427648747, 1785641645, 1785641649, 1785641656, 415417872, 1785641657, 1785641658, 427648749, 427647572, 427647571, 427648752, 1810491999, 1785641659, 1785641666, 1810492793, 427649582, 1810491810, 427648753, 427648755, 427648756, 1810493241, 1810493019]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1577711 51.3143218, -0.1576691 51.3141089, -0.1576072 51.3140072, -0.15752 51.3138907, -0.1574417 51.3137699, -0.1571956 51.3133919, -0.1572983 51.3132281, -0.1574259 51.3130161, -0.1576335 51.3126713, -0.1583775 51.310988, -0.158091 51.3109932, -0.1576644 51.3109317, -0.1573637 51.3108451, -0.1570413 51.3107267, -0.1566433 51.3105244, -0.1564921 51.3104672, -0.1562542 51.310423, -0.1558848 51.3103933, -0.1556419 51.3103459, -0.155538 51.3103835, -0.1554365 51.3104002, -0.1554472 51.3104132, -0.1555017 51.310441, -0.154687 51.3122919, -0.1546186 51.3126122, -0.154451 51.312919, -0.1542675 51.3131853, -0.1545674 51.3132859, -0.1551493 51.3134408, -0.1555778 51.3135437, -0.1560933 51.3136674, -0.1569263 51.3138484, -0.1577711 51.3143218))",,,,,,recreation_ground,,,,,Rickman Hill Recreation Ground,,,,,,,"[1807548375, 1858200711, 1858200710, 1858200709, 1858200708, 1858200712, 1858200707, 5037617707, 1858200706, 138205652, 1858200695, 138205653, 1858200690, 1807548326, 1858200692, 138205654, 1858200696, 1858200681, 1858200682, 2171154666, 8845763086, 8845763087, 5267535099, 5267535105, 5267535101, 5267535102, 2171154849, 2171154859, 2171154875, 2171154873, 2171154949, 206345063, 1807548375]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1988484 51.5859065, -0.1987358 51.5857498, -0.1983174 51.5856931, -0.1982393 51.5854121, -0.1978838 51.5853957, -0.1975235 51.5853808, -0.1974805 51.5853766, -0.1972744 51.5853504, -0.1974914 51.5855098, -0.1980154 51.5857629, -0.1984204 51.5859517, -0.198831 51.5859795, -0.1988484 51.5859065))",,,,,,recreation_ground,,,,,Garden Suburb Junior School Field,,,,,,,"[2187283081, 2187283082, 2187283095, 2187283091, 2187283093, 10300942910, 2187283074, 2187283077, 2187283079, 2187283072, 2187283097, 2187283098, 2187283081]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1235642 51.3018321, -0.1237162 51.3017997, -0.1239074 51.301759, -0.1244528 51.3016752, -0.124578 51.301664, -0.1247032 51.3016528, -0.1251457 51.3016528, -0.1253169 51.3016267, -0.125405 51.3014656, -0.1255034 51.3012196, -0.1255704 51.3004594, -0.125591 51.2999866, -0.1255959 51.2998743, -0.1242939 51.3001789, -0.1233393 51.3004074, -0.1232481 51.3004293, -0.123216 51.300437, -0.1231086 51.3004627, -0.1228015 51.3005362, -0.1235642 51.3018321))",,,,,,recreation_ground,,,,,,,,,,,,"[130219975, 2189098630, 2189098622, 2189098610, 7795538607, 2189098606, 2189098607, 2189098598, 2189098585, 2189098537, 2189098097, 2189097912, 130219977, 2189097952, 6376563884, 6376563885, 6376563886, 6376563887, 130219976, 130219975]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1147683 51.4125709, -0.114046 51.4131217, -0.112262 51.4122663, -0.1136092 51.4111515, -0.1145267 51.4113322, -0.11473 51.4116059, -0.1152088 51.4118925, -0.1145955 51.4123449, -0.1147683 51.4125709))",,,,,,recreation_ground,,,,,,,,,,,,"[2189674849, 2189674850, 2189674847, 2189674843, 2189674844, 2189674845, 2189674846, 2189674848, 2189674849]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.1071796 51.351094, 0.1082967 51.3508805, 0.1087451 51.351903, 0.1080243 51.3524459, 0.1077014 51.352261, 0.1071796 51.351094))",,,,,,recreation_ground,,,,,,,,,,,,"[2199798496, 2199798480, 2199798550, 2199798566, 9960294568, 2199798496]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1219038 51.3293458, -0.1223704 51.3292792, -0.1225629 51.3292568, -0.1225739 51.3293668, -0.1227581 51.3293926, -0.1229176 51.3293066, -0.1232587 51.3294733, -0.1234952 51.3296005, -0.1235969 51.3296606, -0.1236596 51.3297103, -0.1236882 51.3297473, -0.1234788 51.3298516, -0.1232009 51.3300369, -0.1229745 51.3302799, -0.1227979 51.3305567, -0.1226833 51.3306453, -0.1219038 51.3293458))",,,,private,,recreation_ground,,,,,,,,,,,,"[2202279565, 2202279553, 2202279550, 2202279572, 2202279576, 2202279561, 2202279590, 2202279611, 2202279623, 2202279631, 2202279638, 2202279648, 2202279655, 2202279668, 2202279672, 2202279685, 2202279565]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.122043 51.3279338, -0.1212715 51.328063, -0.1213737 51.3282988, -0.1216969 51.3289436, -0.1225175 51.3288901, -0.1224008 51.3286228, -0.1221052 51.328025, -0.122043 51.3279338))",,,,,,recreation_ground,,,,,,,,,,,,"[2202279460, 2202279464, 2202279474, 2202279507, 2202279504, 2202279485, 2202279463, 2202279460]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1217025 51.3290643, -0.1214038 51.3290667, -0.1210926 51.3289063, -0.1209254 51.3289282, -0.1206358 51.3283515, -0.120934 51.3283659, -0.1213737 51.3282988, -0.1216969 51.3289436, -0.1217025 51.3290643))",,,,,,recreation_ground,,,,,,,,,,,,"[2202279515, 2202279516, 2202279505, 2202279506, 2202279478, 2202279479, 2202279474, 2202279507, 2202279515]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2472338 51.4798694, -0.2464529 51.4797171, -0.2457903 51.4795919, -0.2464132 51.4781608, -0.2473078 51.4782922, -0.2468604 51.4792442, -0.2468678 51.4792455, -0.2474716 51.4793563, -0.2472338 51.4798694))",,,,,,recreation_ground,,,,,Suffolk Road Recreation Ground,,,,,,,"[2261981301, 9650535833, 2261981303, 2261981306, 2261981302, 2261981304, 8697198920, 2261981305, 2261981301]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,
,"POLYGON ((-0.2465023 51.4677978, -0.2461111 51.4680955, -0.2462731 51.468165, -0.2464403 51.468246, -0.2470028 51.4685312, -0.2474919 51.4688113, -0.2477072 51.468938, -0.2484092 51.4693291, -0.2484292 51.4693409, -0.2484442 51.4693442, -0.2484657 51.4693385, -0.2484922 51.4693249, -0.2485217 51.4692969, -0.2486011 51.4692157, -0.2486894 51.4691, -0.2488245 51.4689525, -0.2488845 51.4688682, -0.2489374 51.4687815, -0.2489685 51.4687499, -0.249075 51.468672, -0.2493753 51.4685142, -0.249484 51.4684347, -0.249583 51.4683927, -0.2497368 51.4683852, -0.2497813 51.4683762, -0.2498101 51.4683633, -0.2498372 51.4683464, -0.2498455 51.4683304, -0.2498743 51.4682849, -0.2498862 51.4682368, -0.2498849 51.4681819, -0.249881 51.4681369, -0.2498196 51.4680066, -0.2492038 51.4679696, -0.2486944 51.4679377, -0.2474818 51.4678488, -0.246907 51.467801, -0.2465023 51.4677978))",,,,,,recreation_ground,,,,,Vine Road Recreation Ground,,,,,,,"[2261993338, 6546219300, 8809162239, 2261993341, 8809162240, 8441281721, 8809162244, 2261993382, 8809162245, 8809162224, 8809162247, 8809162246, 2261993376, 6558603155, 8809162250, 6558603140, 8809162256, 8809162227, 8809162253, 6558603139, 6558603135, 6558603138, 6558603137, 8809162232, 8809162262, 8809162234, 8809162263, 8809162233, 6558603134, 8809162265, 8441281717, 8809162264, 2261993369, 6546219312, 2261993345, 8809162235, 8809162236, 2261993338]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
