geometry,name,natural,source,nodes,operator,website,boundary,landcover,leisure,protection_title,url,surface,source:name,wikipedia,landuse,source:alt,managed,planting,building:levels,area,description,grassland,species,official_name,addr:city,addr:housename,addr:street,ways,type,wikidata
"POLYGON ((-0.1419705 51.6544656, -0.1415712 51.6545332, -0.1414331 51.6546528, -0.1402677 51.654875, -0.1398313 51.6549517, -0.1396364 51.6545673, -0.1395408 51.6543082, -0.1393423 51.6539268, -0.1391305 51.6535837, -0.1390555 51.6534569, -0.1395658 51.6536859, -0.140557 51.6540354, -0.1410791 51.6541558, -0.1414453 51.6542279, -0.1416041 51.6542717, -0.1417556 51.6542699, -0.14191 51.6542516, -0.1419744 51.6542467, -0.1419886 51.6544057, -0.1419705 51.6544656))",,grassland,,"[9501222167, 88283333, 88283330, 88283327, 1846246012, 1846246015, 9501222156, 9501222157, 9501222158, 9501222159, 9501222160, 9501222161, 9501222162, 9501222163, 9501222164, 9501222165, 9501222166, 88283337, 88283334, 9501222167]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.2913707 51.5294268, -0.2914068 51.5294392, -0.291435 51.5294579, -0.2914526 51.5294812, -0.2914576 51.5295067, -0.2914498 51.5295319, -0.2914299 51.5295544, -0.2913997 51.5295719, -0.2913624 51.5295828, -0.2913214 51.529586, -0.2912715 51.5295792, -0.2913536 51.5294232, -0.2913707 51.5294268))",,grassland,,"[9556483554, 9556483543, 9556483544, 9556483545, 9556483546, 9556483547, 9556483548, 9556483549, 9556483550, 9556483551, 9556483553, 9556483552, 9556483554]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.2356957 51.6318128, -0.2348834 51.6319287, -0.2347259 51.6319512, -0.2340216 51.6319577, -0.2338937 51.6314826, -0.2340264 51.6306117, -0.2356957 51.6306704, -0.2356957 51.6318128))",,grassland,,"[9556668830, 9559205980, 9556668831, 9556668832, 9559205979, 9556668833, 9556668834, 9556668830]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.2356674 51.6332143, -0.2345454 51.6334384, -0.2344428 51.6330759, -0.2346021 51.6329902, -0.2347011 51.6323004, -0.2356992 51.6321401, -0.2356674 51.6332143))",,grassland,,"[9556668835, 9556668836, 9556668837, 9556668838, 9556668839, 9556668840, 9556668835]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.2340145 51.6334164, -0.2340783 51.6326168, -0.2343012 51.6323048, -0.2338968 51.6323077, -0.2335852 51.6323845, -0.2333835 51.6323114, -0.2324812 51.6323178, -0.2323922 51.6324606, -0.232255 51.6326057, -0.23211 51.6326977, -0.2319243 51.6328156, -0.2315063 51.6331747, -0.2313398 51.63346, -0.2311734 51.6336236, -0.2340145 51.6334164))",,grassland,,"[9556668841, 9556668842, 9556668843, 9559205974, 9559205978, 9559205973, 9556668844, 9556668845, 9556668846, 9559205972, 9556668847, 9556668848, 9556668849, 9556668850, 9556668841]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.4116599 51.4709952, -0.4115691 51.4709135, -0.4114913 51.4708384, -0.4113862 51.4708101, -0.4112357 51.4707923, -0.4111527 51.4707439, -0.4110307 51.4706032, -0.4111102 51.4705721, -0.4112255 51.4707143, -0.4114244 51.470748, -0.4115989 51.4708121, -0.4120248 51.4712017, -0.4123805 51.4715828, -0.4124951 51.4715899, -0.4125405 51.4716609, -0.4124657 51.4717091, -0.4126022 51.4718839, -0.4127984 51.4723153, -0.4127172 51.4723809, -0.4125693 51.4723519, -0.4124214 51.4722589, -0.412293 51.4720303, -0.4123163 51.4719511, -0.412267 51.471842, -0.4121568 51.4717935, -0.4120854 51.471699, -0.4120115 51.4715745, -0.4118597 51.4714242, -0.4117728 51.4712715, -0.4116988 51.4711503, -0.4116599 51.4709952))",,grassland,,"[9103461945, 9103461944, 9103461943, 9103461942, 9103461941, 9103461939, 9103461938, 8930512044, 9572828468, 9574733039, 8930512043, 8930512042, 8930512041, 8930512040, 9572884546, 9572884544, 8930512039, 8930512038, 9103461957, 9103461956, 9103461955, 9103461954, 9103461953, 9103461952, 9103461951, 9103461950, 9103461949, 9103461948, 9103461947, 9103461946, 9103461945]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.4129231 51.4726108, -0.412954 51.4726023, -0.4131333 51.4727399, -0.4132089 51.4728991, -0.4134804 51.4732397, -0.4135221 51.4734011, -0.4134227 51.4734131, -0.4133813 51.4732189, -0.4131336 51.4729151, -0.4130687 51.4727462, -0.4129231 51.4726108))",,grassland,,"[2822798620, 2822798619, 2822798624, 9100523081, 2822798632, 9100523082, 9100523083, 9103461965, 9103461962, 9103461961, 2822798620]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.412954 51.4726023, -0.4130528 51.4725784, -0.4135109 51.4726705, -0.4136456 51.4727052, -0.4137439 51.472765, -0.4137863 51.4728242, -0.4137553 51.4730972, -0.4138265 51.4731858, -0.4140077 51.4733019, -0.4136387 51.4733921, -0.4135941 51.4735993, -0.4135221 51.4734011, -0.4134804 51.4732397, -0.4132089 51.4728991, -0.4131333 51.4727399, -0.412954 51.4726023))",,grassland,,"[2822798619, 2822798617, 2822798621, 2822798622, 2822798623, 2822798626, 2822798630, 9574733042, 8634995976, 9574733043, 2822798635, 9100523082, 2822798632, 9100523081, 2822798624, 2822798619]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.4142404 51.4742885, -0.4144063 51.4741264, -0.4145977 51.4741119, -0.4146304 51.4740362, -0.4147448 51.4740813, -0.414906 51.4742544, -0.4149469 51.4743639, -0.4148615 51.4744538, -0.4149103 51.4745082, -0.4151378 51.4744819, -0.4151494 51.4745548, -0.4149631 51.4746007, -0.414896 51.4745994, -0.4148188 51.4745437, -0.4146379 51.4745804, -0.4146054 51.4745044, -0.4147924 51.4743867, -0.4147497 51.4742841, -0.4146277 51.4742348, -0.4145017 51.4743133, -0.4143288 51.474365, -0.4142404 51.4742885))",,grassland,,"[8634995968, 9574733046, 9574733047, 9574733048, 9574733049, 9574733050, 9574733055, 9574733056, 9574733057, 9574733058, 9574733059, 9574733052, 9574733053, 9574733060, 9574733061, 9574733062, 9574733063, 9574733064, 9574733065, 9574733066, 2822798641, 8634995968]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.4157338 51.4755461, -0.415771 51.4750644, -0.4155125 51.4752967, -0.4154324 51.4754702, -0.4154985 51.4755027, -0.4157338 51.4755461))",,grassland,,"[8634995988, 8634996029, 8930511933, 8930511934, 8930511935, 8634995988]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.4156643 51.4732967, -0.415797 51.4735071, -0.4160506 51.4738, -0.4158154 51.4737634, -0.4155682 51.4735531, -0.4156643 51.4732967))",,grassland,,"[8634996004, 8634996003, 8634996001, 8930511921, 8930511919, 8634996004]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.201739 51.5523353, -0.2012676 51.5524283, -0.2010456 51.5524721, -0.2000222 51.5526095, -0.199748 51.5526463, -0.1997096 51.5526503, -0.1995771 51.5526797, -0.199501 51.5527146, -0.1994558 51.5527452, -0.1994397 51.5527731, -0.1994511 51.5528332, -0.1994826 51.5528932, -0.1994343 51.5529157, -0.1996892 51.5531393, -0.1997119 51.5531592, -0.199812 51.5532901, -0.1998943 51.5533977, -0.20179 51.552978, -0.2021413 51.5529002, -0.2019261 51.5526297, -0.201872 51.5525446, -0.201739 51.5523353))",Gondar Gardens Reservoir,grassland,,"[620020122, 9627100990, 9624248199, 9627132972, 8963505227, 9624248198, 9624248197, 9624248196, 9624248190, 9624248195, 9624248193, 9624248194, 9624248192, 9627100989, 9624248191, 9631072739, 620020120, 9631072743, 620020119, 9624514969, 9624514968, 620020122]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1485128 51.4306605, -0.1485466 51.4308119, -0.1485723 51.4308825, -0.1485186 51.4309793, -0.1484906 51.4310281, -0.1482828 51.4309793, -0.148166 51.4310172, -0.1479746 51.4310019, -0.1479197 51.4308832, -0.147838 51.4307566, -0.1479804 51.4306692, -0.148096 51.4305826, -0.148201 51.4305164, -0.1482758 51.4304734, -0.1483143 51.4304567, -0.1484264 51.4305499, -0.1485128 51.4306605))",,grassland,,"[9645454918, 9645454919, 9645454920, 9645454921, 9645454922, 9645454923, 9645454924, 9645454925, 9645454926, 9645454927, 9645454928, 9645454929, 9645454930, 9645454931, 9645454932, 9645454933, 9645454918]",,,,,,,,,,,,,,,,,Area of acid grassland,,,,,,,,,
"POLYGON ((-0.3125368 51.6279944, -0.3133406 51.6276416, -0.3135996 51.6268452, -0.3130173 51.6268653, -0.312615 51.6261865, -0.3122592 51.6261812, -0.3118888 51.6263006, -0.3115025 51.6261191, -0.3110653 51.6260558, -0.31073 51.6259826, -0.310376 51.6258693, -0.3099576 51.6256828, -0.3097537 51.6255313, -0.3097725 51.6258094, -0.3098342 51.6261857, -0.3090422 51.626428, -0.3087951 51.6266476, -0.3088014 51.626779, -0.3088116 51.6272212, -0.3089778 51.6276346, -0.3089778 51.6279245, -0.3096389 51.6283677, -0.309902 51.6282494, -0.3101501 51.6284634, -0.3109286 51.6283475, -0.3109732 51.6281489, -0.3114582 51.6282255, -0.3114245 51.6284989, -0.3115452 51.6284276, -0.3116149 51.6283576, -0.3118027 51.6282711, -0.3118241 51.6281479, -0.3121513 51.6280579, -0.3122747 51.6280213, -0.3125368 51.6279944))",,grassland,,"[9651742122, 9651742120, 9651742119, 9651742117, 2313660103, 9651742136, 9651742142, 9651742143, 9651742144, 9651742145, 9651742146, 9651742147, 9651742148, 9651742149, 9651742150, 9651742151, 9651742152, 9651742153, 9651742154, 9651742155, 9651742156, 5277725589, 5277725590, 5277725591, 5277725592, 2313660166, 5277725593, 5173520172, 9651742128, 9651742129, 9651742130, 9651742131, 9651742132, 9651742133, 9651742122]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.3429099 51.4507915, -0.3426921 51.450786, -0.3423316 51.450814, -0.3421772 51.4508231, -0.341965 51.4506216, -0.3417277 51.450434, -0.3416251 51.4503103, -0.3415409 51.4502364, -0.3414679 51.4501024, -0.3414112 51.4500262, -0.3418705 51.4498522, -0.3416802 51.449617, -0.3418971 51.4495617, -0.3421529 51.4494955, -0.3423199 51.4494526, -0.3423973 51.4495078, -0.3424926 51.4495337, -0.3425883 51.4495428, -0.3428054 51.4495636, -0.3429816 51.4495805, -0.3429455 51.4496229, -0.3428319 51.4496681, -0.3427712 51.4496626, -0.3426582 51.4498059, -0.3426215 51.4499008, -0.3426118 51.4499259, -0.3426017 51.4500599, -0.342594 51.4501492, -0.3425373 51.4502495, -0.3425189 51.4502821, -0.3424788 51.4503266, -0.3424565 51.4503513, -0.3423744 51.4504424, -0.3423487 51.4504708, -0.3423467 51.4505385, -0.3423961 51.4506247, -0.3424685 51.4506745, -0.3429393 51.4507201, -0.3429099 51.4507915))",Craneford Way Wild Park,grassland,,"[7905435428, 7905435449, 7905435448, 7905435447, 7905435441, 7905435439, 7905435437, 9756108178, 9756108179, 7905435435, 9756108180, 8027612277, 9756108181, 9756108182, 7905435410, 8027612275, 8027612274, 9760783010, 9756097497, 7905435409, 8027612261, 9756108183, 7905435407, 9756097496, 9760941839, 9756097495, 9756097494, 7905435403, 9756097493, 7905435402, 9760819193, 9756097492, 9760927645, 7905435401, 8027612262, 2616260526, 2616260519, 293543727, 7905435428]",,,,,park,,,grass,,,,,,,,,,,,,Twickenham,Craneford,Craneford Way,,,
"POLYGON ((-0.4088761 51.4669015, -0.4089395 51.4668588, -0.4089654 51.4668713, -0.4089765 51.4668894, -0.4090176 51.4669943, -0.4091057 51.4670249, -0.4086218 51.4676291, -0.4084686 51.4677116, -0.408393 51.4676875, -0.4085461 51.467613, -0.4089844 51.4670227, -0.4088761 51.4669015))",,grassland,,"[9772849036, 9772849037, 9772849038, 7909723165, 7909723166, 7909723167, 9772849025, 9772849024, 9772849039, 9772849040, 9772849041, 9772849036]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.0508782 51.5970182, -0.0508832 51.5970244, -0.0508846 51.59704, -0.0508758 51.597048, -0.0508554 51.5970543, -0.0508395 51.597054, -0.0508338 51.597052, -0.0508353 51.5970465, -0.0508699 51.5970198, -0.0508782 51.5970182))",,grassland,,"[9789079475, 9789079474, 9789079473, 9789079472, 9789079471, 9789079470, 9789079467, 9789079469, 9789079468, 9789079475]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.4156416 51.4732043, -0.4156261 51.4731434, -0.4155757 51.4731211, -0.4155513 51.4730411, -0.4159493 51.4729971, -0.4155368 51.4727069, -0.4151581 51.4723682, -0.4144611 51.4722401, -0.4144705 51.471938, -0.41438 51.4716535, -0.4141574 51.4713786, -0.4138443 51.4710379, -0.4135954 51.4709274, -0.4131689 51.4709823, -0.4130609 51.4708609, -0.4137811 51.4706315, -0.4134916 51.4702777, -0.4134471 51.4701419, -0.4133871 51.470114, -0.4132906 51.4700938, -0.4130241 51.4700412, -0.4127272 51.4701118, -0.4124258 51.4701874, -0.4123978 51.470194, -0.4119971 51.4702883, -0.4125215 51.4707335, -0.4127931 51.4709396, -0.4129533 51.4709656, -0.4130344 51.4709672, -0.4130839 51.4710066, -0.4129463 51.4710741, -0.4129533 51.47115, -0.413027 51.4712866, -0.4132689 51.4714025, -0.4132379 51.4714957, -0.4132691 51.4715993, -0.4133678 51.4716977, -0.4134512 51.4718397, -0.413587 51.4721303, -0.4137835 51.4722983, -0.4139038 51.4723906, -0.4141128 51.4724535, -0.4144505 51.4726573, -0.4145898 51.4728677, -0.4147639 51.4730152, -0.4148892 51.4731887, -0.4149975 51.4731621, -0.4151674 51.4731351, -0.4154011 51.4731041, -0.4156416 51.4732043))",,grassland,,"[8930511917, 9803589909, 9808822101, 9572828469, 7079658076, 7079658077, 7079658078, 9803589903, 9803589904, 9803589905, 9803589906, 9803589907, 9803589908, 9803589900, 9803589901, 9803589902, 7079658081, 7963554914, 9574733035, 7963554915, 7963554917, 8634996020, 7963554920, 9574733037, 8930511885, 8930511889, 8930511890, 8930511891, 8930511892, 8930511893, 8930511894, 8930511895, 8930511896, 8930511897, 8930511898, 9808822110, 8930511899, 8930511900, 8930511901, 8930511902, 8930511903, 8930511904, 8930511905, 8930511906, 8930511907, 8930511908, 8930511909, 8930511910, 8930511915, 8930511917]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.4435295 51.4866399, -0.4435724 51.4860681, -0.4430138 51.4859824, -0.4428077 51.4859507, -0.4426321 51.4865995, -0.4435295 51.4866399))",,grassland,,"[250046067, 9810746944, 9810746937, 9810746961, 9810746962, 250046067]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.4210697 51.4894343, -0.4214777 51.489137, -0.4215165 51.4888816, -0.4218417 51.4883249, -0.4216817 51.4882924, -0.4213364 51.4888975, -0.4210697 51.4894343))",,grassland,,"[9811981345, 9811981364, 9811981363, 9811981362, 9811981347, 9811981346, 9811981345]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.4236512 51.4907787, -0.4234162 51.4906552, -0.4231608 51.4908158, -0.4230906 51.490916, -0.4230762 51.491037, -0.423084 51.4910989, -0.4231382 51.4911422, -0.4231715 51.4911678, -0.4232473 51.4911157, -0.4232919 51.4911099, -0.4233025 51.4911026, -0.4233025 51.4910784, -0.423299 51.4910046, -0.4233436 51.4909322, -0.4236512 51.4907787))",,grassland,,"[9811982888, 9811981382, 9811981383, 9811981394, 9811981393, 9811981392, 9811981329, 9811981330, 9811982896, 9811982895, 9811982894, 9811982893, 9811982892, 9811982891, 9811982888]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.4217972 51.4880997, -0.4216194 51.4880697, -0.4215666 51.4881187, -0.4214242 51.4881351, -0.4207803 51.4880692, -0.4207394 51.4882484, -0.4216817 51.4882924, -0.4218417 51.4883249, -0.4217972 51.4880997))",,grassland,,"[9811981412, 9812026523, 9812026534, 9812026535, 9811981349, 9811981348, 9811981347, 9811981362, 9811981412]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.1909092 51.5225822, 0.1912864 51.5225229, 0.1913924 51.5224949, 0.1915184 51.5224098, 0.1916841 51.5222709, 0.1917518 51.5221574, 0.1917511 51.5220226, 0.191733 51.5219968, 0.1915231 51.5220556, 0.1914179 51.522124, 0.1912918 51.5221224, 0.1911563 51.5221278, 0.1910397 51.5221178, 0.1909083 51.5220875, 0.1907836 51.5221182, 0.1906907 51.5221739, 0.1906447 51.5222439, 0.1906523 51.522317, 0.1909092 51.5225822))",,grassland,,"[9898516456, 9898516455, 9898516454, 9898516453, 9898516452, 9898516451, 9898516450, 9898516449, 9898516448, 9898516447, 9898516446, 9898516445, 9898516444, 9898516500, 9898516499, 9898516498, 9898516497, 9898516496, 9898516456]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.1938449 51.5262362, 0.193568 51.526215, 0.193336 51.5261757, 0.1931955 51.5261399, 0.1930778 51.5260958, 0.1928934 51.5260166, 0.1926986 51.5258879, 0.1926611 51.5258566, 0.1925987 51.5257877, 0.1925749 51.52579, 0.1925709 51.5257748, 0.1925407 51.525779, 0.1925487 51.5257656, 0.1925658 51.5257467, 0.1926267 51.5256972, 0.1926512 51.5256745, 0.1926708 51.5256574, 0.1929719 51.5255629, 0.1930315 51.5255568, 0.193118 51.5255587, 0.193173 51.5255639, 0.1932542 51.5255858, 0.1933132 51.5256088, 0.1933507 51.5256278, 0.1933832 51.5256563, 0.1934171 51.525692, 0.1934314 51.5257151, 0.1933469 51.5257295, 0.1933968 51.5258437, 0.1934218 51.5259725, 0.1935068 51.525963, 0.1935068 51.5259982, 0.1934959 51.5260213, 0.1934262 51.5260389, 0.1934305 51.5260958, 0.1935177 51.5260782, 0.193576 51.5261069, 0.193639 51.5260625, 0.1936671 51.5260159, 0.19367 51.5259813, 0.1936613 51.5259457, 0.1935854 51.5256887, 0.1935018 51.525703, 0.1934872 51.525664, 0.1934637 51.5256273, 0.1934215 51.5255923, 0.193349 51.5255581, 0.1932548 51.5255314, 0.1931573 51.5255103, 0.1931559 51.5254995, 0.1931304 51.5254934, 0.1931616 51.5254705, 0.1932119 51.5254448, 0.1932424 51.5254504, 0.1932709 51.5254542, 0.1934513 51.5254807, 0.1935512 51.5255326, 0.1936132 51.5256127, 0.1936498 51.525683, 0.1937591 51.5260064, 0.1938486 51.5262243, 0.1938449 51.5262362))",,grassland,,"[9898957537, 9898957536, 9898957535, 9898957534, 9898957533, 9898957532, 9898957531, 9898957530, 9898957529, 9898957528, 9898957527, 9898957576, 9898957577, 9898957578, 9898957559, 9898957526, 9898957525, 9898957524, 9898957523, 9898957522, 9898957521, 9898957520, 9898957519, 9898957518, 9898957517, 9898952616, 9898952615, 272307000, 3126695311, 272306997, 3126695313, 3126695316, 3126695318, 3126695320, 3126695324, 3126695323, 3126695325, 3126695322, 3126695317, 3126695314, 272306998, 272306999, 9898952614, 9898952613, 9898952612, 9898952611, 9898952610, 9898952609, 9898952608, 9898952607, 9898952606, 9898952605, 9898952604, 9898957631, 9898957630, 9898952603, 9898952602, 9898952599, 9898952598, 9898952597, 9898952596, 9898957537]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.1930216 51.5254486, 0.192999 51.5254701, 0.1929957 51.5254938, 0.1926188 51.525604, 0.1925968 51.5255978, 0.1925569 51.5256011, 0.1925527 51.5255908, 0.192418 51.525556, 0.1922959 51.525357, 0.1923238 51.5253284, 0.1923922 51.5253099, 0.1920428 51.5242477, 0.1928099 51.5241809, 0.1929414 51.5242456, 0.1929662 51.5243027, 0.1929004 51.5245626, 0.1930514 51.5246127, 0.1930969 51.5247345, 0.1930004 51.5247904, 0.1934101 51.5250349, 0.1934673 51.5249697, 0.1935497 51.524976, 0.1936696 51.5250725, 0.1934376 51.5252206, 0.1932894 51.5253203, 0.1931224 51.5254187, 0.1930775 51.5254066, 0.19306 51.525395, 0.1930563 51.5253731, 0.1931531 51.5253273, 0.1929139 51.5251314, 0.1926474 51.5252573, 0.1928866 51.5254533, 0.1929814 51.5254085, 0.1930287 51.5254424, 0.1930216 51.5254486))",,grassland,,"[9898957701, 9898957662, 9898957661, 9898957660, 9898957675, 9898957676, 9898957677, 9898957678, 9898957713, 9898957714, 9898957659, 9898957658, 9898957657, 9898957664, 9898957656, 9898957655, 9898957654, 9898957653, 9898957652, 9898957651, 7986081502, 7986083186, 9898957650, 9898957649, 9898957648, 9898957647, 9898957646, 9898957645, 9898957644, 7895571029, 7895571028, 7895571027, 7895571026, 9898957643, 9898957642, 9898957701]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.1994739 51.5331898, 0.199439 51.5331833, 0.1997816 51.5330846, 0.2000149 51.5330116, 0.2000196 51.5330137, 0.1999352 51.533072, 0.1998845 51.5331236, 0.1998577 51.5331688, 0.1998371 51.5331799, 0.1998115 51.5331843, 0.1996479 51.5331911, 0.1994739 51.5331898))",,grassland,,"[9899824738, 9899824737, 9899824736, 9899824735, 9899824734, 9899824733, 9899824732, 9899824731, 9899824730, 9899824729, 9899824728, 9899824738]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.2068594 51.531851, 0.2069318 51.5318556, 0.2071889 51.531865, 0.2073824 51.5318786, 0.2074464 51.5318955, 0.2075032 51.5319186, 0.2072147 51.5317234, 0.2072161 51.5316752, 0.2072529 51.5316402, 0.207239 51.531617, 0.2069493 51.5318127, 0.2068594 51.531851))",,grassland,,"[9901261189, 9901261183, 9901261182, 9901261181, 9901261180, 9901261179, 9901261193, 9901261194, 9901261192, 7895571054, 9901261188, 9901261189]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.2059906 51.5326564, 0.20592 51.5325697, 0.2058498 51.5325059, 0.2057829 51.5324717, 0.2057625 51.5324378, 0.2058076 51.5324074, 0.2058707 51.5323375, 0.2059441 51.5322959, 0.2063244 51.5321399, 0.2067374 51.5319818, 0.2067649 51.5319585, 0.2067456 51.5319206, 0.206726 51.531903, 0.2067203 51.5318762, 0.2073016 51.5318936, 0.2073704 51.5319013, 0.207358 51.5319374, 0.2072757 51.5319225, 0.2070833 51.5320277, 0.2069782 51.5320865, 0.2069783 51.5321011, 0.2068062 51.5321944, 0.2067917 51.5321812, 0.2066696 51.5322658, 0.2066427 51.5322707, 0.2066045 51.5322821, 0.2065907 51.5322997, 0.2064568 51.5323522, 0.2064063 51.5323728, 0.2063624 51.5324066, 0.2061491 51.5325235, 0.2060798 51.5325387, 0.2060423 51.5325885, 0.2060504 51.5326366, 0.2059906 51.5326564))",,grassland,,"[9901261207, 9901261206, 9901261205, 9901261204, 9901197044, 9901197045, 9901197046, 9901197047, 9901197048, 9901197050, 9901197051, 9901261203, 9901197053, 9901197054, 9901261202, 9901261201, 6439623168, 6439626596, 6439623170, 9901261212, 3126695344, 7975226507, 9901261211, 9895383305, 9895383300, 9895383301, 9895383304, 9895383303, 9901261200, 9895383302, 6439626592, 9901261199, 9901261198, 9901261197, 9901261207]",,,,,,,,,,,,,,,,,,,,,,,,,,
