geometry,barrier,foot,source,name,access,note,ref,operator,natural,landuse,nodes,leisure,wikidata,wikipedia,addr:city,managed,contact:website,source:landuse,meadow,surface,boundary,protection_title,website,fixme,crop,source:name,landcover,name:en,abandoned:leisure,dog,fence_type,area,attraction,description,tourism,zoo,ways,type,operator:wikidata
"POLYGON ((0.0556162 51.2993265, 0.0567368 51.2996717, 0.0570176 51.2992114, 0.0563583 51.2988053, 0.0556162 51.2993265))",,,,,,,,,,meadow,"[5619287753, 5619287754, 5619287755, 2159833700, 5619287753]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.055 51.2999201, 0.0550252 51.299781, 0.0552732 51.2995675, 0.0556162 51.2993265, 0.0567368 51.2996717, 0.056566 51.2999259, 0.0562611 51.3002512, 0.0554393 51.3000123, 0.0552866 51.2999679, 0.055 51.2999201))",,,,,,,,,,meadow,"[5619287765, 5619287766, 5619287746, 5619287753, 5619287754, 5619287756, 5619287757, 5619287768, 5491443674, 5619287765]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0553179 51.300269, 0.0554393 51.3000123, 0.0562611 51.3002512, 0.056118 51.3004302, 0.0553179 51.300269))",,,,,,,,,,meadow,"[5619287767, 5619287768, 5619287757, 5619287769, 5619287767]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0527458 51.3015079, 0.0533497 51.3016016, 0.0534945 51.3013319, 0.0535609 51.301179, 0.0528867 51.301239, 0.0527458 51.3015079))",,,,,,,,,,meadow,"[5626621633, 5626621634, 5626621635, 5491443684, 5491443685, 5626621633]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0528696 51.3025435, 0.0528875 51.3025744, 0.0533404 51.3025917, 0.0537595 51.3025994, 0.0542278 51.3025994, 0.0547362 51.3026302, 0.0550381 51.3026283, 0.0552784 51.302584, 0.0553863 51.3025127, 0.0554017 51.3022276, 0.0554201 51.3020504, 0.0555157 51.3017807, 0.0556451 51.3015746, 0.0549919 51.3014879, 0.0544804 51.3014244, 0.0534945 51.3013319, 0.0533497 51.3016016, 0.0533934 51.3016628, 0.0533721 51.3017933, 0.0533297 51.3019549, 0.053227 51.3020832, 0.0531102 51.3022647, 0.0528696 51.3025435))",,,,,,,,,,meadow,"[5578359855, 5626621636, 5626621637, 5626621638, 5626621639, 5626621640, 5626621641, 5626621642, 5626621652, 5626621653, 5626621654, 5626621659, 5626621658, 5626621643, 5626621644, 5626621635, 5626621634, 5578359849, 5578359850, 5578359851, 5578359852, 5578359853, 5578359855]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0535609 51.301179, 0.0536657 51.301157, 0.0545857 51.3011454, 0.0544804 51.3014244, 0.0534945 51.3013319, 0.0535609 51.301179))",,,,,,,,,,meadow,"[5491443684, 5626621649, 5626621650, 5626621644, 5626621635, 5491443684]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0545857 51.3011454, 0.0550807 51.3011629, 0.0557999 51.3012271, 0.0557205 51.3014373, 0.0556451 51.3015746, 0.0544804 51.3014244, 0.0545857 51.3011454))",,,,,,,,,,meadow,"[5626621650, 5626621651, 5626621655, 5626621657, 5626621658, 5626621644, 5626621650]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0548184 51.3009678, 0.0557123 51.3011053, 0.0557611 51.3009503, 0.0558565 51.3007926, 0.0549305 51.3007079, 0.0548184 51.3009678))",,,,,,,,,,meadow,"[5491443681, 5619287760, 5619287759, 5626621660, 5491443682, 5491443681]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0549057 51.300417, 0.0557322 51.3004462, 0.0560675 51.3004934, 0.055944 51.3006478, 0.0558565 51.3007926, 0.0549305 51.3007079, 0.0543282 51.3006379, 0.05434 51.3003401, 0.0546901 51.3003742, 0.0549057 51.300417))",,,,,,,,,,meadow,"[5626621661, 5626621662, 5626621663, 5619287758, 5626621660, 5491443682, 5491443683, 5626621664, 5626621665, 5626621661]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0581739 51.2946066, 0.0585573 51.294667, 0.0585922 51.2946452, 0.0587637 51.2942679, 0.0587298 51.2942278, 0.0581739 51.2946066))",,,,,,,,,,meadow,"[5632734471, 5632734472, 5632734473, 5632734466, 5491443545, 5632734471]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0589525 51.2975137, 0.0585349 51.2964559, 0.0585065 51.2962125, 0.0599804 51.2961476, 0.0599175 51.2964794, 0.0608258 51.2968587, 0.0608212 51.2970136, 0.0589525 51.2975137))",,,,,,,,,,meadow,"[5632734475, 5632734476, 5632734477, 5632734474, 34054135, 5632734478, 5632734479, 5632734475]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0590445 51.2976155, 0.0606867 51.2971596, 0.0607221 51.2973854, 0.0606159 51.2974916, 0.0605168 51.2976465, 0.0603682 51.2979607, 0.0604673 51.2980404, 0.060478 51.2980806, 0.0605097 51.2981997, 0.0603965 51.2982927, 0.0603399 51.2984254, 0.0600709 51.298452, 0.0596957 51.2980979, 0.0592285 51.2977616, 0.0590445 51.2976155))",,,,,,,,,,meadow,"[5632734480, 5632734481, 5632734482, 5632734483, 5632734484, 5632734485, 5632734486, 5632734494, 5632734487, 5632734488, 5632734489, 5632734490, 5632734491, 5632734492, 5632734480]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0606208 51.2984789, 0.0606088 51.2982263, 0.0605097 51.2981997, 0.060478 51.2980806, 0.0606371 51.2980625, 0.0607716 51.2976863, 0.0610265 51.2975757, 0.0611185 51.2973101, 0.0611751 51.2971021, 0.0615786 51.2971021, 0.0618263 51.2970667, 0.0620174 51.2970977, 0.0617201 51.2974562, 0.0614441 51.2978279, 0.0612247 51.2980315, 0.0608688 51.2985653, 0.0606208 51.2984789))",,,,,,,,,,meadow,"[5632434065, 5632734493, 5632734487, 5632734494, 5632734495, 5632734496, 5632734497, 5632734498, 5632734499, 5632734500, 5632734501, 5632734502, 5632734503, 5632734504, 5632734505, 5632434066, 5632434065]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0850967 51.2948319, 0.0859912 51.2948874, 0.0871285 51.294921, 0.0871309 51.2948625, 0.0871047 51.2948189, 0.0851493 51.2947252, 0.0850967 51.2948319))",,,,,,,,,,meadow,"[5465357417, 4359212405, 4359212403, 5464332051, 5634459792, 34053933, 5465357417]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0779859 51.3052807, 0.0783204 51.3053916, 0.0792813 51.3049471, 0.0793321 51.3049244, 0.0791174 51.3047278, 0.0779859 51.3052807))",,,,,,,,,,meadow,"[5634647652, 5634647653, 5634461897, 5634647654, 34053951, 5634647652]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0783204 51.3053916, 0.0790318 51.3056966, 0.0790618 51.3056777, 0.0793981 51.3054004, 0.0793306 51.3053747, 0.0795586 51.3051782, 0.0792813 51.3049471, 0.0783204 51.3053916))",,,,,,,,,,meadow,"[5634647653, 5634647655, 5482943533, 5482943536, 5634461895, 5634461896, 5634461897, 5634647653]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.079342 51.3058091, 0.080158 51.3061439, 0.0802328 51.3061521, 0.0802835 51.3059565, 0.0804565 51.3057459, 0.0797435 51.3055635, 0.0796923 51.3055317, 0.079342 51.3058091))",,,,,,,,,,meadow,"[5482943534, 5634647656, 5634647657, 5473352231, 5634461901, 5634461902, 5482943535, 5482943534]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0792229 51.3057779, 0.0786781 51.3064794, 0.078731 51.3065023, 0.0786659 51.3066128, 0.0787799 51.3067403, 0.07889 51.3067686, 0.0789769 51.3068403, 0.0790345 51.3069514, 0.0790386 51.3070401, 0.0794159 51.3070315, 0.0797249 51.3068689, 0.0801011 51.3066532, 0.0802328 51.3061521, 0.080158 51.3061439, 0.0792229 51.3057779))",,,,,,,,,,meadow,"[5634647658, 5634647659, 5634647660, 5473351792, 5473351794, 5473351796, 5473351797, 5473351798, 5473351799, 5634461904, 5634461905, 5634461906, 5634647657, 5634647656, 5634647658]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0786781 51.3064794, 0.0785521 51.3065836, 0.0776902 51.3062938, 0.0776579 51.3062835, 0.0766373 51.3059558, 0.0767145 51.3058211, 0.076747 51.3056254, 0.0769056 51.3056407, 0.0771462 51.305691, 0.0779859 51.3052807, 0.0783204 51.3053916, 0.0790318 51.3056966, 0.0792229 51.3057779, 0.0786781 51.3064794))",,,,,,,,,,meadow,"[5634647659, 5634647661, 5634647662, 5634647675, 252183912, 34053952, 5634647665, 5634647664, 5634647663, 5634647652, 5634647653, 5634647655, 5634647658, 5634647659]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0770184 51.3066792, 0.077117 51.3067259, 0.0778515 51.3070333, 0.0779602 51.3070642, 0.0783575 51.3068159, 0.0785521 51.3065836, 0.0776579 51.3062835, 0.0766373 51.3059558, 0.0766282 51.3060311, 0.0766923 51.306137, 0.076918 51.3062266, 0.0770299 51.3063926, 0.0770768 51.3065483, 0.0770184 51.3066792))",,,,,,,,,,meadow,"[5634647672, 5634647673, 5634647674, 252183911, 5473351791, 5634647661, 5634647675, 252183912, 5634647668, 5634647667, 5634647666, 5634647669, 34053953, 5634647672]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0760319 51.3077526, 0.0764625 51.3076586, 0.0767918 51.3076612, 0.0768145 51.3076211, 0.0768365 51.3075824, 0.0769381 51.3074731, 0.0769666 51.307252, 0.0769666 51.3069978, 0.0769585 51.3068199, 0.0770682 51.3067793, 0.0770184 51.3066792, 0.0768624 51.306744, 0.0765017 51.3069143, 0.0760405 51.3070032, 0.0759774 51.3072268, 0.0759174 51.3073259, 0.0760769 51.3074097, 0.0760319 51.3077526))",,,,,,,,,,meadow,"[5634647691, 5634647692, 5634647693, 5699764504, 5699764503, 5634647690, 5634647689, 5634647688, 5634647687, 5634647686, 5634647672, 5634647671, 5634647670, 34053954, 5634647695, 5634647696, 5634647694, 5634647691]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.076095 51.3078625, 0.0764828 51.3077857, 0.0768162 51.3077755, 0.0769991 51.3077654, 0.0770276 51.3079077, 0.0769585 51.3079102, 0.0770154 51.3086498, 0.0771414 51.30866, 0.0771495 51.3087438, 0.0768893 51.3087921, 0.0766394 51.3088105, 0.0768 51.3086808, 0.076611 51.3086018, 0.0764769 51.3086015, 0.0763306 51.3083619, 0.0762332 51.308163, 0.0763714 51.3080472, 0.0762698 51.307955, 0.0761194 51.3079492, 0.076095 51.3078625))",,,,,,,,,,meadow,"[5634647697, 5634647698, 5634647699, 5634650526, 5634647700, 5634647701, 5634647702, 5634647703, 5634647704, 5634647705, 5634647706, 5634647710, 5634647709, 5634647708, 5634647707, 5634647711, 5634647713, 5634647714, 5634647712, 5634647697]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0771861 51.3068657, 0.0777166 51.3070477, 0.0775037 51.3073675, 0.0777214 51.3074505, 0.0778753 51.3076044, 0.0780771 51.3078436, 0.0779789 51.3078925, 0.077861 51.3080272, 0.0779464 51.3080526, 0.0776943 51.3082915, 0.0775195 51.3083957, 0.0772552 51.3086346, 0.0771251 51.3085837, 0.077178 51.3084821, 0.0771292 51.3082762, 0.0770642 51.3080856, 0.077052 51.3079382, 0.0770276 51.3079077, 0.0769991 51.3077654, 0.0771292 51.30774, 0.0771821 51.3076968, 0.077243 51.3076281, 0.0772268 51.30728, 0.0772552 51.3072139, 0.0771821 51.3070766, 0.0771861 51.3068657))",,,,,,,,,,meadow,"[5634647682, 5634647683, 5472608087, 5472608088, 5472608085, 5472608086, 5634647715, 5634647716, 5634647717, 5634647718, 5634647719, 5634647720, 5634650521, 5634650522, 5634650523, 5634650524, 5634650525, 5634647700, 5634650526, 5634650527, 5699764505, 5634647678, 5634647679, 5634647680, 5634647681, 5634647682]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0559866 51.3054682, 0.0559383 51.3056225, 0.0560429 51.3057315, 0.056185 51.3057516, 0.0571721 51.3059109, 0.0581457 51.3060635, 0.0581806 51.305964, 0.0582852 51.3056661, 0.0583657 51.3054598, 0.0584086 51.3054146, 0.058481 51.305101, 0.0586098 51.3050574, 0.0587224 51.3051027, 0.0587197 51.3051748, 0.0589504 51.3052737, 0.0589772 51.3054179, 0.0589692 51.3055068, 0.0590926 51.3055219, 0.0593313 51.3049165, 0.0599562 51.3050222, 0.0599651 51.3049912, 0.0601386 51.3043867, 0.0595941 51.3042961, 0.059786 51.3037544, 0.056289 51.3032689, 0.0563185 51.3036291, 0.0564049 51.3040097, 0.0563327 51.3046876, 0.0562199 51.3049386, 0.0561078 51.3052251, 0.0559866 51.3054682))",,,,,,,,,,meadow,"[5637135065, 5637135066, 5637135067, 5637135068, 5637135069, 5637135070, 5637406340, 5637135071, 5637135072, 5637135073, 5637135074, 5637135075, 5637135076, 5637135077, 5637135078, 5637135079, 5637135080, 5637135081, 5637135082, 5637135083, 5637406324, 5637135084, 5637135085, 5637135086, 2159833426, 5637135090, 5637135088, 5637135089, 34055479, 5637135087, 5637135065]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0561453 51.303094, 0.0576997 51.3033362, 0.0578828 51.303112, 0.0583965 51.3031791, 0.0594494 51.3033584, 0.0594939 51.303366, 0.0596107 51.3029631, 0.0563323 51.3024288, 0.0562109 51.3024171, 0.0561186 51.3024319, 0.0561453 51.303094))",,,,,,,,,,meadow,"[2159833424, 5637135091, 5637135092, 5637135093, 5637406293, 5637135094, 5637135095, 5637135096, 5637135097, 5637135098, 2159833424]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0561159 51.3023672, 0.0562669 51.3023499, 0.0581489 51.3026536, 0.0594145 51.3028492, 0.0596009 51.3022302, 0.0592708 51.3021669, 0.0589898 51.3020505, 0.0589126 51.3021085, 0.0578141 51.3019628, 0.0560918 51.3017693, 0.0561159 51.3023672))",,,,,,,,,,meadow,"[5637135099, 5637135100, 5637135101, 5637135102, 5637135103, 5637135138, 5637135140, 5637135139, 5637135137, 34055480, 5637135099]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0594145 51.3028492, 0.0607501 51.3030565, 0.0608062 51.3031266, 0.0606941 51.303439, 0.0613946 51.3035149, 0.0617168 51.3035382, 0.0617766 51.3034978, 0.061543 51.3031726, 0.0613853 51.302893, 0.0612638 51.3029426, 0.0610117 51.3029222, 0.0608669 51.3028346, 0.0608435 51.3026857, 0.0609183 51.3025222, 0.060979 51.3024609, 0.0609183 51.3024112, 0.0606334 51.3024025, 0.0602458 51.3023266, 0.0597928 51.3022828, 0.0596009 51.3022302, 0.0594145 51.3028492))",,,,,,,,,,meadow,"[5637135102, 5637135104, 5637135105, 5637135106, 5637135107, 5637135108, 5632434174, 5632434173, 5637135154, 5637135145, 5637135144, 5637135149, 5637135147, 5637135148, 5637135146, 5637135142, 5637135134, 5637135135, 5637135136, 5637135103, 5637135102]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0589612 51.3012627, 0.0589384 51.3012009, 0.0593836 51.3012076, 0.0606389 51.3011975, 0.0606872 51.3012747, 0.0610183 51.3012731, 0.0610445 51.3013985, 0.0619879 51.3013401, 0.0620522 51.3012067, 0.0625996 51.3011416, 0.062609 51.301381, 0.0628845 51.3013781, 0.0628892 51.3014394, 0.0631087 51.3014394, 0.0632513 51.3016134, 0.0632782 51.3017107, 0.0632835 51.3018452, 0.062955 51.301876, 0.0611431 51.3020461, 0.061068 51.3021165, 0.0608034 51.3021053, 0.0604026 51.302011, 0.0591757 51.3016954, 0.0590309 51.3015294, 0.0589612 51.3012627))",,,,,,,,,,meadow,"[34055483, 5637135119, 5637135120, 5637135121, 5637135122, 5637135123, 5632434083, 5632434084, 5637135124, 5632434088, 5632434093, 5632434092, 5632434091, 5632434090, 5637135125, 5637135126, 5637135127, 5637406368, 5637135128, 5637135132, 5637135129, 5637135130, 34055482, 5637135131, 34055483]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.061543 51.3031726, 0.0628218 51.3029272, 0.0628013 51.3028915, 0.06246 51.3022988, 0.0620964 51.3023489, 0.0616805 51.3023701, 0.0616273 51.3023628, 0.0612805 51.3024262, 0.0612077 51.3024579, 0.0613853 51.302893, 0.061543 51.3031726))",,,,,,,,,,meadow,"[5632434173, 5637135150, 5637406367, 5637135151, 5637135152, 5637135153, 34055481, 5637135141, 5637135143, 5637135154, 5632434173]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0606941 51.303439, 0.0605548 51.3038036, 0.0617833 51.3039915, 0.0617168 51.3035382, 0.0613946 51.3035149, 0.0606941 51.303439))",,,,,,,,,,meadow,"[5637135106, 5637135155, 5637135156, 5637135108, 5637135107, 5637135106]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0617833 51.3039915, 0.061794 51.304025, 0.0619764 51.3040552, 0.0621105 51.3035555, 0.0617957 51.303567, 0.0617168 51.3035382, 0.0617833 51.3039915))",,,,,,,,,,meadow,"[5637135156, 5637135157, 5637135158, 5637135159, 5637135160, 5637135108, 5637135156]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0621105 51.3035555, 0.0623153 51.303534, 0.0623846 51.3038124, 0.0632289 51.3037257, 0.0631657 51.303457, 0.0633443 51.3034347, 0.0635073 51.3034425, 0.0640416 51.3035668, 0.0640095 51.3043906, 0.0619764 51.3040552, 0.0621105 51.3035555))",,,,,,,,,,meadow,"[5637135159, 5637135052, 5637135053, 5637135050, 5637135051, 5637135161, 5632434169, 5637135162, 5637135163, 5637135158, 5637135159]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0640095 51.3043906, 0.0653989 51.304632, 0.0654901 51.3046253, 0.0652755 51.3044811, 0.0646747 51.3040418, 0.0645192 51.3038372, 0.0644487 51.3036616, 0.0640416 51.3035668, 0.0640095 51.3043906))",,,,,,,,,,meadow,"[5637135163, 5637135164, 5637135165, 5637135166, 5637135167, 5637135168, 5632434168, 5637135162, 5637135163]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0637199 51.3044006, 0.0653989 51.3046924, 0.0653828 51.3047662, 0.0650502 51.3053128, 0.0648732 51.3054772, 0.0647981 51.3055174, 0.0646372 51.3057354, 0.0645192 51.3057387, 0.0640042 51.3056549, 0.0641061 51.3053464, 0.0638325 51.3053128, 0.0639076 51.3049909, 0.0638486 51.3049674, 0.0635267 51.304907, 0.0636287 51.30458, 0.0637199 51.3044006))",,,,,,,,,,meadow,"[5637135169, 5637135170, 5637135171, 5637135172, 5637135173, 5637135174, 5637135175, 5637135176, 5637135177, 5637135178, 5637135179, 5637135180, 5637135181, 5637135182, 5637135183, 5637135169]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0576997 51.3033362, 0.0578828 51.303112, 0.0583965 51.3031791, 0.0594494 51.3033584, 0.0600399 51.3034549, 0.0605066 51.3035286, 0.0604154 51.30376, 0.0603183 51.3037443, 0.0576997 51.3033362))",,,,,,,,,,meadow,"[5637135091, 5637135092, 5637135093, 5637406293, 5637406294, 5637406295, 5637406296, 2159833722, 5637135091]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.059786 51.3037544, 0.0602094 51.3038157, 0.0603092 51.3038663, 0.0603022 51.3038902, 0.0601613 51.3043671, 0.0601386 51.3043867, 0.0595941 51.3042961, 0.059786 51.3037544))",,,,,,,,,,meadow,"[5637135086, 5637406305, 5637406306, 5637406315, 5637406307, 5637135084, 5637135085, 5637135086]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0601613 51.3043671, 0.0604941 51.304421, 0.061899 51.3046503, 0.062469 51.3047543, 0.0626816 51.3042226, 0.0611257 51.3039665, 0.0604879 51.3038663, 0.0603739 51.3038933, 0.0603022 51.3038902, 0.0601613 51.3043671))",,,,,,,,,,meadow,"[5637406307, 5637406308, 5637406309, 5637406310, 5637406311, 5637406312, 5637406313, 5637406314, 5637406315, 5637406307]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0599919 51.3050239, 0.0600905 51.3050355, 0.0612982 51.3052378, 0.0626046 51.3054477, 0.0627525 51.3050124, 0.0628018 51.3049854, 0.0628665 51.3048371, 0.0627587 51.3048044, 0.062469 51.3047543, 0.061899 51.3046503, 0.0601613 51.3043671, 0.0601386 51.3043867, 0.0599651 51.3049912, 0.0599919 51.3050239))",,,,,,,,,,meadow,"[5637406316, 5637406317, 5637406318, 5637406319, 5637406320, 5637406321, 5637406322, 5637406323, 5637406310, 5637406309, 5637406307, 5637135084, 5637406324, 5637406316]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0593313 51.3049165, 0.0599562 51.3050222, 0.0599919 51.3050239, 0.0600905 51.3050355, 0.0612982 51.3052378, 0.0610548 51.3058599, 0.0590926 51.3055219, 0.0593313 51.3049165))",,,,,,,,,,meadow,"[5637135082, 5637135083, 5637406316, 5637406317, 5637406318, 5637406325, 5637135081, 5637135082]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0600874 51.3063703, 0.0603339 51.3057732, 0.0589566 51.3055376, 0.0588026 51.3055113, 0.0585499 51.3061045, 0.0600874 51.3063703))",,,,,,,,,,meadow,"[5637406326, 5637406327, 5637406331, 5637406328, 5637406329, 5637406326]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0603339 51.3057732, 0.0623269 51.3061107, 0.0620464 51.3066953, 0.0600874 51.3063703, 0.0603339 51.3057732))",,,,,,,,,,meadow,"[5637406327, 5637406350, 5637406351, 5637406326, 5637406327]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0620464 51.3066953, 0.0634896 51.3069596, 0.0639531 51.3064665, 0.0640384 51.3064462, 0.0645954 51.3057803, 0.0636116 51.3056202, 0.0626521 51.3054779, 0.0623519 51.3060813, 0.0620464 51.3066953))",,,,,,,,,,meadow,"[5637406351, 5637406352, 5637406353, 5637406354, 5637406355, 5637406356, 5637406357, 5637406358, 5637406351]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0610548 51.3058599, 0.0623519 51.3060813, 0.0626521 51.3054779, 0.0612982 51.3052378, 0.0610548 51.3058599))",,,,,,,,,,meadow,"[5637406325, 5637406358, 5637406357, 5637406318, 5637406325]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0626816 51.3042226, 0.063144 51.3043036, 0.0631232 51.3043537, 0.0629027 51.3043113, 0.0628263 51.304484, 0.0628983 51.304497, 0.0627587 51.3048044, 0.062469 51.3047543, 0.0626816 51.3042226))",,,,,,,,,,meadow,"[5637406311, 5637406360, 5637406361, 5637135055, 5637135054, 5637406362, 5637406323, 5637406310, 5637406311]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.06246 51.3022988, 0.0625342 51.3023064, 0.0626649 51.3024844, 0.0630329 51.3025243, 0.0631904 51.3028267, 0.0628013 51.3028915, 0.06246 51.3022988))",,,,,,,,,,meadow,"[5637135151, 5637406364, 5632434181, 5637406365, 5637406366, 5637406367, 5637135151]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.061068 51.3021165, 0.0611431 51.3020461, 0.062955 51.301876, 0.0629055 51.3020238, 0.0627981 51.3021377, 0.0626159 51.302234, 0.0621209 51.3022807, 0.0616493 51.3023158, 0.0614951 51.3022603, 0.0612757 51.3021494, 0.061068 51.3021165))",,,,,,,,,,meadow,"[5637135132, 5637135128, 5637406368, 5637406369, 5637406370, 5637406371, 5637406372, 5637406373, 5637406374, 5637406375, 5637135132]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0592305 51.3001357, 0.0598751 51.3001472, 0.0599291 51.3000272, 0.0599597 51.299959, 0.0599739 51.2999081, 0.0592115 51.2997953, 0.0592577 51.29996, 0.0592305 51.3001357))",,,,,,,,,,meadow,"[2159833580, 5626621706, 5637406404, 5637406379, 5637406380, 5637406381, 5637406382, 2159833580]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0599541 51.2996939, 0.0597757 51.2996735, 0.0599314 51.2995739, 0.0598606 51.2994544, 0.0598394 51.2993703, 0.0597934 51.2992863, 0.0599314 51.2991977, 0.0600164 51.2991026, 0.0602181 51.2990982, 0.0604375 51.299211, 0.0605508 51.2993128, 0.060572 51.2994035, 0.0605589 51.2995521, 0.0599541 51.2996939))",,,,,,,,,,meadow,"[5632434059, 5637406383, 5637406384, 5637406385, 5637406386, 5637406387, 5637406388, 5637406389, 5637406390, 5637406391, 5637406392, 5637406393, 5637406394, 5632434059]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0748559 51.3825602, 0.0750939 51.3824972, 0.0753682 51.3824246, 0.0755506 51.3828331, 0.0754674 51.3828632, 0.0751585 51.3827685, 0.0751322 51.3827193, 0.0750544 51.3825803, 0.0748908 51.3826138, 0.0748559 51.3825602))",,,,,,,,,,meadow,"[5640132972, 5640132984, 5640132982, 5640132983, 5640132977, 5640132975, 5640132961, 5640132974, 5640132973, 5640132972]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0750939 51.3824972, 0.074923 51.3822405, 0.0752609 51.3821635, 0.0753682 51.3824246, 0.0750939 51.3824972))",,,,,,,,,,meadow,"[5640132984, 5640132985, 5640132986, 5640132982, 5640132984]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0752609 51.3821635, 0.0752019 51.3817148, 0.0751429 51.3814437, 0.0748985 51.3809066, 0.0728581 51.3812495, 0.0729864 51.3816211, 0.0731903 51.3817383, 0.0737213 51.3820028, 0.0739037 51.3822305, 0.0739493 51.3823242, 0.0741129 51.3823711, 0.0744268 51.3824046, 0.0745179 51.3824096, 0.0746628 51.3826121, 0.0750939 51.3824972, 0.074923 51.3822405, 0.0752609 51.3821635))",,,,,,,,,,meadow,"[5640132986, 5640133000, 5640132999, 5640133001, 5640132987, 5640132988, 5640132989, 5640132990, 5640132991, 5640132967, 5640132968, 5640132969, 5640132970, 5640132971, 5640132984, 5640132985, 5640132986]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.188403 51.6348271, -0.1860441 51.6356387, -0.1851129 51.634313, -0.1870412 51.6337384, -0.1869889 51.6334521, -0.1874917 51.6332979, -0.188403 51.6348271))",,,,Buttercup Field,,,,,,meadow,"[21256390, 5654329148, 5654329149, 5655394126, 5655394125, 21256392, 21256390]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,
