geometry,barrier,foot,source,name,access,note,ref,operator,natural,landuse,nodes,leisure,wikidata,wikipedia,addr:city,managed,contact:website,source:landuse,meadow,surface,boundary,protection_title,website,fixme,crop,source:name,landcover,name:en,abandoned:leisure,dog,fence_type,area,attraction,description,tourism,zoo,ways,type,operator:wikidata
"POLYGON ((0.0647609 51.2971864, 0.0649804 51.2971599, 0.0650448 51.2971278, 0.0653076 51.2970943, 0.0655689 51.2970488, 0.0657475 51.2970406, 0.0658816 51.2972788, 0.0658816 51.2975471, 0.0659195 51.2978166, 0.0655962 51.2978193, 0.0650969 51.2978365, 0.0650512 51.2976888, 0.064899 51.2976998, 0.0647609 51.2971864))",,,,,,,,,,meadow,"[5632434203, 5632434204, 5667775257, 5667775256, 5667775265, 5667775254, 5667775253, 5667775252, 5667775251, 5632434187, 5632434199, 5632434198, 5632434197, 5632434203]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0616423 51.2978191, 0.0620811 51.2971862, 0.0622581 51.2972791, 0.0627677 51.297257, 0.0629164 51.2971685, 0.0631803 51.2971916, 0.0633305 51.2972385, 0.0635559 51.2973693, 0.0644995 51.2980043, 0.0637056 51.2984336, 0.0631066 51.2987034, 0.0625412 51.2983856, 0.0616423 51.2978191))",,,,,,,,,,meadow,"[5632734520, 5632734514, 5632734518, 5632734517, 5632734516, 5667776331, 5667776332, 5667776333, 5667776334, 5667776335, 5667776336, 5632735221, 5632734520]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0611179 51.299374, 0.0607713 51.2988383, 0.0610094 51.2985784, 0.061327 51.298231, 0.0614101 51.2981413, 0.0619608 51.2983856, 0.0627111 51.2987972, 0.063695 51.2996248, 0.0635592 51.2997318, 0.0625505 51.3003129, 0.0623124 51.3004618, 0.0622096 51.300453, 0.0620415 51.3002486, 0.0612149 51.2993464, 0.0611179 51.299374))",,,,,,,,,,meadow,"[5667776370, 5667776371, 5667776372, 5667776373, 5667776374, 5632735227, 5632735226, 5632735225, 5667776375, 5667776376, 5667776377, 5667776378, 5667776379, 5667776380, 5667776370]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0629657 51.3003089, 0.0635546 51.2998574, 0.0636667 51.2997756, 0.0637274 51.2997814, 0.0638955 51.2998428, 0.0640449 51.299869, 0.0641757 51.3000238, 0.0642738 51.3002165, 0.0644279 51.3003362, 0.0645633 51.300561, 0.064652 51.3007275, 0.0648015 51.3009085, 0.0649976 51.3010078, 0.0652218 51.301072, 0.0653848 51.3010057, 0.0654629 51.3012411, 0.0654789 51.3012763, 0.0646824 51.3014102, 0.0634755 51.3015718, 0.0634007 51.3015063, 0.0634061 51.3013688, 0.0633524 51.3012245, 0.06317 51.3010602, 0.0630145 51.3009797, 0.0628535 51.3008522, 0.0626819 51.3006644, 0.0625887 51.3006173, 0.0631834 51.3005372, 0.0629657 51.3003089))",,,,,,,,,,meadow,"[5667776383, 5667776384, 5667776385, 5667776388, 5667776389, 5667776390, 5667776391, 5667776392, 5667776393, 5667776394, 5667776395, 5667776396, 5667776397, 5667776398, 1710597777, 1710597780, 5632434099, 5632434098, 5667957732, 5667842208, 5667842209, 5667842210, 5667842211, 5667842212, 5667842213, 5667842214, 5667842215, 5632434076, 5667776383]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0636644 51.3019766, 0.0636436 51.3018667, 0.0635222 51.3016827, 0.0636016 51.3016506, 0.0646804 51.3014754, 0.065026 51.3017324, 0.0641641 51.3018774, 0.0636644 51.3019766))",,,,,,,,,,meadow,"[5632434097, 5667957733, 5667957734, 5667957735, 5667957736, 5667957737, 5632434096, 5632434097]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0644396 51.3023591, 0.0650279 51.3022657, 0.0656284 51.3021703, 0.0653669 51.3018433, 0.0652433 51.301715, 0.065026 51.3017324, 0.0641641 51.3018774, 0.0644396 51.3023591))",,,,,,,,,,meadow,"[5632434095, 5667957740, 5667957738, 5667957739, 5632434102, 5667957737, 5632434096, 5632434095]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0639399 51.3024438, 0.0650279 51.3022657, 0.0653715 51.3030317, 0.0652128 51.3031105, 0.0649979 51.3032535, 0.0648718 51.3033791, 0.0647738 51.3034258, 0.0647189 51.303443, 0.0647073 51.3031101, 0.0643407 51.3030824, 0.064134 51.3026959, 0.0639986 51.302474, 0.0639399 51.3024438))",,,,,,,,,,meadow,"[5632434094, 5667957740, 5667957741, 5667957742, 5667957743, 5667957744, 5667957745, 5632434130, 5632434129, 5632434128, 5667957746, 5667957747, 5632434094]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0653715 51.3030317, 0.0655163 51.3029528, 0.0658525 51.3029441, 0.0660347 51.3029762, 0.0662495 51.3029499, 0.0663429 51.3028769, 0.0663569 51.3025879, 0.0662355 51.3022871, 0.0660814 51.3020798, 0.0656704 51.3021995, 0.0656284 51.3021703, 0.0650279 51.3022657, 0.0653715 51.3030317))",,,,,,,,,,meadow,"[5667957741, 5667957748, 5667957749, 5667957750, 5667957751, 5667957752, 5667957753, 5667957754, 5667957755, 5667957756, 5667957738, 5667957740, 5667957741]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0664783 51.302363, 0.0663242 51.302147, 0.0662775 51.3020448, 0.0662605 51.3019781, 0.0664506 51.3019093, 0.0669761 51.3019092, 0.0672489 51.3019222, 0.067361 51.3023368, 0.0664783 51.302363))",,,,,,,,,,meadow,"[5667957757, 5667957758, 5667957759, 5667957760, 1710608022, 34053986, 5667957761, 5667957762, 5667957757]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0664783 51.302363, 0.0665764 51.3028068, 0.067473 51.3028244, 0.067361 51.3023368, 0.0664783 51.302363))",,,,,,,,,,meadow,"[5667957757, 5667957763, 5667957764, 5667957762, 5667957757]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.067473 51.3028244, 0.0683192 51.3028394, 0.0682754 51.3022902, 0.067361 51.3023368, 0.067473 51.3028244))",,,,,,,,,,meadow,"[5667957764, 5667957765, 5667957766, 5667957762, 5667957764]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.067361 51.3023368, 0.0682754 51.3022902, 0.0682411 51.3018608, 0.0674663 51.3019528, 0.0672489 51.3019222, 0.067361 51.3023368))",,,,,,,,,,meadow,"[5667957762, 5667957766, 34053983, 34053984, 5667957761, 5667957762]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0665764 51.3028068, 0.0665577 51.3029557, 0.0665411 51.3030325, 0.0665344 51.3030638, 0.0665904 51.3031309, 0.0670341 51.3034579, 0.0675384 51.3033937, 0.0680474 51.3032769, 0.0683526 51.3032569, 0.0683192 51.3028394, 0.0665764 51.3028068))",,,,,,,,,,meadow,"[5667957763, 5667957767, 5699260987, 5667957768, 5667957769, 5667957770, 5667957771, 5667957772, 5667957773, 5667957765, 5667957763]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0661421 51.3032594, 0.0661561 51.303236, 0.0665063 51.3031105, 0.066992 51.3034725, 0.0666698 51.3035776, 0.0667725 51.3034054, 0.0661421 51.3032594))",,,,,,,,,,meadow,"[5667957775, 5667957778, 5667957779, 5667957780, 5667957777, 5667957776, 5667957775]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0650074 51.3034948, 0.0652414 51.3032899, 0.0654389 51.3034106, 0.0654521 51.3034127, 0.0654055 51.3035623, 0.0650074 51.3034948))",,,,,,,,,,meadow,"[5667957781, 5667957782, 5632434119, 5667957783, 5667957784, 5667957781]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0654763 51.3035756, 0.0655206 51.3034439, 0.0655468 51.3034279, 0.0657008 51.3034626, 0.0658518 51.3034472, 0.0662284 51.3035369, 0.0663098 51.3035944, 0.0662537 51.3036769, 0.0662337 51.3037062, 0.0654763 51.3035756))",,,,,,,,,,meadow,"[5667957785, 5667957786, 5632434120, 5632434121, 5632434122, 5667957787, 5667957788, 5699260952, 5667957789, 5667957785]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0654604 51.3036652, 0.0654816 51.3036088, 0.0659736 51.3036929, 0.0659382 51.3037239, 0.0656409 51.3037626, 0.0655735 51.3037262, 0.0654604 51.3036652))",,,,,,,,,,meadow,"[5667957790, 5667957791, 5667957792, 5667957793, 5667957794, 5667957797, 5667957790]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0649699 51.3036818, 0.0648587 51.3036641, 0.0649295 51.3035734, 0.0649578 51.3035336, 0.0654002 51.3036044, 0.0653568 51.3037004, 0.0650145 51.3036597, 0.0649699 51.3036818))",,,,,,,,,,meadow,"[5667957801, 5667957802, 5667957803, 5667957804, 5667957805, 5667957806, 5667957796, 5667957801]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0652941 51.3039407, 0.0652764 51.3040093, 0.0655109 51.3042011, 0.0660345 51.3039119, 0.0666809 51.3044024, 0.0663028 51.3045736, 0.0664124 51.3046532, 0.0661966 51.3047395, 0.0662603 51.3047616, 0.0664231 51.3047306, 0.0665469 51.3046908, 0.0666214 51.3046841, 0.066646 51.3046819, 0.0668124 51.3046576, 0.0668867 51.3046355, 0.0669787 51.304631, 0.0671061 51.3046421, 0.0672017 51.3046244, 0.0673114 51.3046222, 0.0674282 51.3046377, 0.0675202 51.3046709, 0.067545 51.3047505, 0.0675627 51.3047926, 0.0678847 51.3050868, 0.0679732 51.3050736, 0.0681785 51.304932, 0.0681856 51.3049032, 0.0681498 51.3048606, 0.067899 51.3045615, 0.067691 51.3043135, 0.0676326 51.3043111, 0.0675689 51.3042719, 0.0675779 51.3042077, 0.0679442 51.3040926, 0.0677503 51.3039849, 0.0675875 51.3039872, 0.0674919 51.3038787, 0.0671663 51.30385, 0.0668619 51.3038013, 0.0666496 51.3037703, 0.0661966 51.3037593, 0.0656869 51.3038478, 0.0656515 51.3038234, 0.0652941 51.3039407))",,,,,,,,,,meadow,"[5667957799, 5667957807, 5667957808, 5632434159, 5632434160, 5667957809, 5667957810, 5667957811, 5667957812, 5667957813, 5667957814, 5699260943, 5667957815, 5667957816, 5667957817, 5667957818, 5667957819, 5667957820, 5667959221, 5667959222, 5667959223, 5667959224, 5667959225, 5667959226, 5667959227, 5667959228, 5667959229, 5699260971, 5699260956, 5667959230, 5699260973, 1764562376, 1764562374, 5667959231, 5667959232, 5667959233, 5667959234, 5667959235, 5667959236, 5667959237, 5667959238, 5667959239, 5667957798, 5667957799]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0670934 51.3070199, 0.0673164 51.3068451, 0.0675146 51.3067079, 0.0686967 51.3073009, 0.0683746 51.3075575, 0.0670934 51.3070199))",,,,,,,,,,meadow,"[5667959278, 5667959279, 5667959280, 5667959281, 5667959282, 5667959278]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0668284 51.3073804, 0.0670934 51.3070199, 0.0683746 51.3075575, 0.0682795 51.3076703, 0.0682463 51.3078147, 0.0677946 51.3076769, 0.0676495 51.3076437, 0.0668284 51.3073804))",,,,,,,,,,meadow,"[5667959287, 5667959278, 5667959282, 5667959288, 5667959289, 5667959290, 5667959291, 5667959287]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0668284 51.3073804, 0.0666409 51.3076172, 0.0675292 51.3078849, 0.0679036 51.3079894, 0.0679935 51.3080145, 0.0682463 51.3078147, 0.0677946 51.3076769, 0.0676495 51.3076437, 0.0668284 51.3073804))",,,,,,,,,,meadow,"[5667959287, 5667959292, 5667959293, 5667959300, 5667959294, 5667959289, 5667959290, 5667959291, 5667959287]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0666409 51.3076172, 0.0664887 51.3077831, 0.0671257 51.3080198, 0.0676955 51.3081703, 0.0677174 51.3081111, 0.0677274 51.308084, 0.0678619 51.308042, 0.0679036 51.3079894, 0.0675292 51.3078849, 0.0666409 51.3076172))",,,,,,,,,,meadow,"[5667959292, 5667959295, 5667959296, 5667959297, 5698819183, 5667959298, 5667959299, 5667959300, 5667959293, 5667959292]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0664887 51.3077831, 0.0662091 51.308115, 0.0664887 51.3082035, 0.0666621 51.3082743, 0.0672779 51.3084867, 0.0675964 51.3085575, 0.0676955 51.3081703, 0.0671257 51.3080198, 0.0664887 51.3077831))",,,,,,,,,,meadow,"[5667959295, 5667959301, 5667959302, 5667959303, 5667959304, 5667959305, 5667959297, 5667959296, 5667959295]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0662091 51.308115, 0.0660215 51.3082787, 0.0660711 51.3083008, 0.0659861 51.3083871, 0.0659153 51.3083738, 0.0658768 51.3084247, 0.066036 51.3084966, 0.0661029 51.3085132, 0.0665203 51.3087089, 0.0665418 51.308719, 0.0671541 51.3090287, 0.0673912 51.309115, 0.0674266 51.3091238, 0.0676 51.3086615, 0.0675964 51.3085575, 0.0672779 51.3084867, 0.0666621 51.3082743, 0.0664887 51.3082035, 0.0662091 51.308115))",,,,,,,,,,meadow,"[5667959301, 5667959306, 5667959307, 5667959308, 5667959309, 5667959310, 5667959249, 5667959311, 5667959317, 5667959312, 5667959313, 5667959314, 5667959315, 5667959316, 5667959305, 5667959304, 5667959303, 5667959302, 5667959301]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.066036 51.3084966, 0.0661029 51.3085132, 0.0665203 51.3087089, 0.0671541 51.3090287, 0.0674266 51.3091238, 0.0673239 51.309438, 0.0670762 51.3093451, 0.066655 51.3091924, 0.0661489 51.3090044, 0.0660035 51.3088905, 0.0658937 51.3087101, 0.066036 51.3084966))",,,,,,,,,,meadow,"[5667959249, 5667959311, 5667959317, 5667959313, 5667959315, 5667959318, 5667959319, 5667959320, 5667959521, 5667959251, 5667959250, 5667959249]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0653936 51.3092514, 0.0655441 51.309193, 0.0657383 51.3091946, 0.0658449 51.3091955, 0.0659113 51.3090876, 0.0665984 51.3093429, 0.0671151 51.3095243, 0.0672142 51.3096482, 0.0674567 51.309657, 0.0677515 51.3098009, 0.0677847 51.3100138, 0.0673089 51.310849, 0.0670395 51.3108866, 0.0663686 51.3107676, 0.0648883 51.3099571, 0.0646206 51.3098105, 0.0653264 51.3092324, 0.0653936 51.3092514))",,,,,,,,,,meadow,"[5667959256, 5667959255, 5667959523, 5667959254, 5667959522, 5667959524, 5667959525, 5667959526, 5667959527, 10305161446, 34054166, 10305161447, 34054165, 34054164, 5667959528, 5667959529, 5667959530, 5667959256]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0633777 51.3090575, 0.063583 51.3091725, 0.0636963 51.3092898, 0.0638661 51.3093761, 0.0640006 51.3093584, 0.0642271 51.3094203, 0.0643722 51.3095597, 0.0644926 51.3095774, 0.0646695 51.3095398, 0.0648748 51.3093916, 0.0652146 51.3090309, 0.0654977 51.3086659, 0.0655611 51.3085411, 0.0655685 51.3085265, 0.0652606 51.308376, 0.0648005 51.3080929, 0.0643156 51.3078074, 0.0635335 51.3073694, 0.0634768 51.307334, 0.063268 51.3075641, 0.063169 51.307512, 0.0631335 51.3074933, 0.0622169 51.3084269, 0.0626805 51.3087035, 0.0628539 51.3088075, 0.0631229 51.3088982, 0.0633777 51.3090575))",,,,,,,,,,meadow,"[5667959531, 5667959532, 5667959533, 5667959534, 5667959535, 5667959536, 5667959537, 5667959538, 5667959539, 5667959540, 5667959541, 5667959542, 5667959613, 5667959543, 5667959544, 5667959545, 5667959546, 5667959547, 5667959548, 5667959549, 5698819176, 5667959550, 5667959551, 5667959552, 5667959553, 5667959554, 5667959531]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0635511 51.3072521, 0.0635441 51.3071393, 0.0640289 51.3066835, 0.0640824 51.3067129, 0.0661772 51.307865, 0.0658835 51.3081039, 0.0657667 51.3083495, 0.0656322 51.3084911, 0.0655614 51.3084601, 0.0654517 51.3083406, 0.0647722 51.3079402, 0.0635511 51.3072521))",,,,,,,,,,meadow,"[5667959555, 5667959556, 5667959557, 5667959565, 5667959558, 5667959559, 5667959560, 5667959561, 5667959562, 5667959563, 5667959564, 5667959555]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0640824 51.3067129, 0.0642059 51.3065463, 0.064174 51.3064821, 0.0642838 51.3064976, 0.0644289 51.3064136, 0.0645173 51.3064113, 0.0645811 51.3063339, 0.0648005 51.3063782, 0.0650518 51.3063516, 0.0659684 51.3064711, 0.066379 51.3065198, 0.0670903 51.3066746, 0.067147 51.3067034, 0.0671965 51.3067609, 0.0672496 51.3067875, 0.0671293 51.3068826, 0.0670266 51.3068981, 0.0668391 51.3070596, 0.0667046 51.3072123, 0.0664533 51.3075508, 0.0662905 51.3077787, 0.0661772 51.307865, 0.0640824 51.3067129))",,,,,,,,,,meadow,"[5667959565, 5667959566, 5667959567, 5667959568, 5667959569, 5667959570, 5667959571, 5667959572, 5667959573, 5667959574, 5667959575, 5667959576, 5667959577, 5667959578, 5667959579, 5667959580, 5667959581, 5667959582, 5667959583, 5667959584, 5667959585, 5667959558, 5667959565]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.064597 51.3062377, 0.0647474 51.3060529, 0.0647403 51.3060241, 0.0648359 51.3059246, 0.0648217 51.305814, 0.0652818 51.3052387, 0.0655543 51.3049223, 0.065664 51.3047939, 0.0658481 51.304867, 0.066018 51.3049754, 0.066655 51.305502, 0.0668143 51.3056878, 0.0669488 51.3059025, 0.067147 51.3063029, 0.0672213 51.306522, 0.0671647 51.3065751, 0.0670125 51.3065684, 0.066924 51.3065242, 0.0665028 51.306429, 0.0662091 51.3063715, 0.0658976 51.306345, 0.0654977 51.3063162, 0.0653703 51.3063516, 0.0647969 51.3062897, 0.064597 51.3062377))",,,,,,,,,,meadow,"[5667959588, 5667959589, 5667959590, 5667959591, 5667959592, 5667959593, 5667959594, 5667959595, 5667959596, 5667959597, 5667959598, 5667959599, 5667959600, 5667959601, 5667959602, 5667959603, 5667959604, 5667959605, 5667959606, 5667959607, 5667959608, 5667959609, 5667959610, 5667959611, 5667959588]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0596107 51.3029631, 0.0596304 51.3029347, 0.0606631 51.3030873, 0.0606926 51.3031225, 0.0605066 51.3035286, 0.0594939 51.303366, 0.0596107 51.3029631))",,,,,,,,,,meadow,"[5637135095, 5667981929, 5667981930, 5667981931, 5637406295, 5637135094, 5637135095]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.07355 51.3139657, 0.0735921 51.314397, 0.0737407 51.3144059, 0.0737195 51.3145076, 0.0738857 51.3146404, 0.0740709 51.3146433, 0.0744181 51.3142339, 0.0744619 51.3134192, 0.0743881 51.313411, 0.0734453 51.3134457, 0.07355 51.3139657))",,,,,,,,,,meadow,"[5698764545, 5698764564, 5698764565, 5698764566, 5698764567, 252183906, 5473352253, 5698764568, 5698764547, 5698764546, 5698764545]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0735921 51.314397, 0.0732465 51.3143665, 0.0728496 51.3142458, 0.0727962 51.313973, 0.07355 51.3139657, 0.0735921 51.314397))",,,,,,,,,,meadow,"[5698764564, 5698764577, 5698764578, 5698764579, 5698764545, 5698764564]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.073569 51.3165683, 0.0734235 51.3176221, 0.0738259 51.3177428, 0.0738688 51.317659, 0.0738098 51.317592, 0.073901 51.3169113, 0.0739943 51.3165906, 0.073569 51.3165683))",,,,,,,,,,meadow,"[5698764604, 5698764605, 5698764606, 5698764607, 5698764608, 5698764609, 5698764610, 5698764604]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0609601 51.3100161, 0.0610237 51.3104231, 0.0618302 51.3102701, 0.0618209 51.310019, 0.0617181 51.3096745, 0.0615127 51.3093943, 0.0614366 51.3093527, 0.0613072 51.3096045, 0.061111 51.3097971, 0.0609601 51.3100161))",,,,,,,,,,meadow,"[5698820134, 5667959747, 5698819215, 5698819216, 5698819217, 5698819218, 5698819219, 5698820129, 5698820135, 5698820134]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0616161 51.3131207, 0.0623556 51.3132401, 0.0623679 51.3133325, 0.062257 51.3136214, 0.0623001 51.3137216, 0.0622385 51.3139064, 0.0621239 51.3142307, 0.0612982 51.3141267, 0.0616161 51.3131207))",,,,,,,,,,meadow,"[5698820136, 5698820137, 5698820138, 5698820139, 5698820140, 5698820141, 5667959780, 5667959779, 5698820136]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0602592 51.3150677, 0.0610234 51.3148076, 0.0610927 51.314901, 0.061159 51.3148837, 0.0612052 51.3149231, 0.0614979 51.3148268, 0.0615332 51.3148129, 0.0616379 51.3147908, 0.0616672 51.3148158, 0.0618105 51.3147985, 0.0618598 51.3148418, 0.0620246 51.3147937, 0.0619723 51.3149662, 0.0619901 51.3152085, 0.0606597 51.3155626, 0.0602592 51.3150677))",,,,,,,,,,meadow,"[453327890, 5667959814, 5667959819, 5667959818, 5667959817, 5667959816, 5667959820, 5667959931, 5667959930, 5667959929, 5667959928, 5667959927, 5698820149, 34964898, 445801200, 453327890]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.060349 51.3148096, 0.0602958 51.3149896, 0.0617622 51.314505, 0.0607489 51.3143532, 0.0607067 51.3144869, 0.0606275 51.3148337, 0.060349 51.3148096))",,,,,,,,,,meadow,"[5667959799, 5698820150, 5698820151, 5698820152, 5667959792, 5667959800, 5667959799]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0588233 51.3153723, 0.0588994 51.3150581, 0.0590022 51.3146335, 0.0601744 51.3147619, 0.060081 51.314975, 0.0599829 51.3150509, 0.0597634 51.3151414, 0.0590022 51.3154478, 0.058832 51.3154372, 0.0588233 51.3153723))",,,,,,,,,,meadow,"[5698820153, 5698820167, 5698820154, 5698820155, 5698820156, 5698820157, 5698820158, 5698820159, 5698820160, 5698820153]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0590022 51.3146335, 0.0591283 51.3140818, 0.0601589 51.3142313, 0.0601274 51.3143214, 0.060288 51.3143998, 0.0601744 51.3147619, 0.0590022 51.3146335))",,,,,,,,,,meadow,"[5698820154, 5698820161, 5667959797, 5667959796, 5667959795, 5698820155, 5698820154]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0672277 51.3055391, 0.0674777 51.3054342, 0.0678528 51.3051821, 0.0678746 51.3052767, 0.0679493 51.3053613, 0.0681174 51.3054781, 0.0678559 51.3056825, 0.0676307 51.3058409, 0.0672277 51.3055391))",,,,,,,,,,meadow,"[5699260940, 5667959243, 5699260974, 5491299689, 5491299690, 5491299691, 5491299692, 5699260939, 5699260940]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0681856 51.3049032, 0.0683546 51.3048218, 0.0684115 51.3047608, 0.0683424 51.3047125, 0.0683627 51.3045855, 0.0684928 51.3044787, 0.068445 51.3044744, 0.0682936 51.3044609, 0.0680012 51.3045354, 0.0680578 51.3046515, 0.0681757 51.3046185, 0.0681716 51.304682, 0.0682611 51.3047837, 0.0682976 51.3048117, 0.0681498 51.3048606, 0.0681856 51.3049032))",,,,,,,,,,meadow,"[5667959229, 5699260963, 5699260960, 5699260959, 5699260958, 5699260972, 5699260964, 5699260957, 5699260965, 5699260966, 5699260967, 5699260968, 5699260969, 5699260970, 5699260971, 5667959229]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0780835 51.3080406, 0.0782069 51.3079113, 0.0783573 51.3078503, 0.0784955 51.307708, 0.0785931 51.3076063, 0.0786575 51.307528, 0.0787521 51.3075817, 0.0790176 51.3076104, 0.0792122 51.3075883, 0.0794301 51.3076477, 0.0792273 51.3079291, 0.0790688 51.3078935, 0.079024 51.3079977, 0.0790769 51.3080714, 0.0790972 51.3081451, 0.0790156 51.3082758, 0.0780835 51.3080406))",,,,,,,,,,meadow,"[5699764506, 5699764507, 5699764508, 5699764509, 5699764510, 5699764511, 5634461909, 5634461908, 5634461907, 5699764512, 5699764513, 5699764514, 5699764515, 5699764516, 5699764517, 5473351804, 5699764506]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0790759 51.3084017, 0.0791501 51.3081985, 0.0792541 51.308022, 0.0794651 51.308121, 0.0793165 51.3084196, 0.0790759 51.3084017))",,,,,,,,,,meadow,"[5699764518, 5699764519, 5699764520, 5473351806, 5473351812, 5699764518]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0774751 51.3090245, 0.0777353 51.3090651, 0.0778816 51.309055, 0.0783004 51.3090956, 0.0786175 51.3091312, 0.0786891 51.3088816, 0.0772597 51.3087118, 0.0772596 51.3087424, 0.0771824 51.308783, 0.0771092 51.3088999, 0.0774751 51.3090245))",,,,,,,,,,meadow,"[5699764496, 5699765221, 5699765222, 5699765223, 5699765224, 5699765225, 5472608083, 5699764493, 5699764494, 5699764495, 5699764496]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0787191 51.3091515, 0.0789435 51.3086513, 0.0792124 51.3086877, 0.0790017 51.3091881, 0.0787191 51.3091515))",,,,,,,,,,meadow,"[5699765226, 5699765227, 5473351811, 5699765228, 5699765226]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0770767 51.3097081, 0.0778085 51.3098377, 0.0783288 51.3099165, 0.0786094 51.3091693, 0.0781256 51.3091185, 0.0778816 51.3091007, 0.07778 51.3091083, 0.0775076 51.3090778, 0.077406 51.3091363, 0.0772881 51.3092761, 0.0770767 51.3097081))",,,,,,,,,,meadow,"[5699764500, 5699765229, 5699765230, 5699765231, 5699765232, 5699765233, 5699765234, 5699764497, 5699764498, 5699764499, 5699764500]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
